company_id,batch,label_type,from_snapshot,to_snapshot,added,removed
29822,S24,tag,2025-01-01,2025-02-01,,AI|Artificial Intelligence
29835,S24,tag,2025-01-01,2025-02-01,,AI|AIOps|B2B|Developer Tools|SaaS
29847,S24,tag,2025-01-01,2025-02-01,,Computer Vision|Hard Tech|Industrial|Manufacturing|Robotics
29849,S24,tag,2025-01-01,2025-02-01,Artificial Intelligence,AI
29849,S24,industry,2025-01-01,2025-02-01,Government,B2B
29850,S24,tag,2025-01-01,2025-02-01,AI,Artificial Intelligence
29854,S24,tag,2025-01-01,2025-02-01,Artificial Intelligence,AI
29955,S24,tag,2025-01-01,2025-02-01,Generative AI,
29956,S24,tag,2025-01-01,2025-02-01,,AI|GovTech|Transportation
29957,S24,tag,2025-01-01,2025-02-01,Artificial Intelligence,AI
29962,S24,tag,2025-01-01,2025-02-01,Artificial Intelligence|Trust & Safety,E-commerce|Sales
29973,S24,tag,2025-01-01,2025-02-01,,Compliance|Fintech|Generative AI|Regtech
29992,S24,tag,2025-01-01,2025-02-01,AI,Artificial Intelligence
30014,F24,tag,2025-01-01,2025-02-01,AI,Artificial Intelligence
30016,F24,tag,2025-01-01,2025-02-01,AI|Enterprise,Artificial Intelligence|B2B|Customer Support
30021,F24,tag,2025-01-01,2025-02-01,Artificial Intelligence,AI
30027,F24,tag,2025-01-01,2025-02-01,,B2B|Scheduling
30039,F24,tag,2025-01-01,2025-02-01,,AI|B2B|Biotech|Enterprise|Sales
30059,F24,tag,2025-01-01,2025-02-01,,AI|B2B|Compliance|Fintech
30063,F24,tag,2025-01-01,2025-02-01,,AI|AI Assistant|Developer Tools|Enterprise Software|Generative AI
30066,F24,tag,2025-01-01,2025-02-01,AI|Web Development,Advertising|Artificial Intelligence
30086,F24,tag,2025-01-01,2025-02-01,B2B|Billing|SaaS,Operations|Workflow Automation
30095,F24,tag,2025-01-01,2025-02-01,,Aerospace|Artificial Intelligence|GovTech|Hard Tech
30096,F24,tag,2025-01-01,2025-02-01,,AI|API|Developer Tools|Infrastructure
30099,F24,tag,2025-01-01,2025-02-01,AI,Artificial Intelligence
30104,F24,tag,2025-01-01,2025-02-01,,B2B|Enterprise Software|Generative AI|Sales
30107,F24,tag,2025-01-01,2025-02-01,,API|No-code|SMS|SaaS|Telecommunications
30108,F24,tag,2025-01-01,2025-02-01,AI,Artificial Intelligence
30111,F24,tag,2025-01-01,2025-02-01,Artificial Intelligence,AI
30113,F24,tag,2025-01-01,2025-02-01,,Procurement|Supply Chain
30124,F24,tag,2025-01-01,2025-02-01,,AI|AI Assistant|AIOps|Health Tech|Healthcare
30165,W25,tag,2025-01-01,2025-02-01,AI,Artificial Intelligence
30241,W25,tag,2025-01-01,2025-02-01,AI,
30288,W25,tag,2025-01-01,2025-02-01,AI,Artificial Intelligence
188,S10,tag,2025-02-01,2025-03-01,E-commerce,E-Commerce
1079,W16,tag,2025-02-01,2025-03-01,AI|Artificial Intelligence,Developer Tools|Messaging
1280,S16,tag,2025-02-01,2025-03-01,Healthcare,Analytics
1280,S16,industry,2025-02-01,2025-03-01,Consumer,Education
1280,S16,subindustry,2025-02-01,2025-03-01,Consumer -> Virtual and Augmented Reality,Education
1498,W17,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
1671,S17,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
12064,W19,tag,2025-02-01,2025-03-01,Payroll,Compliance
12619,S19,tag,2025-02-01,2025-03-01,Digital Health|Health Tech|Mental Health|Telehealth|Women's Health,Consumer Health Services|Mental Health Tech|Sleep Tech
22080,S20,tag,2025-02-01,2025-03-01,Health Tech,
22218,S20,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
22273,S20,tag,2025-02-01,2025-03-01,,Artificial Intelligence|Collaboration|Compliance|SaaS
22674,W21,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
22702,W21,tag,2025-02-01,2025-03-01,,Neobank|SaaS
22843,W21,industry,2025-02-01,2025-03-01,Industrials,Consumer
22884,W21,tag,2025-02-01,2025-03-01,Artificial Intelligence,
23781,S21,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
24100,S21,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
24153,S21,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
24192,S21,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
24271,S21,tag,2025-02-01,2025-03-01,Generative AI|Supply Chain,Fintech|Transportation
24391,S21,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
24408,S21,tag,2025-02-01,2025-03-01,AI|AI Assistant,
24497,S21,tag,2025-02-01,2025-03-01,AI,
24526,S21,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
24773,S21,tag,2025-02-01,2025-03-01,Sales Enablement|Talent Acquisition,
24795,S21,tag,2025-02-01,2025-03-01,Anti-Aging|Biotech|Biotechnology|Health & Wellness,
24925,S21,tag,2025-02-01,2025-03-01,,Medical Devices
25348,W22,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
25541,W22,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
25588,W22,subindustry,2025-02-01,2025-03-01,B2B -> Marketing,"B2B -> Engineering, Product and Design"
25590,W22,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
25603,W22,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
25618,W22,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
25645,W22,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
25684,W22,tag,2025-02-01,2025-03-01,Artificial Intelligence|Healthcare IT,API|Fintech
25691,W22,tag,2025-02-01,2025-03-01,Machine Learning|NLP,
25870,W22,industry,2025-02-01,2025-03-01,Fintech,B2B
25923,W22,tag,2025-02-01,2025-03-01,AI|Community|Real Estate,API|Developer Tools|Email
25991,W22,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
26134,W22,tag,2025-02-01,2025-03-01,,Aerospace|Airplanes|Climate|Electric Vehicles|Hydrogen Energy
26654,S22,tag,2025-02-01,2025-03-01,Sales|Sales Enablement,Compliance|Security
26670,S22,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
26723,S22,tag,2025-02-01,2025-03-01,Sales,Data Engineering|Enterprise
26794,S22,tag,2025-02-01,2025-03-01,Sales Enablement,Banking as a Service|Infrastructure
26796,S22,tag,2025-02-01,2025-03-01,AI|Automation|B2B|Marketing,Creator Economy|Design Tools|Developer Tools|No-code
26796,S22,industry,2025-02-01,2025-03-01,B2B,Consumer
26808,S22,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
26851,S22,tag,2025-02-01,2025-03-01,AI|Generative AI,HR Tech
27051,S22,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
27091,S22,industry,2025-02-01,2025-03-01,Consumer,Fintech
27141,S22,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
27178,S22,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
27667,W23,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
27693,W23,tag,2025-02-01,2025-03-01,,B2B|DevOps|Developer Tools|SaaS
27697,W23,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
27701,W23,tag,2025-02-01,2025-03-01,AI|Enterprise Software,Enterprise|SaaS
27808,W23,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
27820,W23,tag,2025-02-01,2025-03-01,Artificial Intelligence,Open Source
27840,W23,tag,2025-02-01,2025-03-01,,B2B|Collaboration|Productivity|SaaS
27869,W23,tag,2025-02-01,2025-03-01,AI,
27871,W23,tag,2025-02-01,2025-03-01,AI|Developer Tools,Artificial Intelligence|Data Science
27875,W23,tag,2025-02-01,2025-03-01,AI|Gaming,Artificial Intelligence
27881,W23,tag,2025-02-01,2025-03-01,AI Assistant|Customer Success,AI|Artificial Intelligence
27882,W23,tag,2025-02-01,2025-03-01,Automation|Robotic Process Automation,AIOps|NLP
27896,W23,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
27956,W23,subindustry,2025-02-01,2025-03-01,Healthcare,B2B
27964,W23,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
27966,W23,tag,2025-02-01,2025-03-01,AI|Healthcare,Developer Tools|Generative AI|Open Source|SaaS
27966,W23,industry,2025-02-01,2025-03-01,Healthcare,B2B
27969,W23,tag,2025-02-01,2025-03-01,,E-commerce|Retail
27983,W23,tag,2025-02-01,2025-03-01,Finance,Sales
28114,W23,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
28366,W23,tag,2025-02-01,2025-03-01,Artificial Intelligence|B2B|Grocery|Payments|Retail,
28409,W23,tag,2025-02-01,2025-03-01,,Artificial Intelligence|Developer Tools|Generative AI
28418,W23,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
28776,S23,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
28776,S23,industry,2025-02-01,2025-03-01,Education,Healthcare
28799,S23,tag,2025-02-01,2025-03-01,AI|Health Insurance|Operations,Artificial Intelligence|B2B|Productivity|Security
28799,S23,industry,2025-02-01,2025-03-01,Healthcare,B2B
28807,S23,tag,2025-02-01,2025-03-01,Artificial Intelligence|Consumer|Fintech,AI|Airlines|Finance|Search
28847,S23,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
28891,S23,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
28922,W25,subindustry,2025-02-01,2025-03-01,Healthcare,B2B -> Analytics
28926,S23,tag,2025-02-01,2025-03-01,,Email|Messaging|Productivity|SaaS|Team Collaboration
28927,S23,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
28936,S23,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
28939,S23,tag,2025-02-01,2025-03-01,Health Insurance,Fintech|Healthcare IT
28957,S23,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
28968,S23,tag,2025-02-01,2025-03-01,Infrastructure,Open Source
29005,S23,tag,2025-02-01,2025-03-01,Artificial Intelligence|Cybersecurity|Security,AI|Market Research
29006,S23,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
29013,S23,tag,2025-02-01,2025-03-01,AI Assistant|Artificial Intelligence|Developer Tools,
29026,S23,tag,2025-02-01,2025-03-01,Proptech,Consumer
29045,S23,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
29074,S23,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29082,S23,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29093,S23,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
29118,S23,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29231,W24,tag,2025-02-01,2025-03-01,Artificial Intelligence|Cloud Computing|Databases|Infrastructure,
29246,W24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29251,S24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29256,W24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29266,W24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29274,W24,tag,2025-02-01,2025-03-01,,AI|Consumer|Gaming|Social
29296,S24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29324,W24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29325,W24,tag,2025-02-01,2025-03-01,AIOps|Artificial Intelligence|Monitoring,AI|API|B2B
29333,W24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29334,W24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29342,W24,industry,2025-02-01,2025-03-01,Healthcare,Fintech
29364,W24,tag,2025-02-01,2025-03-01,,Enterprise Software|Manufacturing|SaaS
29365,W24,tag,2025-02-01,2025-03-01,Machine Learning,Generative AI|SaaS
29374,W24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29377,W24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29387,S24,tag,2025-02-01,2025-03-01,,Automation|Design Tools
29400,W24,tag,2025-02-01,2025-03-01,Computer Vision|Data Engineering|Enterprise Software|Open Source,AI|API|Artificial Intelligence|Generative AI
29400,W24,industry,2025-02-01,2025-03-01,B2B,Consumer
29413,W24,tag,2025-02-01,2025-03-01,,Consumer Health Services|Health Insurance|Health Tech|Healthcare
29443,W24,tag,2025-02-01,2025-03-01,,Consumer|Media|Video
29455,W24,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
29474,S24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29477,W24,tag,2025-02-01,2025-03-01,,Artificial Intelligence|Diagnostics|Hard Tech|Health Tech|Neurotechnology
29498,W24,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
29568,S24,industry,2025-02-01,2025-03-01,B2B,Fintech
29573,S24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29577,F24,tag,2025-02-01,2025-03-01,,AI
29582,S24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29588,S24,tag,2025-02-01,2025-03-01,,AI|Aerospace|Automotive|Enterprise Software|Robotics
29627,S24,tag,2025-02-01,2025-03-01,LegalTech,AI Assistant
29633,S24,tag,2025-02-01,2025-03-01,,AI|Cloud Computing|Generative AI|No-code|Open Source
29650,S24,tag,2025-02-01,2025-03-01,Artificial Intelligence|Hardware,AI
29654,S24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29661,S24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29683,S24,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
29689,S24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29694,S24,tag,2025-02-01,2025-03-01,AI,Industrial
29695,S24,tag,2025-02-01,2025-03-01,Artificial Intelligence|B2B|Conversational AI|Legal|LegalTech,AI|Consumer|Entertainment|Generative AI
29695,S24,industry,2025-02-01,2025-03-01,B2B,Consumer
29706,S24,tag,2025-02-01,2025-03-01,,Anti-Aging|Artificial Intelligence|Consumer Health Services|Digital Health|Health Tech
29710,S24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29731,S24,tag,2025-02-01,2025-03-01,AI|GovTech,
29731,S24,industry,2025-02-01,2025-03-01,Government,B2B
29738,S24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
29738,S24,industry,2025-02-01,2025-03-01,Consumer,B2B
29777,S24,tag,2025-02-01,2025-03-01,,AI|Hard Tech|Hardware|Machine Learning|Semiconductors
29781,S24,tag,2025-02-01,2025-03-01,,B2B|Developer Tools|Hard Tech|Open Source|Robotics
29799,S24,tag,2025-02-01,2025-03-01,,B2B|Developer Tools|Machine Learning|Subscriptions
29800,S24,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
29805,S24,tag,2025-02-01,2025-03-01,E-commerce|SaaS,Emerging Markets|Logistics
29814,S24,tag,2025-02-01,2025-03-01,Artificial Intelligence|Manufacturing|Supply Chain,AI|B2B|Collaboration|SaaS
29814,S24,industry,2025-02-01,2025-03-01,Industrials,B2B
29822,S24,tag,2025-02-01,2025-03-01,,B2B|E-commerce
29825,S24,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
29826,S24,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
29837,S24,tag,2025-02-01,2025-03-01,Fintech|Payments|Proptech,HR Tech|Recruiting|Talent Acquisition
29849,S24,tag,2025-02-01,2025-03-01,,Artificial Intelligence|B2B|Big Data|GovTech|Procurement
29960,S24,tag,2025-02-01,2025-03-01,,Artificial Intelligence
29978,S24,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
29999,W25,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
30017,F24,tag,2025-02-01,2025-03-01,Data Labeling,Analytics
30021,F24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
30023,F24,tag,2025-02-01,2025-03-01,,AI|Culture|Developer Tools|Open Source
30045,F24,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
30047,F24,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
30051,F24,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI|Trust & Safety
30074,F24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
30078,F24,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
30086,F24,tag,2025-02-01,2025-03-01,Payments|Subscriptions,
30111,F24,tag,2025-02-01,2025-03-01,,Artificial Intelligence|Automation|Developer Tools|No-code|Workflow Automation
30113,F24,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
30116,F24,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
30126,F24,tag,2025-02-01,2025-03-01,,Computer Vision|GovTech|Hardware|SaaS|Transportation
30189,W25,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
30192,W25,tag,2025-02-01,2025-03-01,,Consumer Finance|Crypto / Web3|Cryptocurrency|Fintech|Trading
30193,W25,tag,2025-02-01,2025-03-01,,Documents
30197,W25,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
30212,W25,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
30223,W25,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
30231,W25,tag,2025-02-01,2025-03-01,AIOps|Generative AI,AI|Analytics
30247,W25,tag,2025-02-01,2025-03-01,Machine Learning|Reinforcement Learning,Big Data|Data Engineering
30260,W25,tag,2025-02-01,2025-03-01,Construction,Aerospace
30262,W25,tag,2025-02-01,2025-03-01,Remote Work,AR|SaaS
30262,W25,subindustry,2025-02-01,2025-03-01,Consumer -> Social,Consumer
30272,W25,tag,2025-02-01,2025-03-01,AIOps|Artificial Intelligence|Automation|Developer Tools,AI|Computer Vision|Deep Learning|Machine Learning
30286,W25,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
30288,W25,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
30301,W25,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
30317,W25,tag,2025-02-01,2025-03-01,Construction|GovTech,
30321,W25,tag,2025-02-01,2025-03-01,Artificial Intelligence,
30322,W25,tag,2025-02-01,2025-03-01,Artificial Intelligence|B2B|Enterprise Software,Generative AI
30325,W25,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
30338,W25,tag,2025-02-01,2025-03-01,Artificial Intelligence|Robotic Process Automation,
30339,W25,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
30351,W25,tag,2025-02-01,2025-03-01,AI Assistant|Automation|Consumer Products|Productivity,Analytics|Customer Success|Developer Tools|Market Research
30351,W25,industry,2025-02-01,2025-03-01,Consumer,B2B
30356,W25,tag,2025-02-01,2025-03-01,AI,Artificial Intelligence
30365,W25,tag,2025-02-01,2025-03-01,Artificial Intelligence,AI
1875,W18,subindustry,2025-03-01,2025-04-01,Industrials -> Climate,Industrials -> Drones
1898,W19,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
2025,S18,tag,2025-03-01,2025-04-01,AI|Consumer Products|Health & Wellness,
12043,W19,subindustry,2025-03-01,2025-04-01,Real Estate and Construction -> Construction,B2B -> Finance and Accounting
12091,W19,tag,2025-03-01,2025-04-01,AIOps|Artificial Intelligence|ML,Deep Learning
12597,S19,subindustry,2025-03-01,2025-04-01,Industrials -> Manufacturing and Robotics,Industrials -> Drones
12619,S19,subindustry,2025-03-01,2025-04-01,Healthcare -> Medical Devices,Healthcare -> Consumer Health and Wellness
12660,S19,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
12738,S19,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
13265,W20,subindustry,2025-03-01,2025-04-01,"B2B -> Engineering, Product and Design",B2B -> Productivity
13346,W20,tag,2025-03-01,2025-04-01,Artificial Intelligence,
13481,S20,subindustry,2025-03-01,2025-04-01,Fintech,Fintech -> Asset Management
13579,W20,subindustry,2025-03-01,2025-04-01,B2B -> Infrastructure,Fintech -> Payments
21769,S20,tag,2025-03-01,2025-04-01,Artificial Intelligence,AI
21881,S20,tag,2025-03-01,2025-04-01,AI,
22076,S20,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
22083,S20,tag,2025-03-01,2025-04-01,Recruiting|Talent Acquisition,Community|Education|Marketplace
22083,S20,industry,2025-03-01,2025-04-01,B2B,Education
22151,S20,subindustry,2025-03-01,2025-04-01,B2B -> Marketing,"B2B -> Engineering, Product and Design"
22277,S20,tag,2025-03-01,2025-04-01,Artificial Intelligence,AI
22322,S20,tag,2025-03-01,2025-04-01,B2B|SaaS,
22322,S20,industry,2025-03-01,2025-04-01,B2B,Fintech
22708,W21,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
22738,W21,tag,2025-03-01,2025-04-01,AI|SaaS|Sales Enablement|eLearning,AI-Enhanced Learning|Machine Learning|Recruiting
22738,W21,industry,2025-03-01,2025-04-01,B2B,Consumer
23105,W21,tag,2025-03-01,2025-04-01,Artificial Intelligence,AI
23357,W21,tag,2025-03-01,2025-04-01,SaaS,Fintech
23357,W21,industry,2025-03-01,2025-04-01,B2B,Fintech
23629,W21,tag,2025-03-01,2025-04-01,B2B|Operations,Developer Tools|Open Source
24353,S21,tag,2025-03-01,2025-04-01,Digital Health|Health & Wellness|Health Insurance|Healthcare|Mental Health,Consumer Health Services|Mental Health Tech
24567,S21,tag,2025-03-01,2025-04-01,AI|AI Assistant|Artificial Intelligence|Video,AIOps|API|Deep Learning|Developer Tools
24589,S21,tag,2025-03-01,2025-04-01,Advertising,Autonomous Delivery
24616,S21,tag,2025-03-01,2025-04-01,Artificial Intelligence,AI
24876,S21,tag,2025-03-01,2025-04-01,Logistics|SaaS,
24893,S21,tag,2025-03-01,2025-04-01,Artificial Intelligence,AI
25267,S22,tag,2025-03-01,2025-04-01,Finance|Marketing,
25491,W22,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
25537,W22,subindustry,2025-03-01,2025-04-01,B2B -> Infrastructure,B2B -> Analytics
25635,W22,tag,2025-03-01,2025-04-01,Artificial Intelligence,AI
25716,W22,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
25745,W22,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
25777,W22,tag,2025-03-01,2025-04-01,Artificial Intelligence|Infrastructure,AI|Computer Vision|Robotic Process Automation
25954,W22,tag,2025-03-01,2025-04-01,Artificial Intelligence|Consumer,Music
26020,W22,tag,2025-03-01,2025-04-01,,Machine Learning|Mental Health Tech|NLP|Nonprofit|Social
26072,W22,tag,2025-03-01,2025-04-01,ClimateTech|Hard Tech,Climate|Energy
26671,S22,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
26706,S22,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
26806,S22,tag,2025-03-01,2025-04-01,Augmented Reality|Medical Devices|Medical Robotics|Navigation|Robotic Surgery,
26807,S22,tag,2025-03-01,2025-04-01,Energy,Biotech|Climate|Genetic Engineering|Genomics
26898,S22,tag,2025-03-01,2025-04-01,Cloud Computing|Virtual Reality,DevSecOps|Developer Tools
27037,S22,tag,2025-03-01,2025-04-01,Artificial Intelligence,Developer Tools
27158,S22,tag,2025-03-01,2025-04-01,AI Assistant|Artificial Intelligence|Energy|Renewable Energy|Solar Power,Climate|Crypto / Web3|Marketplace
27178,S22,tag,2025-03-01,2025-04-01,Artificial Intelligence,AI
27667,W23,subindustry,2025-03-01,2025-04-01,B2B,"B2B -> Engineering, Product and Design"
27693,W23,tag,2025-03-01,2025-04-01,DevOps|Developer Tools,
27734,W23,tag,2025-03-01,2025-04-01,Artificial Intelligence|E-commerce|Recommendation System,
27839,W23,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
27852,W23,tag,2025-03-01,2025-04-01,AI Assistant|Artificial Intelligence|Customer Service|Customer Success|SaaS,
27859,W23,tag,2025-03-01,2025-04-01,Artificial Intelligence|Investing,AI Assistant|B2B|Community|Workflow Automation
27859,W23,industry,2025-03-01,2025-04-01,Consumer,B2B
27871,W23,tag,2025-03-01,2025-04-01,Artificial Intelligence,AI
27892,W23,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
27896,W23,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
27947,W23,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
27952,W23,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
28091,W23,tag,2025-03-01,2025-04-01,Analytics,AI Assistant
28114,W23,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
28127,W23,tag,2025-03-01,2025-04-01,AI Assistant|Artificial Intelligence|Fintech,AI|Investing|SaaS
28160,W23,tag,2025-03-01,2025-04-01,,Digital Health|Health Tech|Healthcare
28162,W23,tag,2025-03-01,2025-04-01,Fintech,Enterprise
28175,W23,tag,2025-03-01,2025-04-01,Compliance,
28409,W23,tag,2025-03-01,2025-04-01,AIOps|Artificial Intelligence|Developer Tools|Generative AI|Open Source,
28845,S23,tag,2025-03-01,2025-04-01,Artificial Intelligence,
28847,S23,tag,2025-03-01,2025-04-01,,AI|AI Assistant|SaaS|Sales|Sales Enablement
28867,S23,tag,2025-03-01,2025-04-01,Artificial Intelligence,AI
28882,S23,tag,2025-03-01,2025-04-01,Analytics|DevOps,Design|Design Tools
28891,S23,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
28894,S23,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
28927,S23,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
29069,S23,subindustry,2025-03-01,2025-04-01,B2B -> Supply Chain and Logistics,"B2B -> Engineering, Product and Design"
29073,S23,tag,2025-03-01,2025-04-01,Artificial Intelligence|DevOps|Developer Tools|Infrastructure,
29088,S23,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
29103,S23,tag,2025-03-01,2025-04-01,,Developer Tools
29118,S23,tag,2025-03-01,2025-04-01,Artificial Intelligence,AI
29120,S23,tag,2025-03-01,2025-04-01,Artificial Intelligence,AI
29121,S23,tag,2025-03-01,2025-04-01,Artificial Intelligence,AI
29137,S23,tag,2025-03-01,2025-04-01,,Consumer Products|E-commerce|Search
29184,W24,tag,2025-03-01,2025-04-01,AI|Automation|CRM,
29239,W24,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
29257,W24,tag,2025-03-01,2025-04-01,AI|Consumer|Gaming|Robotics,
29257,W24,industry,2025-03-01,2025-04-01,Consumer,Industrials
29287,W24,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
29317,W24,tag,2025-03-01,2025-04-01,,Generative AI|SaaS|Workflow Automation
29326,W24,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
29339,W24,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
29348,W24,tag,2025-03-01,2025-04-01,Artificial Intelligence|Healthcare,AI|Marketing|Messaging
29348,W24,industry,2025-03-01,2025-04-01,Healthcare,B2B
29355,W24,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
29360,W24,tag,2025-03-01,2025-04-01,Customer Service|Customer Support,Artificial Intelligence
29369,W24,tag,2025-03-01,2025-04-01,,Aerospace|Airplanes|Commercial Space Launch
29372,W24,tag,2025-03-01,2025-04-01,Artificial Intelligence,AI
29377,W24,tag,2025-03-01,2025-04-01,Artificial Intelligence,AI
29389,W24,tag,2025-03-01,2025-04-01,AI,Artificial Intelligence
29422,W24,tag,2025-03-01,2025-04-01,AI Assistant|Education|Recruiting|Social Media|Social Network,
29436,W24,tag,2025-03-01,2025-04-01,Artificial Intelligence,AI
29443,W24,tag,2025-03-01,2025-04-01,Artificial Intelligence,AI
29465,W24,subindustry,2025-03-01,2025-04-01,Fintech -> Banking and Exchange,B2B -> Infrastructure
29478,W24,tag,2025-03-01,2025-04-01,,AI|Logistics|SaaS|Supply Chain
29499,W24,tag,2025-03-01,2025-04-01,,Hardware|Procurement
29516,W24,tag,2025-03-01,2025-04-01,,AI Assistant|Developer Tools|ML|Open Source|Web Development
29516,W24,industry,2025-03-01,2025-04-01,Consumer,B2B
