tag,Winter 2021,Summer 2021,Winter 2022,Summer 2022,Winter 2023,Summer 2023,Winter 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026,Spring 2026,Summer 2026,Fall 2026,Winter 2027
Latin America,0.893,0.256,0.0,0.855,0.0,0.455,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Legal,0.595,0.0,0.503,0.427,0.365,1.364,1.21,2.016,1.064,3.012,1.399,0.0,2.055,0.0,0.0,0.851,2.857,0.0
LegalTech,1.19,0.512,0.754,1.282,0.73,0.909,1.21,2.823,1.064,1.807,0.699,0.602,2.74,0.0,0.0,1.277,0.0,0.0
Lending,0.893,0.767,0.754,0.427,0.0,0.0,0.403,0.806,0.0,0.0,0.0,0.602,0.0,0.503,0.0,0.0,0.0,0.0
Lidar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Live,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Livestock Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.0
Location-based,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Logistics,2.976,0.767,3.015,3.419,1.825,3.182,2.419,1.613,1.064,1.205,2.098,2.41,1.37,1.508,0.0,2.979,0.0,0.0
ML,0.0,0.512,0.503,0.427,0.0,1.364,0.403,0.806,0.0,0.0,2.098,0.0,0.0,0.503,0.513,0.851,0.0,0.0
Machine Learning,2.976,5.115,6.03,4.701,4.38,5.0,2.419,4.032,6.383,3.012,5.594,2.41,3.425,1.508,0.0,5.106,0.0,0.0
Manufacturing,0.595,1.023,2.01,1.282,0.73,1.818,1.21,4.032,2.128,3.012,6.294,2.41,2.74,0.0,0.513,6.809,5.714,0.0
Maritime,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.0
Market Research,0.298,0.512,0.251,0.0,0.365,0.455,0.0,0.403,1.064,0.602,0.699,1.205,0.685,0.0,0.0,1.277,0.0,0.0
Marketing,1.19,1.023,3.015,2.137,2.19,4.545,3.226,2.016,2.128,1.807,1.399,2.41,3.425,1.005,1.026,0.851,0.0,0.0
Marketplace,5.952,8.44,8.04,2.137,3.65,1.364,2.419,0.403,1.064,0.602,1.399,0.602,2.74,0.0,0.0,2.553,0.0,0.0
Media,0.595,0.256,0.251,0.427,1.095,0.455,0.403,1.21,2.128,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0
Medical Devices,0.595,3.069,1.759,1.282,0.0,1.364,0.403,0.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.426,0.0,0.0
Medical Robotics,0.0,0.256,0.0,0.427,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mental Health,0.0,0.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.426,0.0,0.0
Mental Health Tech,0.893,1.79,1.508,0.427,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Messaging,0.0,0.512,0.251,1.282,0.0,0.0,0.0,0.403,1.064,0.0,0.0,0.0,0.0,0.0,0.513,0.0,0.0,0.0
Metaverse,0.0,0.0,0.251,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microfluidics,0.0,0.256,0.0,0.0,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microinsurance,0.298,0.0,0.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mining,0.0,0.0,0.503,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mobility,0.595,0.0,0.251,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monitoring,0.298,0.0,0.0,0.0,0.73,0.455,0.806,0.403,0.0,0.0,0.699,0.0,0.685,0.0,0.0,0.851,0.0,0.0
Music,0.298,0.0,0.503,0.0,0.0,0.0,0.806,0.0,0.0,0.0,0.0,0.0,0.685,0.0,0.0,0.0,0.0,0.0
NFT,0.0,0.0,0.503,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLP,0.595,0.256,0.503,0.855,0.365,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.685,0.0,0.0,0.0,0.0,0.0
Nanomedicine,0.298,0.0,0.0,0.0,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nanosensors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nanotechnology,0.0,0.0,0.0,0.427,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navigation,0.0,0.0,0.0,0.427,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neobank,1.19,0.767,3.769,2.991,1.095,1.364,0.806,0.403,0.0,0.602,0.699,0.602,1.37,0.0,0.513,0.0,0.0,0.0
Networks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.0
Neurotechnology,0.595,0.256,0.754,0.0,0.0,0.0,0.403,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Next-gen Network Security,0.0,0.0,0.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No-code,0.298,1.279,0.503,1.709,1.095,0.455,1.21,0.403,2.128,0.0,0.0,0.602,2.74,0.0,0.0,0.0,0.0,0.0
Nonprofit,0.595,0.0,0.251,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Note-taking,0.298,0.0,0.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.0
Oncology,0.298,0.256,0.251,1.282,0.73,0.0,1.613,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.851,0.0,0.0
Open Source,3.869,2.046,2.764,5.556,7.664,5.0,4.839,2.823,0.0,4.217,3.497,3.614,2.055,0.0,1.026,3.404,0.0,0.0
Operations,0.595,0.767,0.503,0.427,1.095,0.455,1.613,2.823,1.064,0.602,2.098,0.602,2.055,1.508,0.0,0.426,0.0,0.0
Payments,2.679,3.581,4.523,6.41,4.745,3.182,1.613,1.613,1.064,1.205,0.0,0.602,0.685,0.503,0.513,0.0,0.0,0.0
Payroll,0.0,0.512,0.251,0.427,0.73,0.909,0.403,0.403,0.0,0.0,0.0,0.0,0.0,0.503,0.0,0.0,0.0,0.0
Pediatrics,0.0,0.0,0.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Personalization,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,1.277,0.0,0.0
Podcasts,0.0,0.256,0.0,0.427,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Primary Care,0.0,0.767,0.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Privacy,0.595,0.256,0.754,0.0,0.365,0.455,0.0,0.806,0.0,0.0,0.699,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Procurement,0.595,0.256,0.0,0.0,0.0,0.455,0.403,0.403,1.064,0.0,0.0,0.602,0.0,0.0,0.0,0.851,0.0,0.0
Productivity,2.381,3.069,3.015,5.983,4.745,2.727,4.032,4.435,2.128,1.205,3.497,5.422,2.74,0.0,1.538,1.277,2.857,0.0
Proptech,2.083,2.046,3.518,2.991,2.555,1.364,1.21,1.613,1.064,0.602,0.0,0.602,1.37,0.0,0.0,0.0,0.0,0.0
Quantum Computing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Radar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Real Estate,1.19,0.512,2.261,3.419,1.46,1.364,0.806,2.016,1.064,0.602,0.699,1.205,0.685,0.503,0.0,1.702,0.0,0.0
Recommendation System,0.0,0.0,0.251,0.0,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recruiting,2.083,1.535,0.503,0.855,0.0,1.364,0.806,0.0,1.064,1.807,0.0,0.602,0.685,0.0,0.513,0.851,2.857,0.0
Regtech,0.0,0.512,0.754,0.855,0.73,0.909,0.403,0.403,1.064,0.602,0.0,0.0,0.0,0.503,0.0,0.426,0.0,0.0
Reinforcement Learning,0.0,0.0,0.0,0.0,0.73,0.0,1.21,0.403,1.064,2.41,3.497,2.41,2.055,2.01,0.0,5.957,0.0,0.0
Remittances,0.0,0.0,0.251,0.0,0.0,0.455,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remote,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remote Work,0.595,0.767,0.251,0.0,0.365,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.503,0.0,0.0,0.0,0.0
Renewable Energy,0.298,0.256,0.251,0.427,0.73,0.455,0.403,0.403,0.0,0.602,0.0,0.0,0.0,0.503,0.0,0.851,0.0,0.0
Restaurant Tech,0.298,0.256,0.0,0.0,0.365,0.455,0.403,0.0,0.0,0.0,0.0,0.602,0.685,0.0,0.0,0.851,0.0,0.0
Retail,0.298,0.767,0.251,0.855,1.825,1.364,0.403,0.806,0.0,0.0,1.399,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Retail Tech,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.403,2.128,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reviews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ridesharing,0.0,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robotic Process Automation,1.19,0.256,0.251,0.855,0.73,1.364,0.0,1.21,0.0,1.205,0.699,0.602,0.685,0.503,0.513,1.702,0.0,0.0
Robotic Surgery,0.0,0.0,0.0,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robotics,2.679,0.767,1.256,1.282,0.365,0.0,2.419,3.629,1.064,3.012,6.294,3.012,6.164,1.508,2.564,11.915,8.571,0.0
Rocketry,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.685,0.0,0.0,0.0,0.0,0.0
SEO,0.0,0.256,0.251,0.0,0.0,0.0,0.0,0.0,1.064,0.0,0.0,0.0,0.0,0.0,0.513,0.0,0.0,0.0
SMB,0.298,0.0,0.251,0.0,0.365,0.455,1.21,0.0,0.0,0.0,0.0,0.0,0.685,0.0,0.0,0.426,0.0,0.0
SMS,0.0,0.0,0.251,0.0,0.0,0.455,0.0,0.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaaS,27.976,30.691,26.633,29.06,31.387,19.545,12.5,16.129,17.021,15.663,9.79,10.241,7.534,2.513,3.077,10.213,5.714,0.0
Sales,1.488,1.79,3.266,5.556,3.65,4.545,4.839,1.613,2.128,5.422,3.497,1.807,1.37,0.0,0.0,1.702,0.0,0.0
Sales Enablement,0.298,1.023,1.256,1.709,1.095,0.909,1.21,0.403,0.0,2.41,0.699,1.205,0.0,0.0,0.513,0.851,0.0,0.0
Satellites,1.19,0.256,0.754,0.855,0.365,0.455,0.806,0.403,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.426,2.857,0.0
Scheduling,0.595,0.0,0.0,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503,0.0,0.0,0.0,0.0
Search,0.0,0.256,0.754,0.855,0.0,1.364,2.016,0.403,1.064,0.0,0.0,1.205,0.0,0.0,0.0,0.0,0.0,0.0
Security,1.488,1.79,2.513,1.709,1.46,1.364,2.419,1.21,1.064,0.0,2.797,1.807,1.37,0.0,0.513,2.553,0.0,0.0
Self-Driving Vehicles,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Semiconductors,0.0,0.0,0.0,0.0,0.0,0.909,0.403,1.613,0.0,0.602,0.699,0.0,0.0,0.503,0.513,2.979,2.857,0.0
Skincare,0.0,0.0,0.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Sleep Tech,0.298,0.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smart Home Assistants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.0,0.0,0.0,0.0,0.0
Smart Waste Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Social,0.595,0.256,1.508,0.855,0.365,0.0,0.403,0.0,0.0,1.205,1.399,0.0,1.37,0.0,1.026,0.0,2.857,0.0
Social Media,0.893,0.0,0.0,0.0,0.365,0.0,1.21,1.613,3.191,0.0,0.699,0.0,2.055,0.0,0.0,0.0,0.0,0.0
Social Network,0.298,0.256,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.699,0.0,0.685,0.0,0.0,0.0,0.0,0.0
Solar Power,0.0,0.512,0.754,0.855,0.73,0.0,0.403,0.403,0.0,0.602,0.0,0.0,0.0,0.503,0.0,0.0,0.0,0.0
Space Exploration,0.595,1.023,0.251,0.427,0.0,0.0,0.0,0.403,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.851,2.857,0.0
Speech Recognition,0.0,0.256,0.503,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.0
Sports Tech,0.595,0.0,0.0,0.855,0.0,0.0,0.403,0.0,0.0,0.602,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0
Stocks,0.0,0.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513,0.851,0.0,0.0
Subscriptions,2.679,1.023,1.256,0.427,0.73,0.455,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Supply Chain,1.786,1.023,1.508,2.137,0.73,2.273,1.613,4.032,1.064,0.602,1.399,4.217,0.0,0.503,0.0,3.404,0.0,0.0
Sustainability,0.0,0.767,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.851,0.0,0.0
Sustainable Fashion,0.298,0.256,0.0,0.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sustainable Tourism,0.0,0.0,0.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swarm Robotics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.277,0.0,0.0
Synthetic Biology,0.0,1.023,0.503,1.282,0.73,0.455,1.21,2.016,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.851,0.0,0.0
Talent Acquisition,0.0,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857,0.0
Team Collaboration,0.298,0.0,0.0,0.0,0.0,0.455,0.403,0.0,0.0,0.602,1.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telecommunications,0.893,0.512,0.0,0.427,0.365,0.455,1.21,0.0,1.064,1.205,0.0,0.0,0.0,0.0,0.513,0.426,0.0,0.0
Telehealth,0.595,1.279,0.754,1.282,0.365,0.455,0.403,0.0,0.0,0.0,0.699,0.0,0.685,0.0,0.0,0.426,0.0,0.0
Telemedicine,1.488,1.279,1.508,0.0,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Therapeutics,0.298,1.535,1.005,2.991,0.73,0.455,2.016,0.806,0.0,0.602,0.0,0.0,0.0,0.0,0.513,0.426,0.0,0.0
Time Series,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Trading,0.298,0.512,0.503,0.0,0.365,0.0,0.0,0.0,1.064,0.602,0.699,0.0,0.0,0.503,1.026,1.702,0.0,0.0
Transportation,0.0,0.512,0.754,0.855,0.73,0.455,0.0,0.403,1.064,0.602,0.699,0.0,0.685,0.0,0.0,0.0,0.0,0.0
Travel,0.893,0.512,1.005,0.0,0.0,0.909,1.21,1.21,1.064,0.602,0.0,0.602,0.0,0.0,0.0,0.426,0.0,0.0
Trust & Safety,0.0,0.0,0.251,0.0,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513,0.0,0.0,0.0
Unmanned Vehicle,0.0,0.0,0.0,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Vaccines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Video,1.19,1.023,0.754,1.282,1.825,1.364,2.823,1.21,3.191,0.0,0.0,2.41,2.74,0.0,0.0,0.426,0.0,0.0
Virtual Reality,0.298,0.256,1.005,0.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Warehouse Management Tech,0.595,0.512,0.503,0.0,0.365,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Weather,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Web Development,0.595,0.512,0.251,0.427,0.365,1.818,0.403,0.403,0.0,0.602,0.699,0.602,0.685,0.0,0.513,0.0,0.0,0.0
Women's Health,0.0,1.023,0.251,0.0,0.365,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.0,0.0,0.0,0.0,0.0
Workflow Automation,0.893,0.512,0.503,2.137,1.825,2.273,4.032,3.629,2.128,2.41,0.699,3.012,2.055,0.0,0.0,4.681,0.0,100.0
eLearning,3.571,2.046,1.005,0.427,0.73,0.455,0.0,0.403,0.0,0.602,0.0,0.602,0.0,0.0,0.0,0.426,0.0,0.0
eSports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
