label_type,label,era,edition_label,edition_order,request_title,mentions,in_title
tag,Enterprise Software,consolidated,April 2020,20201,Enterprise Software,4,True
tag,Enterprise Software,consolidated,undated version first captured 2022-03-02,20220,Enterprise Software,4,True
tag,Enterprise Software,consolidated,undated version first captured 2022-07-01,20222,Enterprise Software,4,True
tag,Enterprise Software,seasonal,Summer 2024,20242,AI to build enterprise software,5,True
tag,Enterprise Software,seasonal,Summer 2024,20242,Better enterprise glue,2,False
tag,Enterprise Software,seasonal,Fall 2025,20253,AI Native Enterprise Software,4,True
tag,Enterprise Software,seasonal,Summer 2026,20262,Dynamic Software Interfaces,1,False
tag,Entertainment,consolidated,March 2018,20180,Brick and Mortar 2.0,1,False
tag,Entertainment,consolidated,April 2020,20201,Brick and Mortar 2.0,1,False
tag,Entertainment,consolidated,undated version first captured 2022-03-02,20220,Brick and Mortar 2.0,1,False
tag,Entertainment,consolidated,undated version first captured 2022-07-01,20222,Brick and Mortar 2.0,1,False
tag,Entertainment,seasonal,Fall 2025,20253,Video Generation as a Primitive,1,False
tag,Feedback,seasonal,Summer 2024,20242,Commercial open source companies,1,False
tag,Feedback,seasonal,Fall 2025,20253,Retraining Workers for the AI Economy,1,False
tag,Feedback,seasonal,Spring 2026,20261,Cursor for Product Managers,2,False
tag,Finance,seasonal,Summer 2024,20242,Stablecoin finance,4,True
tag,Finance,seasonal,Winter 2025,20250,Stablecoins 2.0,1,False
tag,Finance,seasonal,Summer 2025,20252,AI for Personal Finance,2,True
tag,Finance,seasonal,Spring 2026,20261,Stablecoin Financial Services,1,False
tag,Finance,seasonal,Fall 2026,20263,AI-Native Compliance Infrastructure,1,False
tag,Finance,seasonal,Fall 2026,20263,Proving You're Human,1,False
tag,Fintech,seasonal,Summer 2024,20242,Climate tech,1,False
tag,Fintech,seasonal,Winter 2025,20250,Fintech 2.0,3,True
tag,Food,essays,RFS 10,20140,Breakthrough Technologies,3,False
tag,Food,consolidated,March 2014,20140,Energy,1,False
tag,Food,consolidated,March 2014,20140,Food & Water,2,True
tag,Food,consolidated,July 2014,20142,Energy,1,False
tag,Food,consolidated,July 2014,20142,Food & Water,2,True
tag,Food,consolidated,September 2014,20142,Energy,1,False
tag,Food,consolidated,September 2014,20142,Food & Water,2,True
tag,Food,consolidated,August 2015,20152,Energy,1,False
tag,Food,consolidated,September 2016,20162,Energy,1,False
tag,Food,consolidated,September 2016,20162,Food and Farming:,2,True
tag,Food,consolidated,March 2018,20180,Bio,1,False
tag,Food,consolidated,March 2018,20180,Cellular Agriculture and Clean Meat,1,False
tag,Food,consolidated,March 2018,20180,Energy,1,False
tag,Food,consolidated,March 2018,20180,Government 2.0,1,False
tag,Food,consolidated,April 2020,20201,Bio,1,False
tag,Food,consolidated,April 2020,20201,Cellular Agriculture and Clean Meat,1,False
tag,Food,consolidated,April 2020,20201,Energy,1,False
tag,Food,consolidated,April 2020,20201,Government 2.0,1,False
tag,Food,consolidated,undated version first captured 2022-03-02,20220,Bio,1,False
tag,Food,consolidated,undated version first captured 2022-03-02,20220,Cellular Agriculture and Clean Meat,1,False
tag,Food,consolidated,undated version first captured 2022-03-02,20220,Energy,1,False
tag,Food,consolidated,undated version first captured 2022-03-02,20220,Government 2.0,1,False
tag,Food,consolidated,undated version first captured 2022-07-01,20222,Bio,1,False
tag,Food,consolidated,undated version first captured 2022-07-01,20222,Cellular Agriculture and Clean Meat,1,False
tag,Food,consolidated,undated version first captured 2022-07-01,20222,Energy,1,False
tag,Food,consolidated,undated version first captured 2022-07-01,20222,Government 2.0,1,False
tag,Food,seasonal,Summer 2026,20262,AI for Low-Pesticide Agriculture,3,False
tag,Fraud Detection,consolidated,August 2015,20152,A.I.,1,False
tag,Fraud Detection,consolidated,September 2016,20162,A.I.,1,False
tag,Fraud Detection,consolidated,March 2018,20180,A.I.,1,False
tag,Fraud Detection,consolidated,April 2020,20201,A.I.,1,False
tag,Fraud Detection,consolidated,undated version first captured 2022-03-02,20220,A.I.,1,False
tag,Fraud Detection,consolidated,undated version first captured 2022-07-01,20222,A.I.,1,False
tag,Gaming,seasonal,Summer 2024,20242,Spatial computing,1,False
tag,Gaming,seasonal,Fall 2025,20253,Video Generation as a Primitive,1,False
tag,Grocery,consolidated,March 2018,20180,Cleaner Commodities,1,False
tag,Hardware,essays,RFS 5,20090,Development on Handhelds,1,False
tag,Hardware,consolidated,March 2018,20180,Healthcare,1,False
tag,Hardware,consolidated,April 2020,20201,Healthcare,1,False
tag,Hardware,consolidated,undated version first captured 2022-03-02,20220,Healthcare,1,False
tag,Hardware,consolidated,undated version first captured 2022-07-01,20222,Healthcare,1,False
tag,Hardware,seasonal,Summer 2024,20242,A way to end cancer,1,False
tag,Hardware,seasonal,Summer 2024,20242,Small fine-tuned models as an alternative to giant generic ones,1,False
tag,Hardware,seasonal,Spring 2025,20251,AI Coding Agents for Hardware-Optimized Code,6,True
tag,Hardware,seasonal,Spring 2025,20251,Startup Founders with Systems Programming Expertise,2,False
tag,Hardware,seasonal,Spring 2026,20261,AI Guidance for Physical Work,1,False
tag,Hardware,seasonal,Summer 2026,20262,Hardware Supply Chain,7,True
tag,Hardware,seasonal,Summer 2026,20262,Inference Chips for Agent Workflows,1,False
tag,Hardware,seasonal,Fall 2026,20263,The Future of American Defense,1,False
tag,Healthcare,essays,RFS 10,20140,Breakthrough Technologies,6,False
tag,Healthcare,consolidated,March 2014,20140,Healthcare,6,True
tag,Healthcare,consolidated,July 2014,20142,Healthcare,6,True
tag,Healthcare,consolidated,September 2014,20142,Healthcare,6,True
tag,Healthcare,consolidated,August 2015,20152,Healthcare,6,True
tag,Healthcare,consolidated,September 2016,20162,Healthcare,6,True
tag,Healthcare,consolidated,September 2016,20162,Future of Work:,1,False
tag,Healthcare,consolidated,March 2018,20180,Bio,1,False
tag,Healthcare,consolidated,March 2018,20180,Future of Work:,1,False
tag,Healthcare,consolidated,March 2018,20180,Healthcare,6,True
tag,Healthcare,consolidated,March 2018,20180,Longevity and Anti-aging,1,False
tag,Healthcare,consolidated,March 2018,20180,Government 2.0,1,False
tag,Healthcare,consolidated,April 2020,20201,Bio,1,False
tag,Healthcare,consolidated,April 2020,20201,Future of Work:,1,False
tag,Healthcare,consolidated,April 2020,20201,Government 2.0,1,False
tag,Healthcare,consolidated,April 2020,20201,Healthcare,6,True
tag,Healthcare,consolidated,undated version first captured 2022-03-02,20220,Bio,1,False
tag,Healthcare,consolidated,undated version first captured 2022-03-02,20220,Future of Work:,1,False
tag,Healthcare,consolidated,undated version first captured 2022-03-02,20220,Government 2.0,1,False
tag,Healthcare,consolidated,undated version first captured 2022-03-02,20220,Healthcare,6,True
tag,Healthcare,consolidated,undated version first captured 2022-07-01,20222,Bio,1,False
tag,Healthcare,consolidated,undated version first captured 2022-07-01,20222,Future of Work:,1,False
tag,Healthcare,consolidated,undated version first captured 2022-07-01,20222,Government 2.0,1,False
tag,Healthcare,consolidated,undated version first captured 2022-07-01,20222,Healthcare,6,True
tag,Healthcare,seasonal,Summer 2024,20242,A way to end cancer,1,False
tag,Healthcare,seasonal,Summer 2024,20242,Eliminating middlemen in healthcare,2,True
tag,Healthcare,seasonal,Summer 2024,20242,Foundation models for biological systems,1,False
tag,Healthcare,seasonal,Summer 2024,20242,The Managed Service Organization model for healthcare,3,True
tag,Healthcare,seasonal,Summer 2025,20252,Healthcare AI,5,True
tag,Healthcare,seasonal,Spring 2026,20261,AI Guidance for Physical Work,1,False
tag,Healthcare,seasonal,Summer 2026,20262,AI-Native Service Companies,1,False
tag,Housing,essays,RFS 10,20140,Breakthrough Technologies,2,False
tag,Housing,consolidated,March 2014,20140,Transportation & Housing,2,True
tag,Housing,consolidated,July 2014,20142,Transportation & Housing,2,True
tag,Housing,consolidated,September 2014,20142,Transportation & Housing,2,True
tag,Housing,consolidated,August 2015,20152,Transportation & Housing,2,True
tag,Housing,consolidated,August 2015,20152,Underserved Communities,1,False
tag,Housing,consolidated,September 2016,20162,Transportation & Housing,2,True
tag,Housing,consolidated,September 2016,20162,Underserved Communities and Social Services,1,False
tag,Housing,consolidated,March 2018,20180,Transportation & Housing,2,True
tag,Housing,consolidated,March 2018,20180,Underserved Communities and Social Services,1,False
tag,Housing,consolidated,March 2018,20180,Government 2.0,1,False
tag,Housing,consolidated,April 2020,20201,Government 2.0,1,False
tag,Housing,consolidated,April 2020,20201,Transportation and Housing,2,True
tag,Housing,consolidated,April 2020,20201,Underserved Communities and Social Services,1,False
tag,Housing,consolidated,undated version first captured 2022-03-02,20220,Government 2.0,1,False
tag,Housing,consolidated,undated version first captured 2022-03-02,20220,Transportation and Housing,2,True
tag,Housing,consolidated,undated version first captured 2022-03-02,20220,Underserved Communities and Social Services,1,False
tag,Housing,consolidated,undated version first captured 2022-07-01,20222,Government 2.0,1,False
tag,Housing,consolidated,undated version first captured 2022-07-01,20222,Transportation and Housing,2,True
tag,Housing,consolidated,undated version first captured 2022-07-01,20222,Underserved Communities and Social Services,1,False
tag,Human Resources,consolidated,July 2014,20142,One Million Jobs,1,False
tag,Human Resources,consolidated,September 2014,20142,One Million Jobs,1,False
tag,Human Resources,consolidated,August 2015,20152,One Million Jobs,1,False
tag,Human Resources,consolidated,September 2016,20162,One Million Jobs,1,False
tag,Human Resources,consolidated,March 2018,20180,One Million Jobs,1,False
tag,Human Resources,consolidated,April 2020,20201,One Million Jobs,1,False
tag,Human Resources,consolidated,undated version first captured 2022-03-02,20220,One Million Jobs,1,False
tag,Human Resources,consolidated,undated version first captured 2022-07-01,20222,One Million Jobs,1,False
tag,India,consolidated,September 2014,20142,Developing Countries,1,False
tag,India,seasonal,Fall 2026,20263,The Best Time to Build in Crypto,1,False
tag,Industrial,consolidated,March 2018,20180,Cleaner Commodities,1,False
tag,Industrial,seasonal,Summer 2024,20242,Applying machine learning to robotics,1,False
tag,Industrial,seasonal,Summer 2024,20242,Bring manufacturing back to America,3,False
tag,Industrial,seasonal,Winter 2025,20250,Manufacture in the USA,3,False
tag,Industrial,seasonal,Summer 2025,20252,Software Tools To Make Robots,1,False
tag,Industrial,seasonal,Spring 2026,20261,Modern Metal Mills,1,False
tag,Industrial,seasonal,Summer 2026,20262,Industrial Capabilities in Space,2,True
tag,Industrial,seasonal,Summer 2026,20262,SaaS Challengers,1,False
tag,Infrastructure,essays,RFS 4,20090,New Ways to Use Live Video,5,False
tag,Infrastructure,essays,RFS 10,20140,Breakthrough Technologies,2,False
tag,Infrastructure,consolidated,March 2014,20140,Internet Infrastructure,2,True
tag,Infrastructure,consolidated,July 2014,20142,Internet Infrastructure,2,True
tag,Infrastructure,consolidated,September 2014,20142,Developing Countries,1,False
tag,Infrastructure,consolidated,September 2014,20142,Internet Infrastructure,2,True
tag,Infrastructure,consolidated,September 2014,20142,Programming Tools,1,False
tag,Infrastructure,consolidated,August 2015,20152,Global Infrastructure,4,True
tag,Infrastructure,consolidated,August 2015,20152,Internet Infrastructure,2,True
tag,Infrastructure,consolidated,August 2015,20152,Programming Tools,1,False
tag,Infrastructure,consolidated,September 2016,20162,Programming Tools,1,False
tag,Infrastructure,consolidated,March 2018,20180,Programming Tools,1,False
tag,Infrastructure,consolidated,March 2018,20180,Response to COVID-19,1,False
tag,Infrastructure,consolidated,April 2020,20201,Response to COVID-19,1,False
tag,Infrastructure,consolidated,undated version first captured 2022-03-02,20220,Response to COVID-19,1,False
tag,Infrastructure,seasonal,Winter 2025,20250,Fintech 2.0,1,False
tag,Infrastructure,seasonal,Spring 2025,20251,A Secure AI App Store,1,False
tag,Infrastructure,seasonal,Spring 2025,20251,Datacenters,2,False
tag,Infrastructure,seasonal,Spring 2025,20251,Inference AI Infrastructure in the World of Test-Time Compute,2,True
tag,Infrastructure,seasonal,Spring 2025,20251,Startup Founders with Systems Programming Expertise,1,False
tag,Infrastructure,seasonal,Summer 2025,20252,Healthcare AI,1,False
tag,Infrastructure,seasonal,Summer 2025,20252,Internal Agent Builder,3,False
tag,Infrastructure,seasonal,Fall 2025,20253,Infrastructure for Multi-Agent Systems,1,True
tag,Infrastructure,seasonal,Fall 2025,20253,Retraining Workers for the AI Economy,2,False
tag,Infrastructure,seasonal,Fall 2025,20253,"The First 10-person, $100B Company",1,False
tag,Infrastructure,seasonal,Fall 2025,20253,Video Generation as a Primitive,1,False
tag,Infrastructure,seasonal,Spring 2026,20261,Stablecoin Financial Services,2,False
tag,Infrastructure,seasonal,Fall 2026,20263,AI-Native Compliance Infrastructure,4,True
tag,Infrastructure,seasonal,Fall 2026,20263,Self-Maintaining APIs,1,False
tag,Infrastructure,seasonal,Fall 2026,20263,The Best Time to Build in Crypto,1,False
tag,Insurance,seasonal,Summer 2024,20242,Eliminating middlemen in healthcare,1,False
tag,Insurance,seasonal,Summer 2024,20242,LLMs for manual back office processes in legacy enterprises,1,False
tag,Insurance,seasonal,Winter 2025,20250,Fintech 2.0,1,False
tag,Insurance,seasonal,Spring 2025,20251,DocuSign 2.0,1,False
tag,Insurance,seasonal,Summer 2026,20262,AI-Native Service Companies,1,False
tag,International,seasonal,Winter 2025,20250,Fintech 2.0,1,False
tag,Investing,consolidated,September 2014,20142,Financial Services,1,False
tag,Investing,consolidated,August 2015,20152,Financial Services,1,False
tag,Investing,seasonal,Summer 2024,20242,The Managed Service Organization model for healthcare,1,False
tag,Kids,seasonal,Fall 2025,20253,Video Generation as a Primitive,1,False
tag,Latin America,seasonal,Fall 2026,20263,The Best Time to Build in Crypto,1,False
tag,Legal,essays,RFS 1,20090,The Future of Journalism,1,False
tag,Legal,essays,RFS 2,20090,New Paths Through Product Space,1,False
tag,Legal,essays,RFS 4,20090,New Ways to Use Live Video,1,False
tag,Legal,essays,RFS 3,20090,Things Built on Twitter,1,False
tag,Legal,essays,RFS 5,20090,Development on Handhelds,1,False
tag,Legal,essays,RFS 6,20100,iPad Applications,1,False
tag,Legal,essays,RFS 7,20100,Applications of Facebook Instant Personalization,1,False
tag,Legal,essays,RFS 8,20110,Ephemeralization Apps,1,False
tag,Legal,essays,RFS 9,20120,Kill Hollywood,1,False
tag,Legal,essays,RFS 10,20140,Breakthrough Technologies,1,False
tag,Legal,consolidated,March 2018,20180,A.I.,1,False
tag,Legal,consolidated,April 2020,20201,A.I.,1,False
tag,Legal,consolidated,undated version first captured 2022-03-02,20220,A.I.,1,False
tag,Legal,consolidated,undated version first captured 2022-07-01,20222,A.I.,1,False
tag,Legal,seasonal,Summer 2025,20252,Full-stack AI Companies,1,False
tag,Legal,seasonal,Fall 2025,20253,Using LLMs Instead of Government Consulting,1,False
tag,Legal,seasonal,Spring 2026,20261,AI-Native Agencies,1,False
tag,Legal,seasonal,Fall 2026,20263,AI-Native Compliance Infrastructure,1,False
tag,Live,essays,RFS 4,20090,New Ways to Use Live Video,8,True
tag,Live,essays,RFS 10,20140,Breakthrough Technologies,1,False
tag,Live,consolidated,March 2014,20140,Transportation & Housing,1,False
tag,Live,consolidated,July 2014,20142,Transportation & Housing,1,False
tag,Live,consolidated,September 2014,20142,Human Augmentation,1,False
tag,Live,consolidated,September 2014,20142,Transportation & Housing,1,False
tag,Live,consolidated,August 2015,20152,Human Augmentation,1,False
tag,Live,consolidated,August 2015,20152,Transportation & Housing,1,False
tag,Live,consolidated,August 2015,20152,Cities of the Future,1,False
tag,Live,consolidated,September 2016,20162,Human Augmentation,1,False
tag,Live,consolidated,September 2016,20162,Transportation & Housing,1,False
tag,Live,consolidated,March 2018,20180,Longevity and Anti-aging,1,False
tag,Live,consolidated,March 2018,20180,Transportation & Housing,1,False
tag,Live,consolidated,April 2020,20201,Transportation and Housing,1,False
tag,Live,consolidated,undated version first captured 2022-03-02,20220,Transportation and Housing,1,False
tag,Live,consolidated,undated version first captured 2022-07-01,20222,Transportation and Housing,1,False
tag,Live,seasonal,Summer 2024,20242,Stablecoin finance,1,False
tag,Live,seasonal,Fall 2026,20263,Multiplayer AI,1,False
tag,Logistics,seasonal,Summer 2026,20262,Hardware Supply Chain,1,False
tag,Logistics,seasonal,Fall 2026,20263,Data for the Real World,1,False
tag,Logistics,seasonal,Fall 2026,20263,The Future of American Defense,1,False
tag,ML,seasonal,Summer 2024,20242,Bring manufacturing back to America,1,False
tag,ML,seasonal,Summer 2024,20242,Using machine learning to simulate the physical world,2,False
tag,ML,seasonal,Winter 2025,20250,Manufacture in the USA,1,False
tag,ML,seasonal,Spring 2026,20261,Make LLMs Easy to Train,1,False
tag,Machine Learning,seasonal,Summer 2024,20242,Applying machine learning to robotics,1,True
tag,Machine Learning,seasonal,Summer 2024,20242,Using machine learning to simulate the physical world,1,True
tag,Manufacturing,consolidated,March 2018,20180,A.I.,1,False
tag,Manufacturing,consolidated,March 2018,20180,Bio,1,False
tag,Manufacturing,consolidated,March 2018,20180,Healthcare,1,False
tag,Manufacturing,consolidated,April 2020,20201,A.I.,1,False
tag,Manufacturing,consolidated,April 2020,20201,Bio,1,False
tag,Manufacturing,consolidated,April 2020,20201,Healthcare,1,False
tag,Manufacturing,consolidated,undated version first captured 2022-03-02,20220,A.I.,1,False
tag,Manufacturing,consolidated,undated version first captured 2022-03-02,20220,Bio,1,False
tag,Manufacturing,consolidated,undated version first captured 2022-03-02,20220,Healthcare,1,False
tag,Manufacturing,consolidated,undated version first captured 2022-07-01,20222,A.I.,1,False
tag,Manufacturing,consolidated,undated version first captured 2022-07-01,20222,Bio,1,False
tag,Manufacturing,consolidated,undated version first captured 2022-07-01,20222,Healthcare,1,False
tag,Manufacturing,seasonal,Summer 2024,20242,Bring manufacturing back to America,5,True
tag,Manufacturing,seasonal,Winter 2025,20250,Manufacture in the USA,3,False
tag,Manufacturing,seasonal,Spring 2026,20261,AI Guidance for Physical Work,1,False
tag,Manufacturing,seasonal,Summer 2026,20262,Hardware Supply Chain,1,False
tag,Manufacturing,seasonal,Fall 2026,20263,The Future of American Defense,1,False
tag,Marketing,seasonal,Summer 2024,20242,A way to end cancer,1,False
tag,Marketplace,seasonal,Spring 2025,20251,A Secure AI App Store,1,False
tag,Media,essays,RFS 1,20090,The Future of Journalism,2,False
tag,Media,essays,RFS 9,20120,Kill Hollywood,1,False
tag,Media,consolidated,September 2016,20162,Mass Media:,4,True
tag,Media,consolidated,September 2016,20162,News:,1,False
tag,Media,seasonal,Fall 2025,20253,Video Generation as a Primitive,1,False
tag,Medical Devices,consolidated,September 2014,20142,Healthcare,1,False
tag,Medical Devices,consolidated,August 2015,20152,Healthcare,1,False
tag,Medical Devices,consolidated,September 2016,20162,Healthcare,1,False
tag,Medical Devices,consolidated,March 2018,20180,Healthcare,2,False
tag,Medical Devices,consolidated,April 2020,20201,Healthcare,2,False
tag,Medical Devices,consolidated,undated version first captured 2022-03-02,20220,Healthcare,2,False
tag,Medical Devices,consolidated,undated version first captured 2022-07-01,20222,Healthcare,2,False
tag,Medical Devices,seasonal,Summer 2026,20262,Hardware Supply Chain,1,False
tag,Mental Health,seasonal,Summer 2024,20242,The Managed Service Organization model for healthcare,1,False
tag,Messaging,essays,RFS 3,20090,Things Built on Twitter,1,False
tag,Mining,essays,RFS 1,20090,The Future of Journalism,1,False
tag,Mining,seasonal,Winter 2025,20250,LLMs for chip design,1,False
tag,Mining,seasonal,Summer 2025,20252,AI for Scientific Advancement,1,False
tag,Mobility,consolidated,March 2018,20180,Education,1,False
tag,Mobility,consolidated,April 2020,20201,Education,1,False
tag,Mobility,consolidated,undated version first captured 2022-03-02,20220,Education,1,False
tag,Mobility,consolidated,undated version first captured 2022-07-01,20222,Education,1,False
tag,Monitoring,consolidated,March 2018,20180,Healthcare,1,False
tag,Monitoring,consolidated,March 2018,20180,Response to COVID-19,1,False
tag,Monitoring,consolidated,April 2020,20201,Healthcare,1,False
tag,Monitoring,consolidated,April 2020,20201,Response to COVID-19,1,False
tag,Monitoring,consolidated,undated version first captured 2022-03-02,20220,Healthcare,1,False
tag,Monitoring,consolidated,undated version first captured 2022-03-02,20220,Response to COVID-19,1,False
tag,Monitoring,consolidated,undated version first captured 2022-07-01,20222,Healthcare,1,False
tag,Monitoring,seasonal,Summer 2024,20242,LLMs for manual back office processes in legacy enterprises,1,False
tag,Monitoring,seasonal,Summer 2026,20262,Supply Chain 2.0 for Semiconductors,1,False
tag,Monitoring,seasonal,Fall 2026,20263,AI for the Aging Population,1,False
tag,Monitoring,seasonal,Fall 2026,20263,AI-Native Compliance Infrastructure,1,False
tag,Music,seasonal,Summer 2024,20242,Stablecoin finance,1,False
tag,Networks,seasonal,Summer 2026,20262,Hardware Supply Chain,1,False
tag,Networks,seasonal,Fall 2026,20263,The Best Time to Build in Crypto,1,False
tag,Open Source,seasonal,Summer 2024,20242,Commercial open source companies,6,True
tag,Open Source,seasonal,Spring 2025,20251,AI Commercial Open Source Software (AICOSS),7,True
tag,Open Source,seasonal,Spring 2025,20251,Startup Founders with Systems Programming Expertise,1,False
tag,Operations,seasonal,Summer 2024,20242,Stablecoin finance,1,False
tag,Operations,seasonal,Winter 2025,20250,Public safety technology,1,False
tag,Operations,seasonal,Spring 2025,20251,The Future of Software Engineering,1,False
tag,Operations,seasonal,Summer 2025,20252,AI for Scientific Advancement,1,False
tag,Operations,seasonal,Spring 2026,20261,Large Spatial Models,1,False
tag,Operations,seasonal,Fall 2026,20263,AI-Native Compliance Infrastructure,1,False
tag,Operations,seasonal,Fall 2026,20263,New Operating Systems for the Physical World,1,False
tag,Payments,consolidated,September 2014,20142,Developing Countries,1,False
tag,Payments,seasonal,Summer 2024,20242,Stablecoin finance,1,False
tag,Payments,seasonal,Winter 2025,20250,Fintech 2.0,1,False
tag,Payments,seasonal,Spring 2025,20251,A Secure AI App Store,1,False
tag,Payments,seasonal,Spring 2026,20261,Infra for Government Fraud Hunters,1,False
tag,Payments,seasonal,Fall 2026,20263,The Best Time to Build in Crypto,1,False
tag,Personalization,essays,RFS 7,20100,Applications of Facebook Instant Personalization,5,True
tag,Personalization,seasonal,Summer 2026,20262,AI Personalized Medicine,1,False
tag,Personalization,seasonal,Summer 2026,20262,Dynamic Software Interfaces,1,False
tag,Privacy,seasonal,Summer 2024,20242,Small fine-tuned models as an alternative to giant generic ones,1,False
tag,Privacy,seasonal,Winter 2025,20250,Public safety technology,1,False
tag,Privacy,seasonal,Fall 2026,20263,Proving You're Human,1,False
tag,Procurement,seasonal,Spring 2025,20251,Datacenters,1,False
tag,Productivity,essays,RFS 10,20140,Breakthrough Technologies,1,False
tag,Productivity,consolidated,March 2014,20140,Levers,1,False
tag,Productivity,consolidated,July 2014,20142,Levers,1,False
tag,Productivity,consolidated,March 2018,20180,Education,1,False
tag,Productivity,consolidated,April 2020,20201,Education,1,False
tag,Productivity,consolidated,undated version first captured 2022-03-02,20220,Education,1,False
tag,Productivity,consolidated,undated version first captured 2022-07-01,20222,Education,1,False
tag,Productivity,seasonal,Spring 2025,20251,Devtools for AI Agents,1,False
tag,Productivity,seasonal,Summer 2025,20252,AI Personal Assistant,2,False
tag,Radar,seasonal,Summer 2024,20242,New defense technology,1,False
tag,Remittances,seasonal,Winter 2025,20250,Stablecoins 2.0,1,False
tag,Remote,seasonal,Fall 2026,20263,Data for the Real World,1,False
tag,Retail,essays,RFS 2,20090,New Paths Through Product Space,1,False
tag,Retail,consolidated,September 2014,20142,Enterprise Software,1,False
tag,Retail,consolidated,August 2015,20152,Enterprise Software,1,False
tag,Retail,consolidated,September 2016,20162,Enterprise Software,1,False
tag,Retail,consolidated,March 2018,20180,Brick and Mortar 2.0,4,False
tag,Retail,consolidated,March 2018,20180,Enterprise Software,1,False
tag,Retail,consolidated,April 2020,20201,Brick and Mortar 2.0,4,False
tag,Retail,consolidated,April 2020,20201,Enterprise Software,1,False
tag,Retail,consolidated,undated version first captured 2022-03-02,20220,Brick and Mortar 2.0,4,False
tag,Retail,consolidated,undated version first captured 2022-03-02,20220,Enterprise Software,1,False
tag,Retail,consolidated,undated version first captured 2022-07-01,20222,Brick and Mortar 2.0,4,False
tag,Retail,consolidated,undated version first captured 2022-07-01,20222,Enterprise Software,1,False
tag,Reviews,seasonal,Summer 2024,20242,LLMs for manual back office processes in legacy enterprises,1,False
tag,Reviews,seasonal,Spring 2025,20251,A Secure AI App Store,1,False
tag,Reviews,seasonal,Fall 2026,20263,Proving You're Human,1,False
tag,Robotics,essays,RFS 10,20140,Breakthrough Technologies,1,False
tag,Robotics,consolidated,March 2014,20140,Robotics,1,True
tag,Robotics,consolidated,July 2014,20142,Robotics,1,True
tag,Robotics,consolidated,September 2014,20142,Robotics,1,True
tag,Robotics,consolidated,August 2015,20152,Robotics,1,True
tag,Robotics,consolidated,September 2016,20162,Robotics,1,True
tag,Robotics,consolidated,March 2018,20180,A.I.,1,False
tag,Robotics,consolidated,March 2018,20180,Robotics,1,True
tag,Robotics,consolidated,April 2020,20201,A.I.,1,False
tag,Robotics,consolidated,undated version first captured 2022-03-02,20220,A.I.,1,False
tag,Robotics,consolidated,undated version first captured 2022-07-01,20222,A.I.,1,False
tag,Robotics,seasonal,Summer 2024,20242,Applying machine learning to robotics,5,True
tag,Robotics,seasonal,Summer 2024,20242,Bring manufacturing back to America,2,False
tag,Robotics,seasonal,Winter 2025,20250,Manufacture in the USA,2,False
tag,Robotics,seasonal,Summer 2025,20252,Software Tools To Make Robots,3,False
tag,Robotics,seasonal,Summer 2026,20262,AI for Low-Pesticide Agriculture,1,False
tag,Robotics,seasonal,Fall 2026,20263,AI for the Aging Population,1,False
tag,Robotics,seasonal,Fall 2026,20263,Data for the Real World,1,False
tag,Robotics,seasonal,Fall 2026,20263,New Operating Systems for the Physical World,1,False
tag,SaaS,seasonal,Spring 2025,20251,Vertical AI Agents,4,False
tag,SaaS,seasonal,Fall 2025,20253,AI Native Enterprise Software,1,False
tag,SaaS,seasonal,Summer 2026,20262,AI-Native Service Companies,1,False
tag,SaaS,seasonal,Summer 2026,20262,SaaS Challengers,6,True
tag,Sales,consolidated,March 2018,20180,Brick and Mortar 2.0,1,False
tag,Sales,consolidated,April 2020,20201,Brick and Mortar 2.0,1,False
tag,Sales,consolidated,undated version first captured 2022-03-02,20220,Brick and Mortar 2.0,1,False
tag,Sales,consolidated,undated version first captured 2022-07-01,20222,Brick and Mortar 2.0,1,False
tag,Sales,seasonal,Summer 2024,20242,AI to build enterprise software,2,False
tag,Sales,seasonal,Summer 2024,20242,Commercial open source companies,2,False
tag,Sales,seasonal,Spring 2025,20251,DocuSign 2.0,1,False
tag,Sales,seasonal,Fall 2025,20253,AI Native Enterprise Software,1,False
tag,Sales,seasonal,Fall 2026,20263,Multiplayer AI,1,False
tag,Satellites,seasonal,Summer 2024,20242,Bring manufacturing back to America,1,False
tag,Satellites,seasonal,Winter 2025,20250,AI-aided engineering tools,1,False
tag,Satellites,seasonal,Winter 2025,20250,Manufacture in the USA,1,False
tag,Scheduling,seasonal,Summer 2024,20242,The Managed Service Organization model for healthcare,1,False
tag,Scheduling,seasonal,Summer 2025,20252,AI Personal Assistant,1,False
tag,Scheduling,seasonal,Summer 2025,20252,AI Voice Assistants for Email,1,False
tag,Scheduling,seasonal,Spring 2026,20261,Modern Metal Mills,1,False
tag,Search,seasonal,Fall 2025,20253,Infrastructure for Multi-Agent Systems,1,False
tag,Search,seasonal,Summer 2026,20262,Company Brain,1,False
tag,Security,essays,RFS 10,20140,Breakthrough Technologies,1,False
tag,Security,consolidated,March 2014,20140,Internet Infrastructure,1,False
tag,Security,consolidated,July 2014,20142,Internet Infrastructure,1,False
tag,Security,consolidated,September 2014,20142,Internet Infrastructure,1,False
tag,Security,consolidated,August 2015,20152,Computer Security,1,True
tag,Security,consolidated,August 2015,20152,Internet Infrastructure,1,False
tag,Security,consolidated,September 2016,20162,Computer Security,1,True
tag,Security,consolidated,March 2018,20180,Computer Security,1,True
tag,Security,seasonal,Spring 2025,20251,The Future of Software Engineering,1,False
