tag,batch,count,share_pct,batch_code,year,batch_order,total_companies,is_partial_batch
Community,Summer 2025,0,0.0,S25,2025,20252,166,False
Community,Fall 2025,0,0.0,F25,2025,20253,146,False
Community,Winter 2026,0,0.0,W26,2026,20260,199,False
Community,Spring 2026,0,0.0,X26,2026,20261,195,False
Community,Summer 2026,0,0.0,S26,2026,20262,235,False
Community,Fall 2026,0,0.0,F26,2026,20263,35,True
Community,Winter 2027,0,0.0,W27,2027,20270,1,True
Compliance,Winter 2021,4,1.19,W21,2021,20210,336,False
Compliance,Summer 2021,2,0.512,S21,2021,20212,391,False
Compliance,Winter 2022,7,1.759,W22,2022,20220,398,False
Compliance,Summer 2022,8,3.419,S22,2022,20222,234,False
Compliance,Winter 2023,6,2.19,W23,2023,20230,274,False
Compliance,Summer 2023,6,2.727,S23,2023,20232,220,False
Compliance,Winter 2024,6,2.419,W24,2024,20240,248,False
Compliance,Summer 2024,4,1.613,S24,2024,20242,248,False
Compliance,Fall 2024,2,2.128,F24,2024,20243,94,False
Compliance,Winter 2025,5,3.012,W25,2025,20250,166,False
Compliance,Spring 2025,3,2.098,X25,2025,20251,143,False
Compliance,Summer 2025,1,0.602,S25,2025,20252,166,False
Compliance,Fall 2025,5,3.425,F25,2025,20253,146,False
Compliance,Winter 2026,2,1.005,W26,2026,20260,199,False
Compliance,Spring 2026,1,0.513,X26,2026,20261,195,False
Compliance,Summer 2026,1,0.426,S26,2026,20262,235,False
Compliance,Fall 2026,0,0.0,F26,2026,20263,35,True
Compliance,Winter 2027,0,0.0,W27,2027,20270,1,True
Computer Vision,Winter 2021,4,1.19,W21,2021,20210,336,False
Computer Vision,Summer 2021,5,1.279,S21,2021,20212,391,False
Computer Vision,Winter 2022,1,0.251,W22,2022,20220,398,False
Computer Vision,Summer 2022,3,1.282,S22,2022,20222,234,False
Computer Vision,Winter 2023,3,1.095,W23,2023,20230,274,False
Computer Vision,Summer 2023,3,1.364,S23,2023,20232,220,False
Computer Vision,Winter 2024,4,1.613,W24,2024,20240,248,False
Computer Vision,Summer 2024,5,2.016,S24,2024,20242,248,False
Computer Vision,Fall 2024,0,0.0,F24,2024,20243,94,False
Computer Vision,Winter 2025,3,1.807,W25,2025,20250,166,False
Computer Vision,Spring 2025,2,1.399,X25,2025,20251,143,False
Computer Vision,Summer 2025,2,1.205,S25,2025,20252,166,False
Computer Vision,Fall 2025,3,2.055,F25,2025,20253,146,False
Computer Vision,Winter 2026,3,1.508,W26,2026,20260,199,False
Computer Vision,Spring 2026,0,0.0,X26,2026,20261,195,False
Computer Vision,Summer 2026,4,1.702,S26,2026,20262,235,False
Computer Vision,Fall 2026,0,0.0,F26,2026,20263,35,True
Computer Vision,Winter 2027,0,0.0,W27,2027,20270,1,True
Construction,Winter 2021,5,1.488,W21,2021,20210,336,False
Construction,Summer 2021,4,1.023,S21,2021,20212,391,False
Construction,Winter 2022,10,2.513,W22,2022,20220,398,False
Construction,Summer 2022,3,1.282,S22,2022,20222,234,False
Construction,Winter 2023,2,0.73,W23,2023,20230,274,False
Construction,Summer 2023,4,1.818,S23,2023,20232,220,False
Construction,Winter 2024,4,1.613,W24,2024,20240,248,False
Construction,Summer 2024,1,0.403,S24,2024,20242,248,False
Construction,Fall 2024,2,2.128,F24,2024,20243,94,False
Construction,Winter 2025,1,0.602,W25,2025,20250,166,False
Construction,Spring 2025,0,0.0,X25,2025,20251,143,False
Construction,Summer 2025,1,0.602,S25,2025,20252,166,False
Construction,Fall 2025,3,2.055,F25,2025,20253,146,False
Construction,Winter 2026,3,1.508,W26,2026,20260,199,False
Construction,Spring 2026,0,0.0,X26,2026,20261,195,False
Construction,Summer 2026,8,3.404,S26,2026,20262,235,False
Construction,Fall 2026,0,0.0,F26,2026,20263,35,True
Construction,Winter 2027,0,0.0,W27,2027,20270,1,True
Consumer,Winter 2021,14,4.167,W21,2021,20210,336,False
Consumer,Summer 2021,12,3.069,S21,2021,20212,391,False
Consumer,Winter 2022,39,9.799,W22,2022,20220,398,False
Consumer,Summer 2022,19,8.12,S22,2022,20222,234,False
Consumer,Winter 2023,12,4.38,W23,2023,20230,274,False
Consumer,Summer 2023,8,3.636,S23,2023,20232,220,False
Consumer,Winter 2024,17,6.855,W24,2024,20240,248,False
Consumer,Summer 2024,18,7.258,S24,2024,20242,248,False
Consumer,Fall 2024,8,8.511,F24,2024,20243,94,False
Consumer,Winter 2025,9,5.422,W25,2025,20250,166,False
Consumer,Spring 2025,10,6.993,X25,2025,20251,143,False
Consumer,Summer 2025,7,4.217,S25,2025,20252,166,False
Consumer,Fall 2025,8,5.479,F25,2025,20253,146,False
Consumer,Winter 2026,1,0.503,W26,2026,20260,199,False
Consumer,Spring 2026,7,3.59,X26,2026,20261,195,False
Consumer,Summer 2026,6,2.553,S26,2026,20262,235,False
Consumer,Fall 2026,2,5.714,F26,2026,20263,35,True
Consumer,Winter 2027,0,0.0,W27,2027,20270,1,True
Consumer Finance,Winter 2021,2,0.595,W21,2021,20210,336,False
Consumer Finance,Summer 2021,3,0.767,S21,2021,20212,391,False
Consumer Finance,Winter 2022,2,0.503,W22,2022,20220,398,False
Consumer Finance,Summer 2022,1,0.427,S22,2022,20222,234,False
Consumer Finance,Winter 2023,1,0.365,W23,2023,20230,274,False
Consumer Finance,Summer 2023,3,1.364,S23,2023,20232,220,False
Consumer Finance,Winter 2024,1,0.403,W24,2024,20240,248,False
Consumer Finance,Summer 2024,4,1.613,S24,2024,20242,248,False
Consumer Finance,Fall 2024,1,1.064,F24,2024,20243,94,False
Consumer Finance,Winter 2025,1,0.602,W25,2025,20250,166,False
Consumer Finance,Spring 2025,1,0.699,X25,2025,20251,143,False
Consumer Finance,Summer 2025,2,1.205,S25,2025,20252,166,False
Consumer Finance,Fall 2025,3,2.055,F25,2025,20253,146,False
Consumer Finance,Winter 2026,0,0.0,W26,2026,20260,199,False
Consumer Finance,Spring 2026,2,1.026,X26,2026,20261,195,False
Consumer Finance,Summer 2026,2,0.851,S26,2026,20262,235,False
Consumer Finance,Fall 2026,0,0.0,F26,2026,20263,35,True
Consumer Finance,Winter 2027,0,0.0,W27,2027,20270,1,True
Consumer Health Services,Winter 2021,13,3.869,W21,2021,20210,336,False
Consumer Health Services,Summer 2021,21,5.371,S21,2021,20212,391,False
Consumer Health Services,Winter 2022,11,2.764,W22,2022,20220,398,False
Consumer Health Services,Summer 2022,2,0.855,S22,2022,20222,234,False
Consumer Health Services,Winter 2023,3,1.095,W23,2023,20230,274,False
Consumer Health Services,Summer 2023,5,2.273,S23,2023,20232,220,False
Consumer Health Services,Winter 2024,5,2.016,W24,2024,20240,248,False
Consumer Health Services,Summer 2024,1,0.403,S24,2024,20242,248,False
Consumer Health Services,Fall 2024,1,1.064,F24,2024,20243,94,False
Consumer Health Services,Winter 2025,0,0.0,W25,2025,20250,166,False
Consumer Health Services,Spring 2025,0,0.0,X25,2025,20251,143,False
Consumer Health Services,Summer 2025,0,0.0,S25,2025,20252,166,False
Consumer Health Services,Fall 2025,3,2.055,F25,2025,20253,146,False
Consumer Health Services,Winter 2026,0,0.0,W26,2026,20260,199,False
Consumer Health Services,Spring 2026,0,0.0,X26,2026,20261,195,False
Consumer Health Services,Summer 2026,2,0.851,S26,2026,20262,235,False
Consumer Health Services,Fall 2026,0,0.0,F26,2026,20263,35,True
Consumer Health Services,Winter 2027,0,0.0,W27,2027,20270,1,True
Consumer Products,Winter 2021,0,0.0,W21,2021,20210,336,False
Consumer Products,Summer 2021,2,0.512,S21,2021,20212,391,False
Consumer Products,Winter 2022,1,0.251,W22,2022,20220,398,False
Consumer Products,Summer 2022,0,0.0,S22,2022,20222,234,False
Consumer Products,Winter 2023,1,0.365,W23,2023,20230,274,False
Consumer Products,Summer 2023,0,0.0,S23,2023,20232,220,False
Consumer Products,Winter 2024,0,0.0,W24,2024,20240,248,False
Consumer Products,Summer 2024,0,0.0,S24,2024,20242,248,False
Consumer Products,Fall 2024,0,0.0,F24,2024,20243,94,False
Consumer Products,Winter 2025,1,0.602,W25,2025,20250,166,False
Consumer Products,Spring 2025,1,0.699,X25,2025,20251,143,False
Consumer Products,Summer 2025,0,0.0,S25,2025,20252,166,False
Consumer Products,Fall 2025,1,0.685,F25,2025,20253,146,False
Consumer Products,Winter 2026,0,0.0,W26,2026,20260,199,False
Consumer Products,Spring 2026,0,0.0,X26,2026,20261,195,False
Consumer Products,Summer 2026,1,0.426,S26,2026,20262,235,False
Consumer Products,Fall 2026,0,0.0,F26,2026,20263,35,True
Consumer Products,Winter 2027,0,0.0,W27,2027,20270,1,True
Conversational AI,Winter 2021,2,0.595,W21,2021,20210,336,False
Conversational AI,Summer 2021,1,0.256,S21,2021,20212,391,False
Conversational AI,Winter 2022,2,0.503,W22,2022,20220,398,False
Conversational AI,Summer 2022,2,0.855,S22,2022,20222,234,False
Conversational AI,Winter 2023,3,1.095,W23,2023,20230,274,False
Conversational AI,Summer 2023,3,1.364,S23,2023,20232,220,False
Conversational AI,Winter 2024,7,2.823,W24,2024,20240,248,False
Conversational AI,Summer 2024,4,1.613,S24,2024,20242,248,False
Conversational AI,Fall 2024,0,0.0,F24,2024,20243,94,False
Conversational AI,Winter 2025,6,3.614,W25,2025,20250,166,False
Conversational AI,Spring 2025,1,0.699,X25,2025,20251,143,False
Conversational AI,Summer 2025,4,2.41,S25,2025,20252,166,False
Conversational AI,Fall 2025,4,2.74,F25,2025,20253,146,False
Conversational AI,Winter 2026,0,0.0,W26,2026,20260,199,False
Conversational AI,Spring 2026,0,0.0,X26,2026,20261,195,False
Conversational AI,Summer 2026,2,0.851,S26,2026,20262,235,False
Conversational AI,Fall 2026,0,0.0,F26,2026,20263,35,True
Conversational AI,Winter 2027,0,0.0,W27,2027,20270,1,True
Conversational Banking,Winter 2021,0,0.0,W21,2021,20210,336,False
Conversational Banking,Summer 2021,0,0.0,S21,2021,20212,391,False
Conversational Banking,Winter 2022,0,0.0,W22,2022,20220,398,False
Conversational Banking,Summer 2022,0,0.0,S22,2022,20222,234,False
Conversational Banking,Winter 2023,0,0.0,W23,2023,20230,274,False
Conversational Banking,Summer 2023,1,0.455,S23,2023,20232,220,False
Conversational Banking,Winter 2024,0,0.0,W24,2024,20240,248,False
Conversational Banking,Summer 2024,0,0.0,S24,2024,20242,248,False
Conversational Banking,Fall 2024,0,0.0,F24,2024,20243,94,False
Conversational Banking,Winter 2025,0,0.0,W25,2025,20250,166,False
Conversational Banking,Spring 2025,0,0.0,X25,2025,20251,143,False
Conversational Banking,Summer 2025,0,0.0,S25,2025,20252,166,False
Conversational Banking,Fall 2025,0,0.0,F25,2025,20253,146,False
Conversational Banking,Winter 2026,0,0.0,W26,2026,20260,199,False
Conversational Banking,Spring 2026,0,0.0,X26,2026,20261,195,False
Conversational Banking,Summer 2026,0,0.0,S26,2026,20262,235,False
Conversational Banking,Fall 2026,0,0.0,F26,2026,20263,35,True
Conversational Banking,Winter 2027,0,0.0,W27,2027,20270,1,True
Creator Economy,Winter 2021,1,0.298,W21,2021,20210,336,False
Creator Economy,Summer 2021,4,1.023,S21,2021,20212,391,False
Creator Economy,Winter 2022,4,1.005,W22,2022,20220,398,False
Creator Economy,Summer 2022,4,1.709,S22,2022,20222,234,False
Creator Economy,Winter 2023,3,1.095,W23,2023,20230,274,False
Creator Economy,Summer 2023,0,0.0,S23,2023,20232,220,False
Creator Economy,Winter 2024,1,0.403,W24,2024,20240,248,False
Creator Economy,Summer 2024,1,0.403,S24,2024,20242,248,False
Creator Economy,Fall 2024,0,0.0,F24,2024,20243,94,False
Creator Economy,Winter 2025,1,0.602,W25,2025,20250,166,False
Creator Economy,Spring 2025,1,0.699,X25,2025,20251,143,False
Creator Economy,Summer 2025,1,0.602,S25,2025,20252,166,False
Creator Economy,Fall 2025,2,1.37,F25,2025,20253,146,False
Creator Economy,Winter 2026,0,0.0,W26,2026,20260,199,False
Creator Economy,Spring 2026,0,0.0,X26,2026,20261,195,False
Creator Economy,Summer 2026,2,0.851,S26,2026,20262,235,False
Creator Economy,Fall 2026,0,0.0,F26,2026,20263,35,True
Creator Economy,Winter 2027,0,0.0,W27,2027,20270,1,True
Crowdsourcing,Winter 2021,0,0.0,W21,2021,20210,336,False
Crowdsourcing,Summer 2021,0,0.0,S21,2021,20212,391,False
Crowdsourcing,Winter 2022,0,0.0,W22,2022,20220,398,False
Crowdsourcing,Summer 2022,0,0.0,S22,2022,20222,234,False
Crowdsourcing,Winter 2023,0,0.0,W23,2023,20230,274,False
Crowdsourcing,Summer 2023,0,0.0,S23,2023,20232,220,False
Crowdsourcing,Winter 2024,0,0.0,W24,2024,20240,248,False
Crowdsourcing,Summer 2024,0,0.0,S24,2024,20242,248,False
Crowdsourcing,Fall 2024,0,0.0,F24,2024,20243,94,False
Crowdsourcing,Winter 2025,0,0.0,W25,2025,20250,166,False
Crowdsourcing,Spring 2025,0,0.0,X25,2025,20251,143,False
Crowdsourcing,Summer 2025,1,0.602,S25,2025,20252,166,False
Crowdsourcing,Fall 2025,0,0.0,F25,2025,20253,146,False
Crowdsourcing,Winter 2026,0,0.0,W26,2026,20260,199,False
Crowdsourcing,Spring 2026,1,0.513,X26,2026,20261,195,False
Crowdsourcing,Summer 2026,0,0.0,S26,2026,20262,235,False
Crowdsourcing,Fall 2026,0,0.0,F26,2026,20263,35,True
Crowdsourcing,Winter 2027,0,0.0,W27,2027,20270,1,True
Crypto / Web3,Winter 2021,7,2.083,W21,2021,20210,336,False
Crypto / Web3,Summer 2021,9,2.302,S21,2021,20212,391,False
Crypto / Web3,Winter 2022,16,4.02,W22,2022,20220,398,False
Crypto / Web3,Summer 2022,13,5.556,S22,2022,20222,234,False
Crypto / Web3,Winter 2023,5,1.825,W23,2023,20230,274,False
Crypto / Web3,Summer 2023,1,0.455,S23,2023,20232,220,False
Crypto / Web3,Winter 2024,2,0.806,W24,2024,20240,248,False
Crypto / Web3,Summer 2024,1,0.403,S24,2024,20242,248,False
Crypto / Web3,Fall 2024,1,1.064,F24,2024,20243,94,False
Crypto / Web3,Winter 2025,2,1.205,W25,2025,20250,166,False
Crypto / Web3,Spring 2025,0,0.0,X25,2025,20251,143,False
Crypto / Web3,Summer 2025,1,0.602,S25,2025,20252,166,False
Crypto / Web3,Fall 2025,1,0.685,F25,2025,20253,146,False
Crypto / Web3,Winter 2026,0,0.0,W26,2026,20260,199,False
Crypto / Web3,Spring 2026,1,0.513,X26,2026,20261,195,False
Crypto / Web3,Summer 2026,3,1.277,S26,2026,20262,235,False
Crypto / Web3,Fall 2026,0,0.0,F26,2026,20263,35,True
Crypto / Web3,Winter 2027,0,0.0,W27,2027,20270,1,True
Cryptocurrency,Winter 2021,1,0.298,W21,2021,20210,336,False
Cryptocurrency,Summer 2021,0,0.0,S21,2021,20212,391,False
Cryptocurrency,Winter 2022,3,0.754,W22,2022,20220,398,False
Cryptocurrency,Summer 2022,2,0.855,S22,2022,20222,234,False
Cryptocurrency,Winter 2023,2,0.73,W23,2023,20230,274,False
Cryptocurrency,Summer 2023,0,0.0,S23,2023,20232,220,False
Cryptocurrency,Winter 2024,0,0.0,W24,2024,20240,248,False
Cryptocurrency,Summer 2024,0,0.0,S24,2024,20242,248,False
Cryptocurrency,Fall 2024,0,0.0,F24,2024,20243,94,False
Cryptocurrency,Winter 2025,1,0.602,W25,2025,20250,166,False
Cryptocurrency,Spring 2025,0,0.0,X25,2025,20251,143,False
Cryptocurrency,Summer 2025,0,0.0,S25,2025,20252,166,False
Cryptocurrency,Fall 2025,0,0.0,F25,2025,20253,146,False
Cryptocurrency,Winter 2026,1,0.503,W26,2026,20260,199,False
Cryptocurrency,Spring 2026,0,0.0,X26,2026,20261,195,False
Cryptocurrency,Summer 2026,0,0.0,S26,2026,20262,235,False
Cryptocurrency,Fall 2026,0,0.0,F26,2026,20263,35,True
Cryptocurrency,Winter 2027,0,0.0,W27,2027,20270,1,True
Cryptography,Winter 2021,0,0.0,W21,2021,20210,336,False
Cryptography,Summer 2021,0,0.0,S21,2021,20212,391,False
Cryptography,Winter 2022,2,0.503,W22,2022,20220,398,False
Cryptography,Summer 2022,0,0.0,S22,2022,20222,234,False
Cryptography,Winter 2023,0,0.0,W23,2023,20230,274,False
Cryptography,Summer 2023,0,0.0,S23,2023,20232,220,False
Cryptography,Winter 2024,0,0.0,W24,2024,20240,248,False
Cryptography,Summer 2024,0,0.0,S24,2024,20242,248,False
Cryptography,Fall 2024,0,0.0,F24,2024,20243,94,False
Cryptography,Winter 2025,0,0.0,W25,2025,20250,166,False
Cryptography,Spring 2025,0,0.0,X25,2025,20251,143,False
Cryptography,Summer 2025,0,0.0,S25,2025,20252,166,False
Cryptography,Fall 2025,0,0.0,F25,2025,20253,146,False
Cryptography,Winter 2026,0,0.0,W26,2026,20260,199,False
Cryptography,Spring 2026,0,0.0,X26,2026,20261,195,False
Cryptography,Summer 2026,0,0.0,S26,2026,20262,235,False
Cryptography,Fall 2026,0,0.0,F26,2026,20263,35,True
Cryptography,Winter 2027,0,0.0,W27,2027,20270,1,True
Culture,Winter 2021,1,0.298,W21,2021,20210,336,False
Culture,Summer 2021,0,0.0,S21,2021,20212,391,False
Culture,Winter 2022,0,0.0,W22,2022,20220,398,False
Culture,Summer 2022,0,0.0,S22,2022,20222,234,False
Culture,Winter 2023,0,0.0,W23,2023,20230,274,False
Culture,Summer 2023,0,0.0,S23,2023,20232,220,False
Culture,Winter 2024,0,0.0,W24,2024,20240,248,False
Culture,Summer 2024,0,0.0,S24,2024,20242,248,False
Culture,Fall 2024,0,0.0,F24,2024,20243,94,False
Culture,Winter 2025,0,0.0,W25,2025,20250,166,False
Culture,Spring 2025,0,0.0,X25,2025,20251,143,False
Culture,Summer 2025,0,0.0,S25,2025,20252,166,False
Culture,Fall 2025,0,0.0,F25,2025,20253,146,False
Culture,Winter 2026,1,0.503,W26,2026,20260,199,False
Culture,Spring 2026,0,0.0,X26,2026,20261,195,False
Culture,Summer 2026,0,0.0,S26,2026,20262,235,False
Culture,Fall 2026,0,0.0,F26,2026,20263,35,True
Culture,Winter 2027,0,0.0,W27,2027,20270,1,True
Cultured Meat,Winter 2021,1,0.298,W21,2021,20210,336,False
Cultured Meat,Summer 2021,1,0.256,S21,2021,20212,391,False
Cultured Meat,Winter 2022,1,0.251,W22,2022,20220,398,False
Cultured Meat,Summer 2022,0,0.0,S22,2022,20222,234,False
Cultured Meat,Winter 2023,0,0.0,W23,2023,20230,274,False
Cultured Meat,Summer 2023,0,0.0,S23,2023,20232,220,False
Cultured Meat,Winter 2024,0,0.0,W24,2024,20240,248,False
Cultured Meat,Summer 2024,0,0.0,S24,2024,20242,248,False
Cultured Meat,Fall 2024,0,0.0,F24,2024,20243,94,False
Cultured Meat,Winter 2025,0,0.0,W25,2025,20250,166,False
Cultured Meat,Spring 2025,0,0.0,X25,2025,20251,143,False
Cultured Meat,Summer 2025,0,0.0,S25,2025,20252,166,False
Cultured Meat,Fall 2025,0,0.0,F25,2025,20253,146,False
Cultured Meat,Winter 2026,0,0.0,W26,2026,20260,199,False
Cultured Meat,Spring 2026,0,0.0,X26,2026,20261,195,False
Cultured Meat,Summer 2026,0,0.0,S26,2026,20262,235,False
Cultured Meat,Fall 2026,0,0.0,F26,2026,20263,35,True
Cultured Meat,Winter 2027,0,0.0,W27,2027,20270,1,True
Customer Service,Winter 2021,2,0.595,W21,2021,20210,336,False
Customer Service,Summer 2021,0,0.0,S21,2021,20212,391,False
Customer Service,Winter 2022,2,0.503,W22,2022,20220,398,False
Customer Service,Summer 2022,0,0.0,S22,2022,20222,234,False
Customer Service,Winter 2023,2,0.73,W23,2023,20230,274,False
Customer Service,Summer 2023,1,0.455,S23,2023,20232,220,False
Customer Service,Winter 2024,2,0.806,W24,2024,20240,248,False
Customer Service,Summer 2024,1,0.403,S24,2024,20242,248,False
Customer Service,Fall 2024,1,1.064,F24,2024,20243,94,False
Customer Service,Winter 2025,1,0.602,W25,2025,20250,166,False
Customer Service,Spring 2025,0,0.0,X25,2025,20251,143,False
Customer Service,Summer 2025,1,0.602,S25,2025,20252,166,False
Customer Service,Fall 2025,0,0.0,F25,2025,20253,146,False
Customer Service,Winter 2026,0,0.0,W26,2026,20260,199,False
Customer Service,Spring 2026,0,0.0,X26,2026,20261,195,False
Customer Service,Summer 2026,1,0.426,S26,2026,20262,235,False
Customer Service,Fall 2026,0,0.0,F26,2026,20263,35,True
Customer Service,Winter 2027,0,0.0,W27,2027,20270,1,True
Customer Success,Winter 2021,2,0.595,W21,2021,20210,336,False
Customer Success,Summer 2021,2,0.512,S21,2021,20212,391,False
Customer Success,Winter 2022,3,0.754,W22,2022,20220,398,False
Customer Success,Summer 2022,1,0.427,S22,2022,20222,234,False
Customer Success,Winter 2023,7,2.555,W23,2023,20230,274,False
Customer Success,Summer 2023,0,0.0,S23,2023,20232,220,False
Customer Success,Winter 2024,1,0.403,W24,2024,20240,248,False
Customer Success,Summer 2024,2,0.806,S24,2024,20242,248,False
Customer Success,Fall 2024,1,1.064,F24,2024,20243,94,False
Customer Success,Winter 2025,1,0.602,W25,2025,20250,166,False
Customer Success,Spring 2025,0,0.0,X25,2025,20251,143,False
Customer Success,Summer 2025,0,0.0,S25,2025,20252,166,False
Customer Success,Fall 2025,3,2.055,F25,2025,20253,146,False
Customer Success,Winter 2026,0,0.0,W26,2026,20260,199,False
Customer Success,Spring 2026,0,0.0,X26,2026,20261,195,False
Customer Success,Summer 2026,1,0.426,S26,2026,20262,235,False
Customer Success,Fall 2026,0,0.0,F26,2026,20263,35,True
Customer Success,Winter 2027,0,0.0,W27,2027,20270,1,True
Customer Support,Winter 2021,2,0.595,W21,2021,20210,336,False
Customer Support,Summer 2021,0,0.0,S21,2021,20212,391,False
Customer Support,Winter 2022,3,0.754,W22,2022,20220,398,False
Customer Support,Summer 2022,2,0.855,S22,2022,20222,234,False
Customer Support,Winter 2023,7,2.555,W23,2023,20230,274,False
Customer Support,Summer 2023,2,0.909,S23,2023,20232,220,False
Customer Support,Winter 2024,4,1.613,W24,2024,20240,248,False
Customer Support,Summer 2024,2,0.806,S24,2024,20242,248,False
Customer Support,Fall 2024,1,1.064,F24,2024,20243,94,False
Customer Support,Winter 2025,0,0.0,W25,2025,20250,166,False
Customer Support,Spring 2025,1,0.699,X25,2025,20251,143,False
Customer Support,Summer 2025,0,0.0,S25,2025,20252,166,False
Customer Support,Fall 2025,2,1.37,F25,2025,20253,146,False
Customer Support,Winter 2026,0,0.0,W26,2026,20260,199,False
Customer Support,Spring 2026,0,0.0,X26,2026,20261,195,False
Customer Support,Summer 2026,1,0.426,S26,2026,20262,235,False
Customer Support,Fall 2026,0,0.0,F26,2026,20263,35,True
Customer Support,Winter 2027,0,0.0,W27,2027,20270,1,True
Cybersecurity,Winter 2021,1,0.298,W21,2021,20210,336,False
Cybersecurity,Summer 2021,3,0.767,S21,2021,20212,391,False
Cybersecurity,Winter 2022,0,0.0,W22,2022,20220,398,False
Cybersecurity,Summer 2022,1,0.427,S22,2022,20222,234,False
Cybersecurity,Winter 2023,3,1.095,W23,2023,20230,274,False
Cybersecurity,Summer 2023,3,1.364,S23,2023,20232,220,False
Cybersecurity,Winter 2024,2,0.806,W24,2024,20240,248,False
Cybersecurity,Summer 2024,2,0.806,S24,2024,20242,248,False
Cybersecurity,Fall 2024,1,1.064,F24,2024,20243,94,False
Cybersecurity,Winter 2025,2,1.205,W25,2025,20250,166,False
Cybersecurity,Spring 2025,3,2.098,X25,2025,20251,143,False
Cybersecurity,Summer 2025,2,1.205,S25,2025,20252,166,False
Cybersecurity,Fall 2025,4,2.74,F25,2025,20253,146,False
Cybersecurity,Winter 2026,1,0.503,W26,2026,20260,199,False
Cybersecurity,Spring 2026,0,0.0,X26,2026,20261,195,False
Cybersecurity,Summer 2026,6,2.553,S26,2026,20262,235,False
Cybersecurity,Fall 2026,0,0.0,F26,2026,20263,35,True
Cybersecurity,Winter 2027,0,0.0,W27,2027,20270,1,True
DAO,Winter 2021,0,0.0,W21,2021,20210,336,False
DAO,Summer 2021,0,0.0,S21,2021,20212,391,False
DAO,Winter 2022,2,0.503,W22,2022,20220,398,False
DAO,Summer 2022,0,0.0,S22,2022,20222,234,False
DAO,Winter 2023,0,0.0,W23,2023,20230,274,False
DAO,Summer 2023,0,0.0,S23,2023,20232,220,False
DAO,Winter 2024,0,0.0,W24,2024,20240,248,False
DAO,Summer 2024,0,0.0,S24,2024,20242,248,False
DAO,Fall 2024,0,0.0,F24,2024,20243,94,False
DAO,Winter 2025,0,0.0,W25,2025,20250,166,False
DAO,Spring 2025,0,0.0,X25,2025,20251,143,False
DAO,Summer 2025,0,0.0,S25,2025,20252,166,False
DAO,Fall 2025,0,0.0,F25,2025,20253,146,False
DAO,Winter 2026,0,0.0,W26,2026,20260,199,False
DAO,Spring 2026,0,0.0,X26,2026,20261,195,False
DAO,Summer 2026,0,0.0,S26,2026,20262,235,False
DAO,Fall 2026,0,0.0,F26,2026,20263,35,True
DAO,Winter 2027,0,0.0,W27,2027,20270,1,True
Data Engineering,Winter 2021,6,1.786,W21,2021,20210,336,False
Data Engineering,Summer 2021,9,2.302,S21,2021,20212,391,False
Data Engineering,Winter 2022,12,3.015,W22,2022,20220,398,False
Data Engineering,Summer 2022,7,2.991,S22,2022,20222,234,False
Data Engineering,Winter 2023,6,2.19,W23,2023,20230,274,False
Data Engineering,Summer 2023,5,2.273,S23,2023,20232,220,False
Data Engineering,Winter 2024,5,2.016,W24,2024,20240,248,False
Data Engineering,Summer 2024,4,1.613,S24,2024,20242,248,False
Data Engineering,Fall 2024,2,2.128,F24,2024,20243,94,False
Data Engineering,Winter 2025,2,1.205,W25,2025,20250,166,False
Data Engineering,Spring 2025,2,1.399,X25,2025,20251,143,False
Data Engineering,Summer 2025,1,0.602,S25,2025,20252,166,False
Data Engineering,Fall 2025,2,1.37,F25,2025,20253,146,False
Data Engineering,Winter 2026,4,2.01,W26,2026,20260,199,False
Data Engineering,Spring 2026,0,0.0,X26,2026,20261,195,False
Data Engineering,Summer 2026,8,3.404,S26,2026,20262,235,False
Data Engineering,Fall 2026,0,0.0,F26,2026,20263,35,True
Data Engineering,Winter 2027,0,0.0,W27,2027,20270,1,True
Data Labeling,Winter 2021,0,0.0,W21,2021,20210,336,False
Data Labeling,Summer 2021,1,0.256,S21,2021,20212,391,False
Data Labeling,Winter 2022,3,0.754,W22,2022,20220,398,False
Data Labeling,Summer 2022,0,0.0,S22,2022,20222,234,False
Data Labeling,Winter 2023,0,0.0,W23,2023,20230,274,False
Data Labeling,Summer 2023,1,0.455,S23,2023,20232,220,False
Data Labeling,Winter 2024,0,0.0,W24,2024,20240,248,False
Data Labeling,Summer 2024,2,0.806,S24,2024,20242,248,False
Data Labeling,Fall 2024,0,0.0,F24,2024,20243,94,False
Data Labeling,Winter 2025,1,0.602,W25,2025,20250,166,False
Data Labeling,Spring 2025,3,2.098,X25,2025,20251,143,False
Data Labeling,Summer 2025,1,0.602,S25,2025,20252,166,False
Data Labeling,Fall 2025,1,0.685,F25,2025,20253,146,False
Data Labeling,Winter 2026,1,0.503,W26,2026,20260,199,False
Data Labeling,Spring 2026,0,0.0,X26,2026,20261,195,False
Data Labeling,Summer 2026,4,1.702,S26,2026,20262,235,False
Data Labeling,Fall 2026,0,0.0,F26,2026,20263,35,True
Data Labeling,Winter 2027,0,0.0,W27,2027,20270,1,True
Data Science,Winter 2021,0,0.0,W21,2021,20210,336,False
Data Science,Summer 2021,1,0.256,S21,2021,20212,391,False
Data Science,Winter 2022,1,0.251,W22,2022,20220,398,False
Data Science,Summer 2022,0,0.0,S22,2022,20222,234,False
Data Science,Winter 2023,1,0.365,W23,2023,20230,274,False
Data Science,Summer 2023,5,2.273,S23,2023,20232,220,False
