subindustry,batch,count,share_pct,batch_code,year,batch_order,total_companies,is_partial_batch
Consumer -> Food and Beverage,Spring 2026,0,0.0,X26,2026,20261,195,False
Consumer -> Food and Beverage,Summer 2026,0,0.0,S26,2026,20262,235,False
Consumer -> Food and Beverage,Fall 2026,1,2.857,F26,2026,20263,35,True
Consumer -> Food and Beverage,Winter 2027,0,0.0,W27,2027,20270,1,True
Consumer -> Gaming,Winter 2021,1,0.298,W21,2021,20210,336,False
Consumer -> Gaming,Summer 2021,2,0.512,S21,2021,20212,391,False
Consumer -> Gaming,Winter 2022,1,0.251,W22,2022,20220,398,False
Consumer -> Gaming,Summer 2022,4,1.709,S22,2022,20222,234,False
Consumer -> Gaming,Winter 2023,1,0.365,W23,2023,20230,274,False
Consumer -> Gaming,Summer 2023,0,0.0,S23,2023,20232,220,False
Consumer -> Gaming,Winter 2024,0,0.0,W24,2024,20240,248,False
Consumer -> Gaming,Summer 2024,2,0.806,S24,2024,20242,248,False
Consumer -> Gaming,Fall 2024,0,0.0,F24,2024,20243,94,False
Consumer -> Gaming,Winter 2025,0,0.0,W25,2025,20250,166,False
Consumer -> Gaming,Spring 2025,1,0.699,X25,2025,20251,143,False
Consumer -> Gaming,Summer 2025,0,0.0,S25,2025,20252,166,False
Consumer -> Gaming,Fall 2025,2,1.37,F25,2025,20253,146,False
Consumer -> Gaming,Winter 2026,3,1.508,W26,2026,20260,199,False
Consumer -> Gaming,Spring 2026,2,1.026,X26,2026,20261,195,False
Consumer -> Gaming,Summer 2026,2,0.851,S26,2026,20262,235,False
Consumer -> Gaming,Fall 2026,0,0.0,F26,2026,20263,35,True
Consumer -> Gaming,Winter 2027,0,0.0,W27,2027,20270,1,True
Consumer -> Home and Personal,Winter 2021,7,2.083,W21,2021,20210,336,False
Consumer -> Home and Personal,Summer 2021,3,0.767,S21,2021,20212,391,False
Consumer -> Home and Personal,Winter 2022,1,0.251,W22,2022,20220,398,False
Consumer -> Home and Personal,Summer 2022,0,0.0,S22,2022,20222,234,False
Consumer -> Home and Personal,Winter 2023,2,0.73,W23,2023,20230,274,False
Consumer -> Home and Personal,Summer 2023,0,0.0,S23,2023,20232,220,False
Consumer -> Home and Personal,Winter 2024,0,0.0,W24,2024,20240,248,False
Consumer -> Home and Personal,Summer 2024,0,0.0,S24,2024,20242,248,False
Consumer -> Home and Personal,Fall 2024,0,0.0,F24,2024,20243,94,False
Consumer -> Home and Personal,Winter 2025,0,0.0,W25,2025,20250,166,False
Consumer -> Home and Personal,Spring 2025,0,0.0,X25,2025,20251,143,False
Consumer -> Home and Personal,Summer 2025,0,0.0,S25,2025,20252,166,False
Consumer -> Home and Personal,Fall 2025,0,0.0,F25,2025,20253,146,False
Consumer -> Home and Personal,Winter 2026,0,0.0,W26,2026,20260,199,False
Consumer -> Home and Personal,Spring 2026,0,0.0,X26,2026,20261,195,False
Consumer -> Home and Personal,Summer 2026,0,0.0,S26,2026,20262,235,False
Consumer -> Home and Personal,Fall 2026,0,0.0,F26,2026,20263,35,True
Consumer -> Home and Personal,Winter 2027,0,0.0,W27,2027,20270,1,True
Consumer -> Job and Career Services,Winter 2021,3,0.893,W21,2021,20210,336,False
Consumer -> Job and Career Services,Summer 2021,0,0.0,S21,2021,20212,391,False
Consumer -> Job and Career Services,Winter 2022,0,0.0,W22,2022,20220,398,False
Consumer -> Job and Career Services,Summer 2022,1,0.427,S22,2022,20222,234,False
Consumer -> Job and Career Services,Winter 2023,0,0.0,W23,2023,20230,274,False
Consumer -> Job and Career Services,Summer 2023,0,0.0,S23,2023,20232,220,False
Consumer -> Job and Career Services,Winter 2024,0,0.0,W24,2024,20240,248,False
Consumer -> Job and Career Services,Summer 2024,1,0.403,S24,2024,20242,248,False
Consumer -> Job and Career Services,Fall 2024,0,0.0,F24,2024,20243,94,False
Consumer -> Job and Career Services,Winter 2025,0,0.0,W25,2025,20250,166,False
Consumer -> Job and Career Services,Spring 2025,0,0.0,X25,2025,20251,143,False
Consumer -> Job and Career Services,Summer 2025,0,0.0,S25,2025,20252,166,False
Consumer -> Job and Career Services,Fall 2025,0,0.0,F25,2025,20253,146,False
Consumer -> Job and Career Services,Winter 2026,0,0.0,W26,2026,20260,199,False
Consumer -> Job and Career Services,Spring 2026,1,0.513,X26,2026,20261,195,False
Consumer -> Job and Career Services,Summer 2026,1,0.426,S26,2026,20262,235,False
Consumer -> Job and Career Services,Fall 2026,0,0.0,F26,2026,20263,35,True
Consumer -> Job and Career Services,Winter 2027,0,0.0,W27,2027,20270,1,True
Consumer -> Social,Winter 2021,2,0.595,W21,2021,20210,336,False
Consumer -> Social,Summer 2021,1,0.256,S21,2021,20212,391,False
Consumer -> Social,Winter 2022,3,0.754,W22,2022,20220,398,False
Consumer -> Social,Summer 2022,0,0.0,S22,2022,20222,234,False
Consumer -> Social,Winter 2023,0,0.0,W23,2023,20230,274,False
Consumer -> Social,Summer 2023,0,0.0,S23,2023,20232,220,False
Consumer -> Social,Winter 2024,2,0.806,W24,2024,20240,248,False
Consumer -> Social,Summer 2024,0,0.0,S24,2024,20242,248,False
Consumer -> Social,Fall 2024,1,1.064,F24,2024,20243,94,False
Consumer -> Social,Winter 2025,0,0.0,W25,2025,20250,166,False
Consumer -> Social,Spring 2025,0,0.0,X25,2025,20251,143,False
Consumer -> Social,Summer 2025,1,0.602,S25,2025,20252,166,False
Consumer -> Social,Fall 2025,1,0.685,F25,2025,20253,146,False
Consumer -> Social,Winter 2026,0,0.0,W26,2026,20260,199,False
Consumer -> Social,Spring 2026,0,0.0,X26,2026,20261,195,False
Consumer -> Social,Summer 2026,0,0.0,S26,2026,20262,235,False
Consumer -> Social,Fall 2026,0,0.0,F26,2026,20263,35,True
Consumer -> Social,Winter 2027,0,0.0,W27,2027,20270,1,True
Consumer -> Transportation Services,Winter 2021,1,0.298,W21,2021,20210,336,False
Consumer -> Transportation Services,Summer 2021,0,0.0,S21,2021,20212,391,False
Consumer -> Transportation Services,Winter 2022,0,0.0,W22,2022,20220,398,False
Consumer -> Transportation Services,Summer 2022,1,0.427,S22,2022,20222,234,False
Consumer -> Transportation Services,Winter 2023,0,0.0,W23,2023,20230,274,False
Consumer -> Transportation Services,Summer 2023,0,0.0,S23,2023,20232,220,False
Consumer -> Transportation Services,Winter 2024,0,0.0,W24,2024,20240,248,False
Consumer -> Transportation Services,Summer 2024,1,0.403,S24,2024,20242,248,False
Consumer -> Transportation Services,Fall 2024,0,0.0,F24,2024,20243,94,False
Consumer -> Transportation Services,Winter 2025,0,0.0,W25,2025,20250,166,False
Consumer -> Transportation Services,Spring 2025,0,0.0,X25,2025,20251,143,False
Consumer -> Transportation Services,Summer 2025,0,0.0,S25,2025,20252,166,False
Consumer -> Transportation Services,Fall 2025,0,0.0,F25,2025,20253,146,False
Consumer -> Transportation Services,Winter 2026,0,0.0,W26,2026,20260,199,False
Consumer -> Transportation Services,Spring 2026,0,0.0,X26,2026,20261,195,False
Consumer -> Transportation Services,Summer 2026,0,0.0,S26,2026,20262,235,False
Consumer -> Transportation Services,Fall 2026,0,0.0,F26,2026,20263,35,True
Consumer -> Transportation Services,Winter 2027,0,0.0,W27,2027,20270,1,True
"Consumer -> Travel, Leisure and Tourism",Winter 2021,0,0.0,W21,2021,20210,336,False
"Consumer -> Travel, Leisure and Tourism",Summer 2021,1,0.256,S21,2021,20212,391,False
"Consumer -> Travel, Leisure and Tourism",Winter 2022,1,0.251,W22,2022,20220,398,False
"Consumer -> Travel, Leisure and Tourism",Summer 2022,0,0.0,S22,2022,20222,234,False
"Consumer -> Travel, Leisure and Tourism",Winter 2023,0,0.0,W23,2023,20230,274,False
"Consumer -> Travel, Leisure and Tourism",Summer 2023,2,0.909,S23,2023,20232,220,False
"Consumer -> Travel, Leisure and Tourism",Winter 2024,1,0.403,W24,2024,20240,248,False
"Consumer -> Travel, Leisure and Tourism",Summer 2024,1,0.403,S24,2024,20242,248,False
"Consumer -> Travel, Leisure and Tourism",Fall 2024,1,1.064,F24,2024,20243,94,False
"Consumer -> Travel, Leisure and Tourism",Winter 2025,0,0.0,W25,2025,20250,166,False
"Consumer -> Travel, Leisure and Tourism",Spring 2025,0,0.0,X25,2025,20251,143,False
"Consumer -> Travel, Leisure and Tourism",Summer 2025,0,0.0,S25,2025,20252,166,False
"Consumer -> Travel, Leisure and Tourism",Fall 2025,0,0.0,F25,2025,20253,146,False
"Consumer -> Travel, Leisure and Tourism",Winter 2026,0,0.0,W26,2026,20260,199,False
"Consumer -> Travel, Leisure and Tourism",Spring 2026,0,0.0,X26,2026,20261,195,False
"Consumer -> Travel, Leisure and Tourism",Summer 2026,0,0.0,S26,2026,20262,235,False
"Consumer -> Travel, Leisure and Tourism",Fall 2026,1,2.857,F26,2026,20263,35,True
"Consumer -> Travel, Leisure and Tourism",Winter 2027,0,0.0,W27,2027,20270,1,True
Consumer -> Virtual and Augmented Reality,Winter 2021,1,0.298,W21,2021,20210,336,False
Consumer -> Virtual and Augmented Reality,Summer 2021,0,0.0,S21,2021,20212,391,False
Consumer -> Virtual and Augmented Reality,Winter 2022,1,0.251,W22,2022,20220,398,False
Consumer -> Virtual and Augmented Reality,Summer 2022,0,0.0,S22,2022,20222,234,False
Consumer -> Virtual and Augmented Reality,Winter 2023,0,0.0,W23,2023,20230,274,False
Consumer -> Virtual and Augmented Reality,Summer 2023,0,0.0,S23,2023,20232,220,False
Consumer -> Virtual and Augmented Reality,Winter 2024,0,0.0,W24,2024,20240,248,False
Consumer -> Virtual and Augmented Reality,Summer 2024,0,0.0,S24,2024,20242,248,False
Consumer -> Virtual and Augmented Reality,Fall 2024,0,0.0,F24,2024,20243,94,False
Consumer -> Virtual and Augmented Reality,Winter 2025,1,0.602,W25,2025,20250,166,False
Consumer -> Virtual and Augmented Reality,Spring 2025,0,0.0,X25,2025,20251,143,False
Consumer -> Virtual and Augmented Reality,Summer 2025,0,0.0,S25,2025,20252,166,False
Consumer -> Virtual and Augmented Reality,Fall 2025,0,0.0,F25,2025,20253,146,False
Consumer -> Virtual and Augmented Reality,Winter 2026,0,0.0,W26,2026,20260,199,False
Consumer -> Virtual and Augmented Reality,Spring 2026,0,0.0,X26,2026,20261,195,False
Consumer -> Virtual and Augmented Reality,Summer 2026,0,0.0,S26,2026,20262,235,False
Consumer -> Virtual and Augmented Reality,Fall 2026,0,0.0,F26,2026,20263,35,True
Consumer -> Virtual and Augmented Reality,Winter 2027,0,0.0,W27,2027,20270,1,True
Education,Winter 2021,13,3.869,W21,2021,20210,336,False
Education,Summer 2021,15,3.836,S21,2021,20212,391,False
Education,Winter 2022,8,2.01,W22,2022,20220,398,False
Education,Summer 2022,1,0.427,S22,2022,20222,234,False
Education,Winter 2023,3,1.095,W23,2023,20230,274,False
Education,Summer 2023,3,1.364,S23,2023,20232,220,False
Education,Winter 2024,3,1.21,W24,2024,20240,248,False
Education,Summer 2024,1,0.403,S24,2024,20242,248,False
Education,Fall 2024,1,1.064,F24,2024,20243,94,False
Education,Winter 2025,5,3.012,W25,2025,20250,166,False
Education,Spring 2025,3,2.098,X25,2025,20251,143,False
Education,Summer 2025,2,1.205,S25,2025,20252,166,False
Education,Fall 2025,0,0.0,F25,2025,20253,146,False
Education,Winter 2026,0,0.0,W26,2026,20260,199,False
Education,Spring 2026,0,0.0,X26,2026,20261,195,False
Education,Summer 2026,1,0.426,S26,2026,20262,235,False
Education,Fall 2026,0,0.0,F26,2026,20263,35,True
Education,Winter 2027,0,0.0,W27,2027,20270,1,True
Fintech,Winter 2021,5,1.488,W21,2021,20210,336,False
Fintech,Summer 2021,21,5.371,S21,2021,20212,391,False
Fintech,Winter 2022,38,9.548,W22,2022,20220,398,False
Fintech,Summer 2022,23,9.829,S22,2022,20222,234,False
Fintech,Winter 2023,14,5.109,W23,2023,20230,274,False
Fintech,Summer 2023,9,4.091,S23,2023,20232,220,False
Fintech,Winter 2024,6,2.419,W24,2024,20240,248,False
Fintech,Summer 2024,3,1.21,S24,2024,20242,248,False
Fintech,Fall 2024,4,4.255,F24,2024,20243,94,False
Fintech,Winter 2025,3,1.807,W25,2025,20250,166,False
Fintech,Spring 2025,1,0.699,X25,2025,20251,143,False
Fintech,Summer 2025,3,1.807,S25,2025,20252,166,False
Fintech,Fall 2025,2,1.37,F25,2025,20253,146,False
Fintech,Winter 2026,8,4.02,W26,2026,20260,199,False
Fintech,Spring 2026,3,1.538,X26,2026,20261,195,False
Fintech,Summer 2026,6,2.553,S26,2026,20262,235,False
Fintech,Fall 2026,0,0.0,F26,2026,20263,35,True
Fintech,Winter 2027,0,0.0,W27,2027,20270,1,True
Fintech -> Asset Management,Winter 2021,4,1.19,W21,2021,20210,336,False
Fintech -> Asset Management,Summer 2021,6,1.535,S21,2021,20212,391,False
Fintech -> Asset Management,Winter 2022,7,1.759,W22,2022,20220,398,False
Fintech -> Asset Management,Summer 2022,2,0.855,S22,2022,20222,234,False
Fintech -> Asset Management,Winter 2023,3,1.095,W23,2023,20230,274,False
Fintech -> Asset Management,Summer 2023,0,0.0,S23,2023,20232,220,False
Fintech -> Asset Management,Winter 2024,2,0.806,W24,2024,20240,248,False
Fintech -> Asset Management,Summer 2024,3,1.21,S24,2024,20242,248,False
Fintech -> Asset Management,Fall 2024,0,0.0,F24,2024,20243,94,False
Fintech -> Asset Management,Winter 2025,0,0.0,W25,2025,20250,166,False
Fintech -> Asset Management,Spring 2025,0,0.0,X25,2025,20251,143,False
Fintech -> Asset Management,Summer 2025,0,0.0,S25,2025,20252,166,False
Fintech -> Asset Management,Fall 2025,0,0.0,F25,2025,20253,146,False
Fintech -> Asset Management,Winter 2026,0,0.0,W26,2026,20260,199,False
Fintech -> Asset Management,Spring 2026,5,2.564,X26,2026,20261,195,False
Fintech -> Asset Management,Summer 2026,3,1.277,S26,2026,20262,235,False
Fintech -> Asset Management,Fall 2026,0,0.0,F26,2026,20263,35,True
Fintech -> Asset Management,Winter 2027,0,0.0,W27,2027,20270,1,True
Fintech -> Banking and Exchange,Winter 2021,8,2.381,W21,2021,20210,336,False
Fintech -> Banking and Exchange,Summer 2021,5,1.279,S21,2021,20212,391,False
Fintech -> Banking and Exchange,Winter 2022,3,0.754,W22,2022,20220,398,False
Fintech -> Banking and Exchange,Summer 2022,3,1.282,S22,2022,20222,234,False
Fintech -> Banking and Exchange,Winter 2023,2,0.73,W23,2023,20230,274,False
Fintech -> Banking and Exchange,Summer 2023,0,0.0,S23,2023,20232,220,False
Fintech -> Banking and Exchange,Winter 2024,1,0.403,W24,2024,20240,248,False
Fintech -> Banking and Exchange,Summer 2024,1,0.403,S24,2024,20242,248,False
Fintech -> Banking and Exchange,Fall 2024,0,0.0,F24,2024,20243,94,False
Fintech -> Banking and Exchange,Winter 2025,2,1.205,W25,2025,20250,166,False
Fintech -> Banking and Exchange,Spring 2025,2,1.399,X25,2025,20251,143,False
Fintech -> Banking and Exchange,Summer 2025,0,0.0,S25,2025,20252,166,False
Fintech -> Banking and Exchange,Fall 2025,0,0.0,F25,2025,20253,146,False
Fintech -> Banking and Exchange,Winter 2026,2,1.005,W26,2026,20260,199,False
Fintech -> Banking and Exchange,Spring 2026,1,0.513,X26,2026,20261,195,False
Fintech -> Banking and Exchange,Summer 2026,1,0.426,S26,2026,20262,235,False
Fintech -> Banking and Exchange,Fall 2026,0,0.0,F26,2026,20263,35,True
Fintech -> Banking and Exchange,Winter 2027,0,0.0,W27,2027,20270,1,True
Fintech -> Consumer Finance,Winter 2021,7,2.083,W21,2021,20210,336,False
Fintech -> Consumer Finance,Summer 2021,8,2.046,S21,2021,20212,391,False
Fintech -> Consumer Finance,Winter 2022,7,1.759,W22,2022,20220,398,False
Fintech -> Consumer Finance,Summer 2022,2,0.855,S22,2022,20222,234,False
Fintech -> Consumer Finance,Winter 2023,5,1.825,W23,2023,20230,274,False
Fintech -> Consumer Finance,Summer 2023,1,0.455,S23,2023,20232,220,False
Fintech -> Consumer Finance,Winter 2024,1,0.403,W24,2024,20240,248,False
Fintech -> Consumer Finance,Summer 2024,0,0.0,S24,2024,20242,248,False
Fintech -> Consumer Finance,Fall 2024,1,1.064,F24,2024,20243,94,False
Fintech -> Consumer Finance,Winter 2025,2,1.205,W25,2025,20250,166,False
Fintech -> Consumer Finance,Spring 2025,1,0.699,X25,2025,20251,143,False
Fintech -> Consumer Finance,Summer 2025,2,1.205,S25,2025,20252,166,False
Fintech -> Consumer Finance,Fall 2025,2,1.37,F25,2025,20253,146,False
Fintech -> Consumer Finance,Winter 2026,2,1.005,W26,2026,20260,199,False
Fintech -> Consumer Finance,Spring 2026,3,1.538,X26,2026,20261,195,False
Fintech -> Consumer Finance,Summer 2026,1,0.426,S26,2026,20262,235,False
Fintech -> Consumer Finance,Fall 2026,0,0.0,F26,2026,20263,35,True
Fintech -> Consumer Finance,Winter 2027,0,0.0,W27,2027,20270,1,True
Fintech -> Credit and Lending,Winter 2021,11,3.274,W21,2021,20210,336,False
Fintech -> Credit and Lending,Summer 2021,7,1.79,S21,2021,20212,391,False
Fintech -> Credit and Lending,Winter 2022,11,2.764,W22,2022,20220,398,False
Fintech -> Credit and Lending,Summer 2022,1,0.427,S22,2022,20222,234,False
Fintech -> Credit and Lending,Winter 2023,3,1.095,W23,2023,20230,274,False
Fintech -> Credit and Lending,Summer 2023,1,0.455,S23,2023,20232,220,False
Fintech -> Credit and Lending,Winter 2024,1,0.403,W24,2024,20240,248,False
Fintech -> Credit and Lending,Summer 2024,1,0.403,S24,2024,20242,248,False
Fintech -> Credit and Lending,Fall 2024,0,0.0,F24,2024,20243,94,False
Fintech -> Credit and Lending,Winter 2025,0,0.0,W25,2025,20250,166,False
Fintech -> Credit and Lending,Spring 2025,1,0.699,X25,2025,20251,143,False
Fintech -> Credit and Lending,Summer 2025,1,0.602,S25,2025,20252,166,False
Fintech -> Credit and Lending,Fall 2025,0,0.0,F25,2025,20253,146,False
Fintech -> Credit and Lending,Winter 2026,2,1.005,W26,2026,20260,199,False
Fintech -> Credit and Lending,Spring 2026,1,0.513,X26,2026,20261,195,False
Fintech -> Credit and Lending,Summer 2026,0,0.0,S26,2026,20262,235,False
Fintech -> Credit and Lending,Fall 2026,0,0.0,F26,2026,20263,35,True
Fintech -> Credit and Lending,Winter 2027,0,0.0,W27,2027,20270,1,True
Fintech -> Insurance,Winter 2021,5,1.488,W21,2021,20210,336,False
Fintech -> Insurance,Summer 2021,2,0.512,S21,2021,20212,391,False
Fintech -> Insurance,Winter 2022,8,2.01,W22,2022,20220,398,False
Fintech -> Insurance,Summer 2022,3,1.282,S22,2022,20222,234,False
Fintech -> Insurance,Winter 2023,0,0.0,W23,2023,20230,274,False
Fintech -> Insurance,Summer 2023,2,0.909,S23,2023,20232,220,False
Fintech -> Insurance,Winter 2024,3,1.21,W24,2024,20240,248,False
Fintech -> Insurance,Summer 2024,2,0.806,S24,2024,20242,248,False
Fintech -> Insurance,Fall 2024,1,1.064,F24,2024,20243,94,False
Fintech -> Insurance,Winter 2025,3,1.807,W25,2025,20250,166,False
Fintech -> Insurance,Spring 2025,2,1.399,X25,2025,20251,143,False
Fintech -> Insurance,Summer 2025,2,1.205,S25,2025,20252,166,False
Fintech -> Insurance,Fall 2025,3,2.055,F25,2025,20253,146,False
Fintech -> Insurance,Winter 2026,2,1.005,W26,2026,20260,199,False
Fintech -> Insurance,Spring 2026,5,2.564,X26,2026,20261,195,False
Fintech -> Insurance,Summer 2026,5,2.128,S26,2026,20262,235,False
Fintech -> Insurance,Fall 2026,3,8.571,F26,2026,20263,35,True
Fintech -> Insurance,Winter 2027,0,0.0,W27,2027,20270,1,True
Fintech -> Payments,Winter 2021,11,3.274,W21,2021,20210,336,False
Fintech -> Payments,Summer 2021,14,3.581,S21,2021,20212,391,False
Fintech -> Payments,Winter 2022,16,4.02,W22,2022,20220,398,False
Fintech -> Payments,Summer 2022,9,3.846,S22,2022,20222,234,False
Fintech -> Payments,Winter 2023,5,1.825,W23,2023,20230,274,False
Fintech -> Payments,Summer 2023,3,1.364,S23,2023,20232,220,False
Fintech -> Payments,Winter 2024,4,1.613,W24,2024,20240,248,False
Fintech -> Payments,Summer 2024,2,0.806,S24,2024,20242,248,False
Fintech -> Payments,Fall 2024,0,0.0,F24,2024,20243,94,False
Fintech -> Payments,Winter 2025,2,1.205,W25,2025,20250,166,False
Fintech -> Payments,Spring 2025,0,0.0,X25,2025,20251,143,False
Fintech -> Payments,Summer 2025,1,0.602,S25,2025,20252,166,False
Fintech -> Payments,Fall 2025,1,0.685,F25,2025,20253,146,False
Fintech -> Payments,Winter 2026,2,1.005,W26,2026,20260,199,False
Fintech -> Payments,Spring 2026,3,1.538,X26,2026,20261,195,False
Fintech -> Payments,Summer 2026,0,0.0,S26,2026,20262,235,False
Fintech -> Payments,Fall 2026,0,0.0,F26,2026,20263,35,True
Fintech -> Payments,Winter 2027,0,0.0,W27,2027,20270,1,True
Government,Winter 2021,1,0.298,W21,2021,20210,336,False
Government,Summer 2021,1,0.256,S21,2021,20212,391,False
Government,Winter 2022,1,0.251,W22,2022,20220,398,False
Government,Summer 2022,0,0.0,S22,2022,20222,234,False
Government,Winter 2023,1,0.365,W23,2023,20230,274,False
Government,Summer 2023,0,0.0,S23,2023,20232,220,False
Government,Winter 2024,1,0.403,W24,2024,20240,248,False
Government,Summer 2024,4,1.613,S24,2024,20242,248,False
Government,Fall 2024,1,1.064,F24,2024,20243,94,False
Government,Winter 2025,4,2.41,W25,2025,20250,166,False
Government,Spring 2025,2,1.399,X25,2025,20251,143,False
Government,Summer 2025,1,0.602,S25,2025,20252,166,False
Government,Fall 2025,2,1.37,F25,2025,20253,146,False
Government,Winter 2026,0,0.0,W26,2026,20260,199,False
Government,Spring 2026,1,0.513,X26,2026,20261,195,False
Government,Summer 2026,2,0.851,S26,2026,20262,235,False
Government,Fall 2026,1,2.857,F26,2026,20263,35,True
Government,Winter 2027,0,0.0,W27,2027,20270,1,True
Healthcare,Winter 2021,3,0.893,W21,2021,20210,336,False
Healthcare,Summer 2021,11,2.813,S21,2021,20212,391,False
Healthcare,Winter 2022,6,1.508,W22,2022,20220,398,False
Healthcare,Summer 2022,5,2.137,S22,2022,20222,234,False
Healthcare,Winter 2023,4,1.46,W23,2023,20230,274,False
Healthcare,Summer 2023,5,2.273,S23,2023,20232,220,False
Healthcare,Winter 2024,8,3.226,W24,2024,20240,248,False
Healthcare,Summer 2024,7,2.823,S24,2024,20242,248,False
Healthcare,Fall 2024,6,6.383,F24,2024,20243,94,False
Healthcare,Winter 2025,3,1.807,W25,2025,20250,166,False
Healthcare,Spring 2025,3,2.098,X25,2025,20251,143,False
Healthcare,Summer 2025,3,1.807,S25,2025,20252,166,False
Healthcare,Fall 2025,6,4.11,F25,2025,20253,146,False
Healthcare,Winter 2026,5,2.513,W26,2026,20260,199,False
Healthcare,Spring 2026,5,2.564,X26,2026,20261,195,False
Healthcare,Summer 2026,12,5.106,S26,2026,20262,235,False
Healthcare,Fall 2026,0,0.0,F26,2026,20263,35,True
Healthcare,Winter 2027,0,0.0,W27,2027,20270,1,True
Healthcare -> Consumer Health and Wellness,Winter 2021,8,2.381,W21,2021,20210,336,False
Healthcare -> Consumer Health and Wellness,Summer 2021,16,4.092,S21,2021,20212,391,False
Healthcare -> Consumer Health and Wellness,Winter 2022,8,2.01,W22,2022,20220,398,False
Healthcare -> Consumer Health and Wellness,Summer 2022,3,1.282,S22,2022,20222,234,False
Healthcare -> Consumer Health and Wellness,Winter 2023,1,0.365,W23,2023,20230,274,False
Healthcare -> Consumer Health and Wellness,Summer 2023,5,2.273,S23,2023,20232,220,False
Healthcare -> Consumer Health and Wellness,Winter 2024,3,1.21,W24,2024,20240,248,False
Healthcare -> Consumer Health and Wellness,Summer 2024,1,0.403,S24,2024,20242,248,False
Healthcare -> Consumer Health and Wellness,Fall 2024,1,1.064,F24,2024,20243,94,False
Healthcare -> Consumer Health and Wellness,Winter 2025,1,0.602,W25,2025,20250,166,False
Healthcare -> Consumer Health and Wellness,Spring 2025,2,1.399,X25,2025,20251,143,False
Healthcare -> Consumer Health and Wellness,Summer 2025,0,0.0,S25,2025,20252,166,False
Healthcare -> Consumer Health and Wellness,Fall 2025,2,1.37,F25,2025,20253,146,False
Healthcare -> Consumer Health and Wellness,Winter 2026,1,0.503,W26,2026,20260,199,False
Healthcare -> Consumer Health and Wellness,Spring 2026,2,1.026,X26,2026,20261,195,False
Healthcare -> Consumer Health and Wellness,Summer 2026,2,0.851,S26,2026,20262,235,False
Healthcare -> Consumer Health and Wellness,Fall 2026,0,0.0,F26,2026,20263,35,True
Healthcare -> Consumer Health and Wellness,Winter 2027,0,0.0,W27,2027,20270,1,True
Healthcare -> Diagnostics,Winter 2021,3,0.893,W21,2021,20210,336,False
Healthcare -> Diagnostics,Summer 2021,7,1.79,S21,2021,20212,391,False
Healthcare -> Diagnostics,Winter 2022,3,0.754,W22,2022,20220,398,False
Healthcare -> Diagnostics,Summer 2022,1,0.427,S22,2022,20222,234,False
Healthcare -> Diagnostics,Winter 2023,1,0.365,W23,2023,20230,274,False
Healthcare -> Diagnostics,Summer 2023,2,0.909,S23,2023,20232,220,False
Healthcare -> Diagnostics,Winter 2024,1,0.403,W24,2024,20240,248,False
Healthcare -> Diagnostics,Summer 2024,1,0.403,S24,2024,20242,248,False
Healthcare -> Diagnostics,Fall 2024,0,0.0,F24,2024,20243,94,False
Healthcare -> Diagnostics,Winter 2025,0,0.0,W25,2025,20250,166,False
Healthcare -> Diagnostics,Spring 2025,0,0.0,X25,2025,20251,143,False
Healthcare -> Diagnostics,Summer 2025,0,0.0,S25,2025,20252,166,False
Healthcare -> Diagnostics,Fall 2025,0,0.0,F25,2025,20253,146,False
Healthcare -> Diagnostics,Winter 2026,0,0.0,W26,2026,20260,199,False
Healthcare -> Diagnostics,Spring 2026,1,0.513,X26,2026,20261,195,False
Healthcare -> Diagnostics,Summer 2026,0,0.0,S26,2026,20262,235,False
Healthcare -> Diagnostics,Fall 2026,0,0.0,F26,2026,20263,35,True
Healthcare -> Diagnostics,Winter 2027,0,0.0,W27,2027,20270,1,True
Healthcare -> Drug Discovery and Delivery,Winter 2021,0,0.0,W21,2021,20210,336,False
Healthcare -> Drug Discovery and Delivery,Summer 2021,9,2.302,S21,2021,20212,391,False
Healthcare -> Drug Discovery and Delivery,Winter 2022,2,0.503,W22,2022,20220,398,False
Healthcare -> Drug Discovery and Delivery,Summer 2022,1,0.427,S22,2022,20222,234,False
Healthcare -> Drug Discovery and Delivery,Winter 2023,7,2.555,W23,2023,20230,274,False
Healthcare -> Drug Discovery and Delivery,Summer 2023,2,0.909,S23,2023,20232,220,False
Healthcare -> Drug Discovery and Delivery,Winter 2024,0,0.0,W24,2024,20240,248,False
Healthcare -> Drug Discovery and Delivery,Summer 2024,2,0.806,S24,2024,20242,248,False
Healthcare -> Drug Discovery and Delivery,Fall 2024,0,0.0,F24,2024,20243,94,False
Healthcare -> Drug Discovery and Delivery,Winter 2025,0,0.0,W25,2025,20250,166,False
Healthcare -> Drug Discovery and Delivery,Spring 2025,0,0.0,X25,2025,20251,143,False
Healthcare -> Drug Discovery and Delivery,Summer 2025,2,1.205,S25,2025,20252,166,False
Healthcare -> Drug Discovery and Delivery,Fall 2025,1,0.685,F25,2025,20253,146,False
Healthcare -> Drug Discovery and Delivery,Winter 2026,4,2.01,W26,2026,20260,199,False
Healthcare -> Drug Discovery and Delivery,Spring 2026,1,0.513,X26,2026,20261,195,False
Healthcare -> Drug Discovery and Delivery,Summer 2026,3,1.277,S26,2026,20262,235,False
Healthcare -> Drug Discovery and Delivery,Fall 2026,0,0.0,F26,2026,20263,35,True
Healthcare -> Drug Discovery and Delivery,Winter 2027,0,0.0,W27,2027,20270,1,True
