label_type,label,era,edition_label,edition_order,requests_mentioning,mentions,in_title_any,batches_before,share_before_pct,batches_after,share_after_pct,pp_change_after_minus_before
tag,AI,consolidated,September 2016,20162,1,1,False,,,Winter 2021|Summer 2021,9.026,
tag,AI,consolidated,March 2018,20180,3,4,False,,,Winter 2021|Summer 2021,9.026,
tag,AI,consolidated,April 2020,20201,3,4,False,,,Winter 2021|Summer 2021,9.026,
tag,AI,consolidated,undated version first captured 2022-03-02,20220,3,4,False,Winter 2021|Summer 2021,9.026,Winter 2022|Summer 2022,17.041,8.015
tag,AI,consolidated,undated version first captured 2022-07-01,20222,3,4,False,Summer 2021|Winter 2022,11.643,Summer 2022|Winter 2023,21.753,10.11
tag,AI,seasonal,Summer 2024,20242,5,15,True,Summer 2023|Winter 2024,29.59,Summer 2024|Fall 2024,35.424,5.834
tag,AI,seasonal,Winter 2025,20250,5,12,True,Summer 2024|Fall 2024,35.424,Winter 2025|Spring 2025,28.385,-7.039
tag,AI,seasonal,Spring 2025,20251,11,48,True,Fall 2024|Winter 2025,30.736,Spring 2025|Summer 2025,28.687,-2.049
tag,AI,seasonal,Summer 2025,20252,13,34,True,Winter 2025|Spring 2025,28.385,Summer 2025|Fall 2025,29.048,0.663
tag,AI,seasonal,Fall 2025,20253,5,21,True,Spring 2025|Summer 2025,28.687,Fall 2025|Summer 2026,31.84,3.153
tag,AI,seasonal,Spring 2026,20261,9,30,True,Summer 2025|Fall 2025,29.048,Summer 2026,31.489,2.441
tag,AI,seasonal,Summer 2026,20262,12,34,True,Summer 2025|Fall 2025,29.048,Summer 2026,31.489,2.441
tag,AI,seasonal,Fall 2026,20263,7,20,True,Fall 2025|Summer 2026,31.84,,,
tag,API,essays,RFS 4,20090,1,3,False,,,Winter 2021|Summer 2021,2.085,
tag,API,consolidated,March 2014,20140,1,2,False,,,Winter 2021|Summer 2021,2.085,
tag,API,essays,RFS 10,20140,1,2,False,,,Winter 2021|Summer 2021,2.085,
tag,API,consolidated,July 2014,20142,1,2,False,,,Winter 2021|Summer 2021,2.085,
tag,API,consolidated,September 2014,20142,1,2,False,,,Winter 2021|Summer 2021,2.085,
tag,API,consolidated,August 2015,20152,1,2,False,,,Winter 2021|Summer 2021,2.085,
tag,API,seasonal,Spring 2025,20251,2,2,False,Fall 2024|Winter 2025,3.101,Spring 2025|Summer 2025,0.952,-2.149
tag,API,seasonal,Summer 2025,20252,1,1,False,Winter 2025|Spring 2025,1.855,Summer 2025|Fall 2025,1.288,-0.567
tag,API,seasonal,Fall 2026,20263,1,5,False,Fall 2025|Summer 2026,1.324,,,
tag,APIs,seasonal,Spring 2025,20251,3,3,False,Fall 2024|Winter 2025,0.0,Spring 2025|Summer 2025,0.349,0.349
tag,APIs,seasonal,Summer 2025,20252,1,1,False,Winter 2025|Spring 2025,0.349,Summer 2025|Fall 2025,0.343,-0.006
tag,APIs,seasonal,Fall 2025,20253,1,1,False,Spring 2025|Summer 2025,0.349,Fall 2025|Summer 2026,0.555,0.206
tag,APIs,seasonal,Spring 2026,20261,1,1,False,Summer 2025|Fall 2025,0.343,Summer 2026,0.426,0.083
tag,APIs,seasonal,Summer 2026,20262,1,1,False,Summer 2025|Fall 2025,0.343,Summer 2026,0.426,0.083
tag,APIs,seasonal,Fall 2026,20263,1,2,True,Fall 2025|Summer 2026,0.555,,,
tag,AR,consolidated,September 2014,20142,1,1,True,,,Winter 2021|Summer 2021,0.149,
tag,AR,consolidated,August 2015,20152,1,1,True,,,Winter 2021|Summer 2021,0.149,
tag,AR,consolidated,September 2016,20162,1,1,True,,,Winter 2021|Summer 2021,0.149,
tag,AR,consolidated,March 2018,20180,1,1,True,,,Winter 2021|Summer 2021,0.149,
tag,AR,consolidated,April 2020,20201,1,1,True,,,Winter 2021|Summer 2021,0.149,
tag,AR,consolidated,undated version first captured 2022-03-02,20220,1,1,True,Winter 2021|Summer 2021,0.149,Winter 2022|Summer 2022,0.0,-0.149
tag,AR,consolidated,undated version first captured 2022-07-01,20222,1,1,True,Summer 2021|Winter 2022,0.0,Summer 2022|Winter 2023,0.0,0.0
tag,AR,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.0,Summer 2024|Fall 2024,0.0,0.0
tag,AR,seasonal,Fall 2025,20253,1,1,False,Spring 2025|Summer 2025,0.0,Fall 2025|Summer 2026,0.213,0.213
tag,Aerospace,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,2.603,Winter 2025|Spring 2025,1.35,-1.253
tag,Agriculture,consolidated,September 2016,20162,1,1,False,,,Winter 2021|Summer 2021,0.277,
tag,Agriculture,consolidated,March 2018,20180,2,3,True,,,Winter 2021|Summer 2021,0.277,
tag,Agriculture,consolidated,April 2020,20201,2,3,True,,,Winter 2021|Summer 2021,0.277,
tag,Agriculture,consolidated,undated version first captured 2022-03-02,20220,2,3,True,Winter 2021|Summer 2021,0.277,Winter 2022|Summer 2022,0.465,0.188
tag,Agriculture,consolidated,undated version first captured 2022-07-01,20222,2,3,True,Summer 2021|Winter 2022,0.38,Summer 2022|Winter 2023,0.213,-0.167
tag,Agriculture,seasonal,Summer 2026,20262,1,3,True,Summer 2025|Fall 2025,0.603,Summer 2026,0.851,0.248
tag,Agriculture,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,0.425,,,
tag,Airplanes,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.0,Summer 2024|Fall 2024,0.0,0.0
tag,Anti-Aging,consolidated,March 2018,20180,1,1,True,,,Winter 2021|Summer 2021,0.425,
tag,Anti-Aging,consolidated,April 2020,20201,1,1,True,,,Winter 2021|Summer 2021,0.425,
tag,Anti-Aging,consolidated,undated version first captured 2022-03-02,20220,1,1,True,Winter 2021|Summer 2021,0.425,Winter 2022|Summer 2022,0.0,-0.425
tag,Anti-Aging,consolidated,undated version first captured 2022-07-01,20222,1,1,True,Summer 2021|Winter 2022,0.128,Summer 2022|Winter 2023,0.0,-0.128
tag,Architecture,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,0.0,Winter 2025|Spring 2025,0.0,0.0
tag,Architecture,seasonal,Summer 2026,20262,1,1,False,Summer 2025|Fall 2025,0.685,Summer 2026,0.426,-0.259
tag,Architecture,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,0.898,,,
tag,Artificial Intelligence,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,32.209,,,
tag,Augmented Reality,consolidated,March 2014,20140,1,1,False,,,Winter 2021|Summer 2021,0.277,
tag,Augmented Reality,essays,RFS 10,20140,1,1,False,,,Winter 2021|Summer 2021,0.277,
tag,Augmented Reality,consolidated,July 2014,20142,1,1,False,,,Winter 2021|Summer 2021,0.277,
tag,Augmented Reality,consolidated,September 2014,20142,1,1,False,,,Winter 2021|Summer 2021,0.277,
tag,Augmented Reality,consolidated,August 2015,20152,1,1,False,,,Winter 2021|Summer 2021,0.277,
tag,Augmented Reality,consolidated,September 2016,20162,1,1,False,,,Winter 2021|Summer 2021,0.277,
tag,Augmented Reality,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,0.277,
tag,Augmented Reality,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,0.277,
tag,Augmented Reality,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,0.277,Winter 2022|Summer 2022,0.213,-0.064
tag,Augmented Reality,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,0.128,Summer 2022|Winter 2023,0.213,0.085
tag,Automation,consolidated,September 2016,20162,1,1,False,,,Winter 2021|Summer 2021,0.723,
tag,Automation,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,0.723,
tag,Automation,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,0.723,
tag,Automation,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,0.723,Winter 2022|Summer 2022,0.766,0.043
tag,Automation,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,0.254,Summer 2022|Winter 2023,2.101,1.847
tag,Automation,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,3.808,Summer 2024|Fall 2024,3.74,-0.068
tag,Automation,seasonal,Spring 2025,20251,2,2,True,Fall 2024|Winter 2025,3.333,Spring 2025|Summer 2025,2.652,-0.681
tag,Automation,seasonal,Spring 2026,20261,1,3,False,Summer 2025|Fall 2025,2.274,Summer 2026,4.681,2.407
tag,Automation,seasonal,Summer 2026,20262,1,3,False,Summer 2025|Fall 2025,2.274,Summer 2026,4.681,2.407
tag,B2B,seasonal,Summer 2024,20242,2,2,False,Summer 2023|Winter 2024,23.31,Summer 2024|Fall 2024,22.68,-0.63
tag,B2B,seasonal,Spring 2025,20251,1,4,False,Fall 2024|Winter 2025,19.514,Spring 2025|Summer 2025,19.031,-0.483
tag,B2B,seasonal,Summer 2025,20252,1,1,False,Winter 2025|Spring 2025,19.031,Summer 2025|Fall 2025,22.269,3.238
tag,B2B,seasonal,Fall 2025,20253,1,1,False,Spring 2025|Summer 2025,19.031,Fall 2025|Summer 2026,23.605,4.574
tag,Billing,seasonal,Summer 2024,20242,2,3,False,Summer 2023|Winter 2024,0.455,Summer 2024|Fall 2024,0.202,-0.253
tag,Billing,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,0.0,,,
tag,Biotech,consolidated,March 2014,20140,1,1,True,,,Winter 2021|Summer 2021,2.662,
tag,Biotech,essays,RFS 10,20140,1,1,False,,,Winter 2021|Summer 2021,2.662,
tag,Biotech,consolidated,July 2014,20142,1,1,True,,,Winter 2021|Summer 2021,2.662,
tag,Biotech,consolidated,September 2014,20142,2,3,True,,,Winter 2021|Summer 2021,2.662,
tag,Biotech,consolidated,August 2015,20152,2,3,True,,,Winter 2021|Summer 2021,2.662,
tag,Biotech,consolidated,September 2016,20162,2,3,True,,,Winter 2021|Summer 2021,2.662,
tag,Biotech,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,2.662,
tag,Biotech,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,2.662,
tag,Biotech,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,2.662,Winter 2022|Summer 2022,2.966,0.304
tag,Biotech,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,3.175,Summer 2022|Winter 2023,2.987,-0.188
tag,COVID-19,consolidated,March 2018,20180,1,5,True,,,Winter 2021|Summer 2021,0.0,
tag,COVID-19,consolidated,April 2020,20201,1,5,True,,,Winter 2021|Summer 2021,0.0,
tag,COVID-19,consolidated,undated version first captured 2022-03-02,20220,1,5,True,Winter 2021|Summer 2021,0.0,Winter 2022|Summer 2022,0.126,0.126
tag,CRM,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.656,Summer 2024|Fall 2024,0.202,-0.454
tag,CRM,seasonal,Fall 2025,20253,1,1,False,Spring 2025|Summer 2025,0.0,Fall 2025|Summer 2026,0.343,0.343
tag,Calendar,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,0.0,Spring 2025|Summer 2025,0.0,0.0
tag,Calendar,seasonal,Summer 2025,20252,1,1,False,Winter 2025|Spring 2025,0.0,Summer 2025|Fall 2025,0.0,0.0
tag,Calendar,seasonal,Summer 2026,20262,1,1,False,Summer 2025|Fall 2025,0.0,Summer 2026,0.0,0.0
tag,Careers,seasonal,Winter 2025,20250,1,3,False,Summer 2024|Fall 2024,0.0,Winter 2025|Spring 2025,0.0,0.0
tag,Cellular Agriculture,consolidated,March 2018,20180,1,2,True,,,Winter 2021|Summer 2021,0.0,
tag,Cellular Agriculture,consolidated,April 2020,20201,1,2,True,,,Winter 2021|Summer 2021,0.0,
tag,Cellular Agriculture,consolidated,undated version first captured 2022-03-02,20220,1,2,True,Winter 2021|Summer 2021,0.0,Winter 2022|Summer 2022,0.252,0.252
tag,Cellular Agriculture,consolidated,undated version first captured 2022-07-01,20222,1,2,True,Summer 2021|Winter 2022,0.252,Summer 2022|Winter 2023,0.0,-0.252
tag,Chat,seasonal,Fall 2025,20253,1,1,False,Spring 2025|Summer 2025,0.301,Fall 2025|Summer 2026,0.0,-0.301
tag,Chat,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,0.0,,,
tag,Chatbot,seasonal,Summer 2026,20262,2,2,False,Summer 2025|Fall 2025,0.0,Summer 2026,0.0,0.0
tag,Clean Meat,consolidated,March 2018,20180,1,1,True,,,Winter 2021|Summer 2021,0.0,
tag,Clean Meat,consolidated,April 2020,20201,1,1,True,,,Winter 2021|Summer 2021,0.0,
tag,Clean Meat,consolidated,undated version first captured 2022-03-02,20220,1,1,True,Winter 2021|Summer 2021,0.0,Winter 2022|Summer 2022,0.126,0.126
tag,Clean Meat,consolidated,undated version first captured 2022-07-01,20222,1,1,True,Summer 2021|Winter 2022,0.126,Summer 2022|Winter 2023,0.0,-0.126
tag,Climate,consolidated,March 2014,20140,1,1,False,,,Winter 2021|Summer 2021,4.364,
tag,Climate,essays,RFS 10,20140,1,1,False,,,Winter 2021|Summer 2021,4.364,
tag,Climate,consolidated,July 2014,20142,1,1,False,,,Winter 2021|Summer 2021,4.364,
tag,Climate,consolidated,September 2014,20142,1,1,False,,,Winter 2021|Summer 2021,4.364,
tag,Climate,consolidated,August 2015,20152,1,1,False,,,Winter 2021|Summer 2021,4.364,
tag,Climate,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,4.364,
tag,Climate,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,4.364,
tag,Climate,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,4.364,Winter 2022|Summer 2022,4.008,-0.356
tag,Climate,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,4.942,Summer 2022|Winter 2023,2.955,-1.987
tag,Climate,seasonal,Summer 2024,20242,1,5,True,Summer 2023|Winter 2024,1.54,Summer 2024|Fall 2024,1.21,-0.33
tag,Cloud Computing,seasonal,Fall 2025,20253,2,3,False,Spring 2025|Summer 2025,1.952,Fall 2025|Summer 2026,0.851,-1.101
tag,Community,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,2.576,
tag,Community,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,2.576,
tag,Community,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,2.576,Winter 2022|Summer 2022,0.804,-1.772
tag,Community,seasonal,Summer 2024,20242,2,2,False,Summer 2023|Winter 2024,0.0,Summer 2024|Fall 2024,0.0,0.0
tag,Community,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,0.0,Winter 2025|Spring 2025,0.301,0.301
tag,Community,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,0.301,Spring 2025|Summer 2025,0.0,-0.301
tag,Compliance,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,2.573,Summer 2024|Fall 2024,1.871,-0.702
tag,Compliance,seasonal,Spring 2025,20251,3,6,True,Fall 2024|Winter 2025,2.57,Spring 2025|Summer 2025,1.35,-1.22
tag,Compliance,seasonal,Spring 2026,20261,3,3,False,Summer 2025|Fall 2025,2.014,Summer 2026,0.426,-1.588
tag,Compliance,seasonal,Summer 2026,20262,2,2,False,Summer 2025|Fall 2025,2.014,Summer 2026,0.426,-1.588
tag,Compliance,seasonal,Fall 2026,20263,1,7,True,Fall 2025|Summer 2026,1.925,,,
tag,Computer Vision,seasonal,Winter 2025,20250,1,2,False,Summer 2024|Fall 2024,1.008,Winter 2025|Spring 2025,1.603,0.595
tag,Construction,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,1.716,Summer 2024|Fall 2024,1.266,-0.45
tag,Construction,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,1.365,Spring 2025|Summer 2025,0.301,-1.064
tag,Construction,seasonal,Fall 2026,20263,2,2,False,Fall 2025|Summer 2026,2.729,,,
tag,Consumer,consolidated,March 2018,20180,2,3,False,,,Winter 2021|Summer 2021,3.618,
tag,Consumer,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,3.618,
tag,Consumer,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,3.618,Winter 2022|Summer 2022,8.959,5.341
tag,Consumer,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,6.434,Summer 2022|Winter 2023,6.25,-0.184
tag,Consumer,seasonal,Summer 2024,20242,4,4,False,Summer 2023|Winter 2024,5.245,Summer 2024|Fall 2024,7.884,2.639
tag,Consumer,seasonal,Summer 2025,20252,1,1,False,Winter 2025|Spring 2025,6.207,Summer 2025|Fall 2025,4.848,-1.359
tag,Consumer,seasonal,Fall 2026,20263,2,6,True,Fall 2025|Summer 2026,4.016,,,
tag,Consumer Products,consolidated,March 2018,20180,1,2,False,,,Winter 2021|Summer 2021,0.256,
tag,Consumer Products,seasonal,Summer 2024,20242,2,2,False,Summer 2023|Winter 2024,0.0,Summer 2024|Fall 2024,0.0,0.0
tag,Consumer Products,seasonal,Fall 2026,20263,1,2,True,Fall 2025|Summer 2026,0.555,,,
tag,Cryptocurrency,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,0.0,Winter 2025|Spring 2025,0.301,0.301
tag,Databases,seasonal,Spring 2026,20261,1,1,False,Summer 2025|Fall 2025,0.343,Summer 2026,0.426,0.083
tag,Databases,seasonal,Summer 2026,20262,1,1,False,Summer 2025|Fall 2025,0.343,Summer 2026,0.426,0.083
tag,Dating,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,0.0,,,
tag,DeFi,seasonal,Spring 2026,20261,1,2,False,Summer 2025|Fall 2025,0.0,Summer 2026,0.0,0.0
tag,Defense,seasonal,Summer 2024,20242,1,4,True,Summer 2023|Winter 2024,0.202,Summer 2024|Fall 2024,1.467,1.265
tag,Defense,seasonal,Summer 2026,20262,1,4,True,Summer 2025|Fall 2025,1.329,Summer 2026,3.404,2.075
tag,Defense,seasonal,Fall 2026,20263,1,1,True,Fall 2025|Summer 2026,2.729,,,
tag,Delivery,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,1.618,
tag,Delivery,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,1.618,
tag,Delivery,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,1.618,Winter 2022|Summer 2022,1.055,-0.563
tag,Delivery,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,1.651,Summer 2022|Winter 2023,0.61,-1.041
tag,Delivery,seasonal,Summer 2026,20262,2,3,False,Summer 2025|Fall 2025,0.0,Summer 2026,0.0,0.0
tag,Design,essays,RFS 1,20090,1,1,False,,,Winter 2021|Summer 2021,0.277,
tag,Design,essays,RFS 2,20090,1,1,False,,,Winter 2021|Summer 2021,0.277,
tag,Design,seasonal,Winter 2025,20250,2,7,True,Summer 2024|Fall 2024,1.064,Winter 2025|Spring 2025,1.253,0.189
tag,Design,seasonal,Summer 2025,20252,1,6,True,Winter 2025|Spring 2025,1.253,Summer 2025|Fall 2025,1.973,0.72
tag,Design,seasonal,Spring 2026,20261,3,4,False,Summer 2025|Fall 2025,1.973,Summer 2026,0.851,-1.122
tag,Design,seasonal,Summer 2026,20262,6,8,False,Summer 2025|Fall 2025,1.973,Summer 2026,0.851,-1.122
tag,Developer Tools,seasonal,Summer 2024,20242,2,2,True,Summer 2023|Winter 2024,13.523,Summer 2024|Fall 2024,16.026,2.503
tag,Diagnostics,consolidated,March 2018,20180,2,4,False,,,Winter 2021|Summer 2021,0.681,
tag,Diagnostics,consolidated,April 2020,20201,2,4,False,,,Winter 2021|Summer 2021,0.681,
tag,Diagnostics,consolidated,undated version first captured 2022-03-02,20220,2,4,False,Winter 2021|Summer 2021,0.681,Winter 2022|Summer 2022,0.679,-0.002
tag,Diagnostics,consolidated,undated version first captured 2022-07-01,20222,1,3,False,Summer 2021|Winter 2022,0.635,Summer 2022|Winter 2023,0.61,-0.025
tag,Diagnostics,seasonal,Summer 2026,20262,1,2,False,Summer 2025|Fall 2025,0.0,Summer 2026,0.0,0.0
tag,Documents,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,0.532,Winter 2025|Spring 2025,1.302,0.77
tag,Documents,seasonal,Spring 2025,20251,2,7,False,Fall 2024|Winter 2025,1.135,Spring 2025|Summer 2025,0.7,-0.435
tag,Documents,seasonal,Spring 2026,20261,1,1,False,Summer 2025|Fall 2025,0.0,Summer 2026,0.0,0.0
tag,Documents,seasonal,Summer 2026,20262,1,1,False,Summer 2025|Fall 2025,0.0,Summer 2026,0.0,0.0
tag,Drones,seasonal,Summer 2026,20262,1,4,False,Summer 2025|Fall 2025,0.643,Summer 2026,2.128,1.485
tag,Drones,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,1.407,,,
tag,Drug discovery,consolidated,August 2015,20152,1,1,False,,,Winter 2021|Summer 2021,0.703,
tag,Drug discovery,consolidated,September 2016,20162,1,1,False,,,Winter 2021|Summer 2021,0.703,
tag,Drug discovery,consolidated,March 2018,20180,2,2,False,,,Winter 2021|Summer 2021,0.703,
tag,Drug discovery,consolidated,April 2020,20201,2,2,False,,,Winter 2021|Summer 2021,0.703,
tag,Drug discovery,consolidated,undated version first captured 2022-03-02,20220,2,2,False,Winter 2021|Summer 2021,0.703,Winter 2022|Summer 2022,0.716,0.013
tag,Drug discovery,consolidated,undated version first captured 2022-07-01,20222,2,2,False,Summer 2021|Winter 2022,0.758,Summer 2022|Winter 2023,0.761,0.003
tag,Drug discovery,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.605,Summer 2024|Fall 2024,0.605,0.0
tag,Drug discovery,seasonal,Summer 2025,20252,1,1,False,Winter 2025|Spring 2025,0.0,Summer 2025|Fall 2025,0.343,0.343
tag,Drug discovery,seasonal,Summer 2026,20262,1,1,False,Summer 2025|Fall 2025,0.343,Summer 2026,0.426,0.083
tag,Education,essays,RFS 6,20100,1,1,False,,,Winter 2021|Summer 2021,4.386,
tag,Education,consolidated,March 2014,20140,1,3,True,,,Winter 2021|Summer 2021,4.386,
tag,Education,essays,RFS 10,20140,1,3,False,,,Winter 2021|Summer 2021,4.386,
tag,Education,consolidated,July 2014,20142,1,3,True,,,Winter 2021|Summer 2021,4.386,
tag,Education,consolidated,September 2014,20142,1,3,True,,,Winter 2021|Summer 2021,4.386,
tag,Education,consolidated,August 2015,20152,1,3,True,,,Winter 2021|Summer 2021,4.386,
tag,Education,consolidated,September 2016,20162,1,3,True,,,Winter 2021|Summer 2021,4.386,
tag,Education,consolidated,March 2018,20180,2,6,True,,,Winter 2021|Summer 2021,4.386,
tag,Education,consolidated,April 2020,20201,2,6,True,,,Winter 2021|Summer 2021,4.386,
tag,Education,consolidated,undated version first captured 2022-03-02,20220,2,6,True,Winter 2021|Summer 2021,4.386,Winter 2022|Summer 2022,1.646,-2.74
tag,Education,consolidated,undated version first captured 2022-07-01,20222,2,6,True,Summer 2021|Winter 2022,3.307,Summer 2022|Winter 2023,1.006,-2.301
tag,Education,seasonal,Summer 2025,20252,2,6,True,Winter 2025|Spring 2025,2.555,Summer 2025|Fall 2025,1.548,-1.007
tag,Education,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,0.768,,,
tag,Electronics,seasonal,Summer 2026,20262,1,2,True,Summer 2025|Fall 2025,0.0,Summer 2026,0.426,0.426
tag,Email,essays,RFS 3,20090,1,1,False,,,Winter 2021|Summer 2021,0.425,
tag,Email,seasonal,Summer 2025,20252,1,2,True,Winter 2025|Spring 2025,0.301,Summer 2025|Fall 2025,0.603,0.302
tag,Email,seasonal,Summer 2026,20262,2,5,False,Summer 2025|Fall 2025,0.603,Summer 2026,0.0,-0.603
tag,Energy,essays,RFS 9,20120,1,1,False,,,Winter 2021|Summer 2021,1.0,
tag,Energy,consolidated,March 2014,20140,2,9,True,,,Winter 2021|Summer 2021,1.0,
tag,Energy,essays,RFS 10,20140,1,9,False,,,Winter 2021|Summer 2021,1.0,
tag,Energy,consolidated,July 2014,20142,2,9,True,,,Winter 2021|Summer 2021,1.0,
tag,Energy,consolidated,September 2014,20142,2,9,True,,,Winter 2021|Summer 2021,1.0,
tag,Energy,consolidated,August 2015,20152,2,9,True,,,Winter 2021|Summer 2021,1.0,
tag,Energy,consolidated,September 2016,20162,2,9,True,,,Winter 2021|Summer 2021,1.0,
tag,Energy,consolidated,March 2018,20180,3,10,True,,,Winter 2021|Summer 2021,1.0,
tag,Energy,consolidated,April 2020,20201,3,10,True,,,Winter 2021|Summer 2021,1.0,
tag,Energy,consolidated,undated version first captured 2022-03-02,20220,3,10,True,Winter 2021|Summer 2021,1.0,Winter 2022|Summer 2022,1.357,0.357
tag,Energy,consolidated,undated version first captured 2022-07-01,20222,3,10,True,Summer 2021|Winter 2022,0.758,Summer 2022|Winter 2023,1.037,0.279
tag,Energy,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,1.111,Summer 2024|Fall 2024,1.137,0.026
tag,Energy,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,1.137,Winter 2025|Spring 2025,1.253,0.116
tag,Energy,seasonal,Spring 2026,20261,1,5,False,Summer 2025|Fall 2025,0.0,Summer 2026,3.83,3.83
tag,Energy,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,1.915,,,
tag,Energy Storage,consolidated,March 2014,20140,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Energy Storage,essays,RFS 10,20140,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Energy Storage,consolidated,July 2014,20142,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Energy Storage,consolidated,September 2014,20142,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Energy Storage,consolidated,August 2015,20152,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Energy Storage,consolidated,September 2016,20162,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Energy Storage,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Energy Storage,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,0.297,
tag,Energy Storage,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,0.297,Winter 2022|Summer 2022,0.252,-0.045
tag,Energy Storage,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,0.252,Summer 2022|Winter 2023,0.182,-0.07
tag,Enterprise,consolidated,September 2014,20142,1,4,True,,,Winter 2021|Summer 2021,1.107,
tag,Enterprise,consolidated,August 2015,20152,1,4,True,,,Winter 2021|Summer 2021,1.107,
tag,Enterprise,consolidated,September 2016,20162,1,4,True,,,Winter 2021|Summer 2021,1.107,
tag,Enterprise,consolidated,March 2018,20180,1,4,True,,,Winter 2021|Summer 2021,1.107,
tag,Enterprise,consolidated,April 2020,20201,1,4,True,,,Winter 2021|Summer 2021,1.107,
tag,Enterprise,consolidated,undated version first captured 2022-03-02,20220,1,4,True,Winter 2021|Summer 2021,1.107,Winter 2022|Summer 2022,3.481,2.374
tag,Enterprise,consolidated,undated version first captured 2022-07-01,20222,1,4,True,Summer 2021|Winter 2022,1.642,Summer 2022|Winter 2023,5.088,3.446
tag,Enterprise,seasonal,Summer 2024,20242,3,12,True,Summer 2023|Winter 2024,3.002,Summer 2024|Fall 2024,2.402,-0.6
