company_id,slug,field,raw_value,exported_value,match
1039,interstate-analytics,one_liner,Multi-Touch Marketing Analytics,Multi-Touch Marketing Analytics,True
1039,interstate-analytics,long_description,Interstate Analytics helps marketers make smarter decisions. The customers of th,Interstate Analytics helps marketers make smarter decisions. The customers of th,True
1039,interstate-analytics,team_size,2,2.0,True
1039,interstate-analytics,all_locations,"San Francisco, CA, USA","San Francisco, CA, USA",True
1039,interstate-analytics,industry,B2B,B2B,True
1039,interstate-analytics,subindustry,B2B -> Analytics,B2B -> Analytics,True
1039,interstate-analytics,industries,"['B2B', 'Analytics']","['B2B', 'Analytics']",True
1039,interstate-analytics,tags,"['Analytics', 'Marketing']","['Analytics', 'Marketing']",True
1039,interstate-analytics,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
1039,interstate-analytics,stage,Early,Early,True
1039,interstate-analytics,status,Inactive,Inactive,True
1039,interstate-analytics,isHiring,False,False,True
1039,interstate-analytics,nonprofit,False,False,True
1039,interstate-analytics,top_company,False,False,True
1039,interstate-analytics,launched_at,1447567516,1447567516,True
1039,interstate-analytics,former_names,[],[],True
1039,interstate-analytics,url,https://www.ycombinator.com/companies/interstate-analytics,https://www.ycombinator.com/companies/interstate-analytics,True
1039,interstate-analytics,n_year(derived),2016,2016,True
1039,interstate-analytics,n_subindustry_child(derived),Analytics,Analytics,True
1039,interstate-analytics,n_is_us(derived),True,True,True
1098,devcolor,name,DevColor,DevColor,True
1098,devcolor,slug,devcolor,devcolor,True
1098,devcolor,batch,Winter 2016,Winter 2016,True
1098,devcolor,website,http://www.devcolor.org/,http://www.devcolor.org/,True
1098,devcolor,one_liner,We give Black software engineers support they need to advance in tech.,We give Black software engineers support they need to advance in tech.,True
1098,devcolor,long_description,dev/color is a non-profit organization that aims to maximize the impact of Black,dev/color is a non-profit organization that aims to maximize the impact of Black,True
1098,devcolor,team_size,7,7.0,True
1098,devcolor,all_locations,"San Francisco, CA, USA","San Francisco, CA, USA",True
1098,devcolor,industry,Unspecified,Unspecified,True
1098,devcolor,subindustry,Unspecified,Unspecified,True
1098,devcolor,industries,['Unspecified'],['Unspecified'],True
1098,devcolor,tags,"['Education', 'Community', 'Diversity & Inclusion']","['Education', 'Community', 'Diversity & Inclusion']",True
1098,devcolor,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
1098,devcolor,stage,Early,Early,True
1098,devcolor,status,Active,Active,True
1098,devcolor,isHiring,False,False,True
1098,devcolor,nonprofit,True,True,True
1098,devcolor,top_company,False,False,True
1098,devcolor,launched_at,1451984715,1451984715,True
1098,devcolor,former_names,[],[],True
1098,devcolor,url,https://www.ycombinator.com/companies/devcolor,https://www.ycombinator.com/companies/devcolor,True
1098,devcolor,n_year(derived),2016,2016,True
1098,devcolor,n_subindustry_child(derived),,nan,True
1098,devcolor,n_is_us(derived),True,True,True
31095,asimov,name,Asimov,Asimov,True
31095,asimov,slug,asimov,asimov,True
31095,asimov,batch,Winter 2026,Winter 2026,True
31095,asimov,website,https://tryasimov.ai/,https://tryasimov.ai/,True
31095,asimov,one_liner,Real-world human movement data for humanoid robots,Real-world human movement data for humanoid robots,True
31095,asimov,long_description,Asimov collects real-world human movement data from households and businesses to,Asimov collects real-world human movement data from households and businesses to,True
31095,asimov,team_size,3,3.0,True
31095,asimov,all_locations,"San Francisco, CA, USA; Remote","San Francisco, CA, USA; Remote",True
31095,asimov,industry,Industrials,Industrials,True
31095,asimov,subindustry,Industrials -> Manufacturing and Robotics,Industrials -> Manufacturing and Robotics,True
31095,asimov,industries,"['Industrials', 'Manufacturing and Robotics']","['Industrials', 'Manufacturing and Robotics']",True
31095,asimov,tags,[],[],True
31095,asimov,regions,"['United States of America', 'America / Canada', 'Remote', 'Fully Remote']","['United States of America', 'America / Canada', 'Remote', 'Fully Remote']",True
31095,asimov,stage,Early,Early,True
31095,asimov,status,Active,Active,True
31095,asimov,isHiring,True,True,True
31095,asimov,nonprofit,False,False,True
31095,asimov,top_company,False,False,True
31095,asimov,launched_at,1770974844,1770974844,True
31095,asimov,former_names,[],[],True
31095,asimov,url,https://www.ycombinator.com/companies/asimov,https://www.ycombinator.com/companies/asimov,True
31095,asimov,n_year(derived),2026,2026,True
31095,asimov,n_subindustry_child(derived),Manufacturing and Robotics,Manufacturing and Robotics,True
31095,asimov,n_is_us(derived),True,True,True
398,omnivirt,name,OmniVirt,OmniVirt,True
398,omnivirt,slug,omnivirt,omnivirt,True
398,omnivirt,batch,Summer 2012,Summer 2012,True
398,omnivirt,website,https://www.omnivirt.com,https://www.omnivirt.com,True
398,omnivirt,one_liner,OmniVirt is the leading VR Advertising platform for brands and…,OmniVirt is the leading VR Advertising platform for brands and…,True
398,omnivirt,long_description,OmniVirt is 360° Virtual Reality advertising platform for brands and publishers.,OmniVirt is 360° Virtual Reality advertising platform for brands and publishers.,True
398,omnivirt,team_size,15,15.0,True
398,omnivirt,all_locations,"San Francisco, CA, USA","San Francisco, CA, USA",True
398,omnivirt,industry,B2B,B2B,True
398,omnivirt,subindustry,B2B -> Marketing,B2B -> Marketing,True
398,omnivirt,industries,"['B2B', 'Marketing']","['B2B', 'Marketing']",True
398,omnivirt,tags,['Advertising'],['Advertising'],True
398,omnivirt,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
398,omnivirt,stage,Early,Early,True
398,omnivirt,status,Acquired,Acquired,True
398,omnivirt,isHiring,False,False,True
398,omnivirt,nonprofit,False,False,True
398,omnivirt,top_company,False,False,True
398,omnivirt,launched_at,1336096574,1336096574,True
398,omnivirt,former_names,"['Social Nation', 'AdsOptimal', 'OmniVirt', 'OmniVirt (Acquired)']","['Social Nation', 'AdsOptimal', 'OmniVirt', 'OmniVirt (Acquired)']",True
398,omnivirt,url,https://www.ycombinator.com/companies/omnivirt,https://www.ycombinator.com/companies/omnivirt,True
398,omnivirt,n_year(derived),2012,2012,True
398,omnivirt,n_subindustry_child(derived),Marketing,Marketing,True
398,omnivirt,n_is_us(derived),True,True,True
12282,truora,name,Truora,Truora,True
12282,truora,slug,truora,truora,True
12282,truora,batch,Winter 2019,Winter 2019,True
12282,truora,website,https://www.truora.com/,https://www.truora.com/,True
12282,truora,one_liner,Reliable background checks & fraud prevention tools for Latin America.,Reliable background checks & fraud prevention tools for Latin America.,True
12282,truora,long_description,Truora provides safe and reliable background checks and fraud prevention service,Truora provides safe and reliable background checks and fraud prevention service,True
12282,truora,team_size,80,80.0,True
12282,truora,all_locations,"Cali, Valle del Cauca, Colombia","Cali, Valle del Cauca, Colombia",True
12282,truora,industry,B2B,B2B,True
12282,truora,subindustry,B2B -> Operations,B2B -> Operations,True
12282,truora,industries,"['B2B', 'Operations']","['B2B', 'Operations']",True
12282,truora,tags,"['SaaS', 'Fraud Prevention']","['SaaS', 'Fraud Prevention']",True
12282,truora,regions,"['Colombia', 'Latin America', 'Remote', 'Partly Remote']","['Colombia', 'Latin America', 'Remote', 'Partly Remote']",True
12282,truora,stage,Growth,Growth,True
12282,truora,status,Active,Active,True
12282,truora,isHiring,False,False,True
12282,truora,nonprofit,False,False,True
12282,truora,top_company,False,False,True
12282,truora,launched_at,1544068972,1544068972,True
12282,truora,former_names,[],[],True
12282,truora,url,https://www.ycombinator.com/companies/truora,https://www.ycombinator.com/companies/truora,True
12282,truora,n_year(derived),2019,2019,True
12282,truora,n_subindustry_child(derived),Operations,Operations,True
12282,truora,n_is_us(derived),False,False,True
12641,green-canopy-node,name,Green Canopy NODE,Green Canopy NODE,True
12641,green-canopy-node,slug,green-canopy-node,green-canopy-node,True
12641,green-canopy-node,batch,Summer 2019,Summer 2019,True
12641,green-canopy-node,website,http://greencanopynode.com,http://greencanopynode.com,True
12641,green-canopy-node,one_liner,Green Canopy NODE builds sustainable homes fast.,Green Canopy NODE builds sustainable homes fast.,True
12641,green-canopy-node,long_description,"Construction costs are climbing out of control, there is a declining constructio","Construction costs are climbing out of control, there is a declining constructio",True
12641,green-canopy-node,team_size,31,31.0,True
12641,green-canopy-node,all_locations,"Seattle, WA, USA","Seattle, WA, USA",True
12641,green-canopy-node,industry,Real Estate and Construction,Real Estate and Construction,True
12641,green-canopy-node,subindustry,Real Estate and Construction -> Housing and Real Estate,Real Estate and Construction -> Housing and Real Estate,True
12641,green-canopy-node,industries,"['Real Estate and Construction', 'Housing and Real Estate']","['Real Estate and Construction', 'Housing and Real Estate']",True
12641,green-canopy-node,tags,"['Hardware', 'Housing', 'Proptech']","['Hardware', 'Housing', 'Proptech']",True
12641,green-canopy-node,regions,"['United States of America', 'America / Canada', 'Remote', 'Partly Remote']","['United States of America', 'America / Canada', 'Remote', 'Partly Remote']",True
12641,green-canopy-node,stage,Early,Early,True
12641,green-canopy-node,status,Active,Active,True
12641,green-canopy-node,isHiring,False,False,True
12641,green-canopy-node,nonprofit,False,False,True
12641,green-canopy-node,top_company,False,False,True
12641,green-canopy-node,launched_at,1556761303,1556761303,True
12641,green-canopy-node,former_names,"['NODE ECO', 'Inc', 'NODE']","['NODE ECO', 'Inc', 'NODE']",True
12641,green-canopy-node,url,https://www.ycombinator.com/companies/green-canopy-node,https://www.ycombinator.com/companies/green-canopy-node,True
12641,green-canopy-node,n_year(derived),2019,2019,True
12641,green-canopy-node,n_subindustry_child(derived),Housing and Real Estate,Housing and Real Estate,True
12641,green-canopy-node,n_is_us(derived),True,True,True
26264,jutsoo,name,Jutsoo,Jutsoo,True
26264,jutsoo,slug,jutsoo,jutsoo,True
26264,jutsoo,batch,Winter 2022,Winter 2022,True
26264,jutsoo,website,https://www.jutsoo.com/,https://www.jutsoo.com/,True
26264,jutsoo,one_liner,All your corporate bank accounts connected under one platform,All your corporate bank accounts connected under one platform,True
26264,jutsoo,long_description,Jutsoo is a modern treasury management platform that helps finance teams work sm,Jutsoo is a modern treasury management platform that helps finance teams work sm,True
26264,jutsoo,team_size,12,12.0,True
26264,jutsoo,all_locations,"Jakarta, Jakarta, Indonesia; Remote","Jakarta, Jakarta, Indonesia; Remote",True
26264,jutsoo,industry,B2B,B2B,True
26264,jutsoo,subindustry,B2B -> Finance and Accounting,B2B -> Finance and Accounting,True
26264,jutsoo,industries,"['B2B', 'Finance and Accounting']","['B2B', 'Finance and Accounting']",True
26264,jutsoo,tags,"['FinOps', 'Fintech', 'SaaS', 'B2B', 'Enterprise Software']","['FinOps', 'Fintech', 'SaaS', 'B2B', 'Enterprise Software']",True
26264,jutsoo,regions,"['Indonesia', 'Southeast Asia', 'Remote', 'Fully Remote']","['Indonesia', 'Southeast Asia', 'Remote', 'Fully Remote']",True
26264,jutsoo,stage,Early,Early,True
26264,jutsoo,status,Active,Active,True
26264,jutsoo,isHiring,False,False,True
26264,jutsoo,nonprofit,False,False,True
26264,jutsoo,top_company,False,False,True
26264,jutsoo,launched_at,1643226584,1643226584,True
26264,jutsoo,former_names,['Bananas'],['Bananas'],True
26264,jutsoo,url,https://www.ycombinator.com/companies/jutsoo,https://www.ycombinator.com/companies/jutsoo,True
26264,jutsoo,n_year(derived),2022,2022,True
26264,jutsoo,n_subindustry_child(derived),Finance and Accounting,Finance and Accounting,True
26264,jutsoo,n_is_us(derived),False,False,True
23979,replo,name,Replo,Replo,True
23979,replo,slug,replo,replo,True
23979,replo,batch,Summer 2021,Summer 2021,True
23979,replo,website,https://replo.app/,https://replo.app/,True
23979,replo,one_liner,Sell anything,Sell anything,True
23979,replo,long_description,Agents that help you sell anything on the internet. Come build what the next mil,Agents that help you sell anything on the internet. Come build what the next mil,True
23979,replo,team_size,20,20.0,True
23979,replo,all_locations,"San Francisco, CA, USA","San Francisco, CA, USA",True
23979,replo,industry,B2B,B2B,True
23979,replo,subindustry,"B2B -> Engineering, Product and Design","B2B -> Engineering, Product and Design",True
23979,replo,industries,"['B2B', 'Engineering, Product and Design']","['B2B', 'Engineering, Product and Design']",True
23979,replo,tags,"['Artificial Intelligence', 'Developer Tools', 'Marketing', 'AI']","['Artificial Intelligence', 'Developer Tools', 'Marketing', 'AI']",True
23979,replo,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
23979,replo,stage,Early,Early,True
23979,replo,status,Active,Active,True
23979,replo,isHiring,True,True,True
23979,replo,nonprofit,False,False,True
23979,replo,top_company,False,False,True
23979,replo,launched_at,1627581948,1627581948,True
23979,replo,former_names,"['Alchemy', 'Alchemy Commerce', 'Alchemy', 'Alchemy Commerce']","['Alchemy', 'Alchemy Commerce', 'Alchemy', 'Alchemy Commerce']",True
23979,replo,url,https://www.ycombinator.com/companies/replo,https://www.ycombinator.com/companies/replo,True
23979,replo,n_year(derived),2021,2021,True
23979,replo,n_subindustry_child(derived),"Engineering, Product and Design","Engineering, Product and Design",True
23979,replo,n_is_us(derived),True,True,True
1668,bxblue,name,bxblue,bxblue,True
1668,bxblue,slug,bxblue,bxblue,True
1668,bxblue,batch,Summer 2017,Summer 2017,True
1668,bxblue,website,http://www.bxblue.com.br,http://www.bxblue.com.br,True
1668,bxblue,one_liner,bxblue is a marketplace for people with guaranteed income in Brazil.…,bxblue is a marketplace for people with guaranteed income in Brazil.…,True
1668,bxblue,long_description,bxblue is a Y Combinator backed (S17) Personal loan marketplace for pensioners a,bxblue is a Y Combinator backed (S17) Personal loan marketplace for pensioners a,True
1668,bxblue,team_size,28,28.0,True
1668,bxblue,all_locations,"DF, Brazil; Remote","DF, Brazil; Remote",True
1668,bxblue,industry,Fintech,Fintech,True
1668,bxblue,subindustry,Fintech -> Credit and Lending,Fintech -> Credit and Lending,True
1668,bxblue,industries,"['Fintech', 'Credit and Lending']","['Fintech', 'Credit and Lending']",True
1668,bxblue,tags,['Fintech'],['Fintech'],True
1668,bxblue,regions,"['Brazil', 'Latin America', 'Remote', 'Fully Remote']","['Brazil', 'Latin America', 'Remote', 'Fully Remote']",True
1668,bxblue,stage,Growth,Growth,True
1668,bxblue,status,Acquired,Acquired,True
1668,bxblue,isHiring,False,False,True
1668,bxblue,nonprofit,False,False,True
1668,bxblue,top_company,False,False,True
1668,bxblue,launched_at,1493860831,1493860831,True
1668,bxblue,former_names,[],[],True
1668,bxblue,url,https://www.ycombinator.com/companies/bxblue,https://www.ycombinator.com/companies/bxblue,True
1668,bxblue,n_year(derived),2017,2017,True
1668,bxblue,n_subindustry_child(derived),Credit and Lending,Credit and Lending,True
1668,bxblue,n_is_us(derived),False,False,True
665,craft-coffee,name,Craft Coffee,Craft Coffee,True
665,craft-coffee,slug,craft-coffee,craft-coffee,True
665,craft-coffee,batch,Summer 2014,Summer 2014,True
665,craft-coffee,website,https://www.craftcoffee.com,https://www.craftcoffee.com,True
665,craft-coffee,one_liner,Better coffee for less money,Better coffee for less money,True
665,craft-coffee,long_description,,,True
665,craft-coffee,team_size,None,nan,True
665,craft-coffee,all_locations,"New York City, NY, USA; Brooklyn, NY, USA","New York City, NY, USA; Brooklyn, NY, USA",True
665,craft-coffee,industry,Consumer,Consumer,True
665,craft-coffee,subindustry,Consumer -> Food and Beverage,Consumer -> Food and Beverage,True
665,craft-coffee,industries,"['Consumer', 'Food and Beverage']","['Consumer', 'Food and Beverage']",True
665,craft-coffee,tags,"['Consumer', 'E-commerce']","['Consumer', 'E-commerce']",True
665,craft-coffee,regions,"['United States of America', 'America / Canada', 'Remote', 'Partly Remote']","['United States of America', 'America / Canada', 'Remote', 'Partly Remote']",True
665,craft-coffee,stage,Early,Early,True
665,craft-coffee,status,Acquired,Acquired,True
665,craft-coffee,isHiring,False,False,True
665,craft-coffee,nonprofit,False,False,True
665,craft-coffee,top_company,False,False,True
665,craft-coffee,launched_at,1398907685,1398907685,True
665,craft-coffee,former_names,[],[],True
665,craft-coffee,url,https://www.ycombinator.com/companies/craft-coffee,https://www.ycombinator.com/companies/craft-coffee,True
665,craft-coffee,n_year(derived),2014,2014,True
665,craft-coffee,n_subindustry_child(derived),Food and Beverage,Food and Beverage,True
665,craft-coffee,n_is_us(derived),True,True,True
24064,confido,name,Confido,Confido,True
24064,confido,slug,confido,confido,True
24064,confido,batch,Summer 2021,Summer 2021,True
24064,confido,website,https://www.confidotech.com,https://www.confidotech.com,True
24064,confido,one_liner,AI-enabled financial automation and intelligence for CPG Brands,AI-enabled financial automation and intelligence for CPG Brands,True
24064,confido,long_description,Confido is a next-generation financial automation and intelligence platform that,Confido is a next-generation financial automation and intelligence platform that,True
24064,confido,team_size,65,65.0,True
24064,confido,all_locations,"New York City, NY, USA","New York City, NY, USA",True
24064,confido,industry,B2B,B2B,True
24064,confido,subindustry,B2B -> Finance and Accounting,B2B -> Finance and Accounting,True
24064,confido,industries,"['B2B', 'Finance and Accounting']","['B2B', 'Finance and Accounting']",True
24064,confido,tags,"['Fintech', 'SaaS', 'B2B', 'Analytics', 'AI']","['Fintech', 'SaaS', 'B2B', 'Analytics', 'AI']",True
24064,confido,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
24064,confido,stage,Growth,Growth,True
24064,confido,status,Active,Active,True
24064,confido,isHiring,True,True,True
24064,confido,nonprofit,False,False,True
24064,confido,top_company,False,False,True
24064,confido,launched_at,1627617699,1627617699,True
24064,confido,former_names,['OutFit'],['OutFit'],True
24064,confido,url,https://www.ycombinator.com/companies/confido,https://www.ycombinator.com/companies/confido,True
24064,confido,n_year(derived),2021,2021,True
24064,confido,n_subindustry_child(derived),Finance and Accounting,Finance and Accounting,True
24064,confido,n_is_us(derived),True,True,True
31548,hyper-4,name,Hyper,Hyper,True
31548,hyper-4,slug,hyper-4,hyper-4,True
31548,hyper-4,batch,Spring 2026,Spring 2026,True
31548,hyper-4,website,https://heyhyper.ai,https://heyhyper.ai,True
31548,hyper-4,one_liner,Company brain that powers your AI employees,Company brain that powers your AI employees,True
31548,hyper-4,long_description,Hyper is a shared brain that plugs into all information flowing inside a company,Hyper is a shared brain that plugs into all information flowing inside a company,True
31548,hyper-4,team_size,2,2.0,True
31548,hyper-4,all_locations,"San Francisco, CA, USA","San Francisco, CA, USA",True
31548,hyper-4,industry,B2B,B2B,True
31548,hyper-4,subindustry,B2B -> Productivity,B2B -> Productivity,True
31548,hyper-4,industries,"['B2B', 'Productivity']","['B2B', 'Productivity']",True
31548,hyper-4,tags,[],[],True
31548,hyper-4,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
31548,hyper-4,stage,Early,Early,True
31548,hyper-4,status,Active,Active,True
31548,hyper-4,isHiring,False,False,True
31548,hyper-4,nonprofit,False,False,True
31548,hyper-4,top_company,False,False,True
31548,hyper-4,launched_at,1778140423,1778140423,True
31548,hyper-4,former_names,[],[],True
31548,hyper-4,url,https://www.ycombinator.com/companies/hyper-4,https://www.ycombinator.com/companies/hyper-4,True
31548,hyper-4,n_year(derived),2026,2026,True
31548,hyper-4,n_subindustry_child(derived),Productivity,Productivity,True
31548,hyper-4,n_is_us(derived),True,True,True
26736,array-labs,name,Array Labs,Array Labs,True
26736,array-labs,slug,array-labs,array-labs,True
26736,array-labs,batch,Summer 2022,Summer 2022,True
26736,array-labs,website,https://www.arraylabs.io/,https://www.arraylabs.io/,True
26736,array-labs,one_liner,We're building satellites to create a real-time 3D map of the world.,We're building satellites to create a real-time 3D map of the world.,True
26736,array-labs,long_description,We're designing swarms of tiny satellites which will work together to create the,We're designing swarms of tiny satellites which will work together to create the,True
26736,array-labs,team_size,30,30.0,True
26736,array-labs,all_locations,"San Francisco, CA, USA; Sunnyvale, CA, USA","San Francisco, CA, USA; Sunnyvale, CA, USA",True
26736,array-labs,industry,Industrials,Industrials,True
26736,array-labs,subindustry,Industrials -> Aviation and Space,Industrials -> Aviation and Space,True
26736,array-labs,industries,"['Industrials', 'Aviation and Space']","['Industrials', 'Aviation and Space']",True
26736,array-labs,tags,['Satellites'],['Satellites'],True
26736,array-labs,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
26736,array-labs,stage,Early,Early,True
26736,array-labs,status,Active,Active,True
26736,array-labs,isHiring,False,False,True
26736,array-labs,nonprofit,False,False,True
26736,array-labs,top_company,False,False,True
26736,array-labs,launched_at,1659596762,1659596762,True
26736,array-labs,former_names,[],[],True
26736,array-labs,url,https://www.ycombinator.com/companies/array-labs,https://www.ycombinator.com/companies/array-labs,True
26736,array-labs,n_year(derived),2022,2022,True
26736,array-labs,n_subindustry_child(derived),Aviation and Space,Aviation and Space,True
26736,array-labs,n_is_us(derived),True,True,True
698,cheddar,name,Cheddar,Cheddar,True
698,cheddar,slug,cheddar,cheddar,True
698,cheddar,batch,Summer 2014,Summer 2014,True
698,cheddar,website,http://cheddar.io,http://cheddar.io,True
698,cheddar,one_liner,The Best Mobile Checking Account,The Best Mobile Checking Account,True
698,cheddar,long_description,"Ditch your bare-bones, high-fee checking account. You deserve free and powerful ","Ditch your bare-bones, high-fee checking account. You deserve free and powerful ",True
698,cheddar,team_size,2,2.0,True
698,cheddar,all_locations,,,True
698,cheddar,industry,Fintech,Fintech,True
698,cheddar,subindustry,Fintech -> Banking and Exchange,Fintech -> Banking and Exchange,True
698,cheddar,industries,"['Fintech', 'Banking and Exchange']","['Fintech', 'Banking and Exchange']",True
698,cheddar,tags,"['Fintech', 'Neobank']","['Fintech', 'Neobank']",True
698,cheddar,regions,['Unspecified'],['Unspecified'],True
698,cheddar,stage,Early,Early,True
698,cheddar,status,Inactive,Inactive,True
698,cheddar,isHiring,False,False,True
698,cheddar,nonprofit,False,False,True
698,cheddar,top_company,False,False,True
698,cheddar,launched_at,1398907951,1398907951,True
698,cheddar,former_names,[],[],True
698,cheddar,url,https://www.ycombinator.com/companies/cheddar,https://www.ycombinator.com/companies/cheddar,True
698,cheddar,n_year(derived),2014,2014,True
698,cheddar,n_subindustry_child(derived),Banking and Exchange,Banking and Exchange,True
698,cheddar,n_is_us(derived),False,False,True
27992,proglix,name,Proglix,Proglix,True
27992,proglix,slug,proglix,proglix,True
27992,proglix,batch,Winter 2023,Winter 2023,True
27992,proglix,website,https://proglix.com/,https://proglix.com/,True
27992,proglix,one_liner,B2B Marketplace for Steel Raw Materials,B2B Marketplace for Steel Raw Materials,True
27992,proglix,long_description,Proglix is a marketplace for small and medium manufacturers to buy metal and ste,Proglix is a marketplace for small and medium manufacturers to buy metal and ste,True
27992,proglix,team_size,25,25.0,True
27992,proglix,all_locations,"Jakarta, Jakarta, Indonesia","Jakarta, Jakarta, Indonesia",True
27992,proglix,industry,Industrials,Industrials,True
27992,proglix,subindustry,Industrials,Industrials,True
27992,proglix,industries,['Industrials'],['Industrials'],True
27992,proglix,tags,"['Marketplace', 'B2B', 'Manufacturing', 'E-commerce']","['Marketplace', 'B2B', 'Manufacturing', 'E-commerce']",True
27992,proglix,regions,"['Indonesia', 'Southeast Asia', 'Remote', 'Partly Remote']","['Indonesia', 'Southeast Asia', 'Remote', 'Partly Remote']",True
27992,proglix,stage,Growth,Growth,True
27992,proglix,status,Active,Active,True
27992,proglix,isHiring,False,False,True
27992,proglix,nonprofit,False,False,True
27992,proglix,top_company,False,False,True
27992,proglix,launched_at,1671782782,1671782782,True
27992,proglix,former_names,[],[],True
27992,proglix,url,https://www.ycombinator.com/companies/proglix,https://www.ycombinator.com/companies/proglix,True
27992,proglix,n_year(derived),2023,2023,True
27992,proglix,n_subindustry_child(derived),,nan,True
27992,proglix,n_is_us(derived),False,False,True
13400,hiresweet,name,HireSweet,HireSweet,True
13400,hiresweet,slug,hiresweet,hiresweet,True
13400,hiresweet,batch,Winter 2020,Winter 2020,True
13400,hiresweet,website,http://www.hiresweet.com,http://www.hiresweet.com,True
13400,hiresweet,one_liner,A talent acquisition software built for data-driven recruiting teams.,A talent acquisition software built for data-driven recruiting teams.,True
13400,hiresweet,long_description,,,True
13400,hiresweet,team_size,27,27.0,True
13400,hiresweet,all_locations,"Paris, Île-de-France, France; San Francisco, CA, USA","Paris, Île-de-France, France; San Francisco, CA, USA",True
13400,hiresweet,industry,B2B,B2B,True
13400,hiresweet,subindustry,B2B -> Recruiting and Talent,B2B -> Recruiting and Talent,True
13400,hiresweet,industries,"['B2B', 'Recruiting and Talent']","['B2B', 'Recruiting and Talent']",True
13400,hiresweet,tags,"['Recruiting', 'HR Tech']","['Recruiting', 'HR Tech']",True
13400,hiresweet,regions,"['France', 'United States of America', 'Europe', 'America / Canada']","['France', 'United States of America', 'Europe', 'America / Canada']",True
13400,hiresweet,stage,Early,Early,True
13400,hiresweet,status,Active,Active,True
13400,hiresweet,isHiring,False,False,True
13400,hiresweet,nonprofit,False,False,True
13400,hiresweet,top_company,False,False,True
13400,hiresweet,launched_at,1583787202,1583787202,True
13400,hiresweet,former_names,[],[],True
13400,hiresweet,url,https://www.ycombinator.com/companies/hiresweet,https://www.ycombinator.com/companies/hiresweet,True
13400,hiresweet,n_year(derived),2020,2020,True
13400,hiresweet,n_subindustry_child(derived),Recruiting and Talent,Recruiting and Talent,True
13400,hiresweet,n_is_us(derived),True,True,True
31390,wealor,name,Wealor,Wealor,True
31390,wealor,slug,wealor,wealor,True
31390,wealor,batch,Spring 2026,Spring 2026,True
31390,wealor,website,https://wealor.ai/,https://wealor.ai/,True
31390,wealor,one_liner,AI-native platform for wealth managers,AI-native platform for wealth managers,True
31390,wealor,long_description,,,True
31390,wealor,team_size,0,0.0,True
31390,wealor,all_locations,"San Francisco, CA, USA","San Francisco, CA, USA",True
31390,wealor,industry,Fintech,Fintech,True
31390,wealor,subindustry,Fintech -> Asset Management,Fintech -> Asset Management,True
31390,wealor,industries,"['Fintech', 'Asset Management']","['Fintech', 'Asset Management']",True
31390,wealor,tags,[],[],True
31390,wealor,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
31390,wealor,stage,Early,Early,True
31390,wealor,status,Active,Active,True
31390,wealor,isHiring,False,False,True
31390,wealor,nonprofit,False,False,True
31390,wealor,top_company,False,False,True
31390,wealor,launched_at,1779951603,1779951603,True
31390,wealor,former_names,[],[],True
31390,wealor,url,https://www.ycombinator.com/companies/wealor,https://www.ycombinator.com/companies/wealor,True
31390,wealor,n_year(derived),2026,2026,True
31390,wealor,n_subindustry_child(derived),Asset Management,Asset Management,True
31390,wealor,n_is_us(derived),True,True,True
30431,feyn,name,Feyn,Feyn,True
30431,feyn,slug,feyn,feyn,True
30431,feyn,batch,Spring 2025,Spring 2025,True
30431,feyn,website,https://www.usefeyn.com,https://www.usefeyn.com,True
30431,feyn,one_liner,Custom models trained on your data,Custom models trained on your data,True
30431,feyn,long_description,Feyn is an end-to-end service for building custom models from your data. Our mod,Feyn is an end-to-end service for building custom models from your data. Our mod,True
30431,feyn,team_size,3,3.0,True
30431,feyn,all_locations,"San Francisco, CA, USA","San Francisco, CA, USA",True
30431,feyn,industry,B2B,B2B,True
30431,feyn,subindustry,"B2B -> Engineering, Product and Design","B2B -> Engineering, Product and Design",True
30431,feyn,industries,"['B2B', 'Engineering, Product and Design']","['B2B', 'Engineering, Product and Design']",True
30431,feyn,tags,"['Artificial Intelligence', 'Developer Tools', 'AI', 'ML']","['Artificial Intelligence', 'Developer Tools', 'AI', 'ML']",True
30431,feyn,regions,"['United States of America', 'America / Canada']","['United States of America', 'America / Canada']",True
30431,feyn,stage,Early,Early,True
30431,feyn,status,Active,Active,True
30431,feyn,isHiring,False,False,True
30431,feyn,nonprofit,False,False,True
30431,feyn,top_company,False,False,True
30431,feyn,launched_at,1741421145,1741421145,True
30431,feyn,former_names,['Chonkie'],['Chonkie'],True
30431,feyn,url,https://www.ycombinator.com/companies/feyn,https://www.ycombinator.com/companies/feyn,True
30431,feyn,n_year(derived),2025,2025,True
30431,feyn,n_subindustry_child(derived),"Engineering, Product and Design","Engineering, Product and Design",True
30431,feyn,n_is_us(derived),True,True,True
479,buildzoom,name,BuildZoom,BuildZoom,True
479,buildzoom,slug,buildzoom,buildzoom,True
