tag,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Femtech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.475,0.0,0.0,0.0,0.0,0.0
Fertility Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.811,0.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FinOps,0.0,0.0,0.0,0.0,0.0,1.587,0.0,0.0,0.0,0.658,0.467,0.0,0.0,0.361,0.0,0.229,1.238,0.791,1.012,0.339,0.644,0.151,0.0
Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.671,0.0,0.0,0.467,0.446,1.245,0.361,1.622,1.373,1.1,1.266,3.441,3.22,1.932,2.259,0.0
Fintech,0.0,0.0,3.125,0.0,4.762,3.175,4.762,4.698,5.102,9.868,10.28,8.929,11.618,11.552,14.595,18.307,19.12,22.943,11.336,7.119,4.187,3.614,0.0
Fitness,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.0,1.02,0.658,0.0,0.446,0.0,0.0,0.0,1.144,0.688,0.0,0.405,0.508,0.0,0.0,0.0
Food,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.541,0.0,0.413,0.158,0.202,0.0,0.0,0.0,0.0
Food & Beverage,0.0,0.0,0.0,0.0,0.0,1.587,0.952,0.0,1.02,2.632,0.935,0.893,0.415,1.444,0.541,0.458,0.413,0.0,0.607,0.339,0.161,0.151,0.0
Food Service Robots & Machines,0.0,0.0,0.0,0.0,0.0,1.587,0.0,0.0,0.0,0.0,1.402,0.0,0.83,0.361,0.0,0.0,0.413,0.0,0.0,0.0,0.0,0.0,0.0
Food Tech,0.0,0.0,0.0,0.0,0.0,0.0,1.905,0.671,0.0,0.0,1.402,0.893,1.66,1.083,1.892,0.915,0.963,1.741,0.405,0.169,0.161,0.0,0.0
Fraud Detection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.446,0.0,0.361,0.0,0.0,0.138,0.316,0.405,0.169,0.0,0.151,0.0
Fraud Prevention,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.0,0.0,0.0,0.27,0.0,0.0,0.158,0.202,0.169,0.0,0.0,0.0
Fundraising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.0,0.0,0.0,0.0
Furniture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.446,0.415,0.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fusion Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322,0.0,0.0
Gaming,0.0,5.882,3.125,4.651,0.0,1.587,2.857,2.685,0.0,3.289,0.467,0.893,2.075,2.527,2.973,1.602,0.963,2.215,0.81,0.678,0.483,0.904,0.0
Gardening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0
Gene Therapy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,1.444,0.0,0.229,0.138,0.316,0.202,0.339,0.161,0.151,0.0
Generative AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.467,0.0,1.245,2.166,1.622,2.517,2.613,5.538,15.789,8.475,5.314,1.807,0.0
Genetic Engineering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.0,0.161,0.151,0.0
Genomics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.893,1.66,0.722,2.162,0.915,0.413,0.316,0.0,0.0,0.161,0.151,0.0
Geographic Information System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.275,0.158,0.0,0.0,0.161,0.151,0.0
Ghost Kitchens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.361,0.0,0.458,0.825,0.158,0.0,0.0,0.0,0.0,0.0
GovTech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,1.402,0.893,2.49,1.444,1.081,0.0,0.825,0.791,0.405,0.847,1.449,0.904,0.0
GraphQL,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.0,0.0,0.0,0.0,0.202,0.0,0.0,0.0,0.0
Grocery,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.671,0.0,0.0,0.0,1.339,0.415,1.083,1.081,0.915,1.238,0.316,0.607,0.0,0.161,0.0,0.0
HR Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.013,1.02,0.658,2.804,0.446,1.66,1.083,1.081,1.602,1.651,1.741,1.619,1.017,0.644,0.452,0.0
Hard Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.342,0.0,1.316,0.0,2.232,1.245,1.083,1.892,1.373,2.751,2.057,0.81,2.373,2.738,5.422,0.0
Hardware,0.0,0.0,0.0,0.0,2.381,0.0,0.952,2.013,5.102,1.974,3.738,4.018,4.564,2.888,4.054,1.373,1.651,1.899,0.607,1.525,4.026,4.367,0.0
Health & Wellness,0.0,0.0,0.0,0.0,0.0,1.587,0.0,0.0,1.02,2.632,0.467,0.446,0.0,0.722,0.27,1.602,1.651,0.316,0.607,0.339,0.966,0.904,0.0
Health Insurance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.013,1.02,0.0,0.0,0.0,0.415,0.361,0.27,0.686,0.55,0.0,1.417,0.339,0.483,0.301,0.0
Health Tech,0.0,0.0,0.0,0.0,0.0,0.0,1.905,1.342,2.041,3.947,3.271,3.571,4.564,3.249,2.973,4.119,2.338,3.165,4.453,2.712,2.738,0.753,0.0
Healthcare,0.0,0.0,0.0,0.0,0.0,0.0,1.905,2.013,2.041,0.658,3.271,3.571,4.564,4.332,1.622,3.661,3.439,4.272,6.68,4.576,2.899,1.958,0.0
Healthcare IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.446,0.0,0.361,0.27,0.229,0.688,0.633,2.024,0.678,1.127,0.452,0.0
Home Automation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.0,0.161,0.0,0.0
Home Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.415,0.0,0.0,0.0,0.138,0.158,0.405,0.508,0.483,0.602,0.0
Housing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.467,0.446,0.415,0.361,1.351,0.686,0.413,0.158,0.0,0.169,0.161,0.151,0.0
Human Resources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.0,0.658,0.935,0.0,0.0,1.083,0.541,0.229,0.55,0.633,0.0,0.339,0.0,0.301,0.0
Hydrogen Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.405,0.0,0.0,0.0,0.0
Identity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.446,0.0,0.361,0.27,0.0,0.413,1.108,0.0,0.169,0.0,0.151,0.0
Immigration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.541,0.0,0.0,0.0,0.0,0.169,0.322,0.0,0.0
Income Share Agreements,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.27,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0
India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935,0.893,3.32,1.083,1.351,1.602,0.413,0.633,0.202,0.0,0.0,0.0,0.0
Indoor Mapping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.361,0.27,0.0,0.138,0.158,0.0,1.186,2.093,1.355,0.0
Industrial Workplace Safety,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.0,0.0,0.541,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0
Infrastructure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.0,0.541,0.458,1.376,1.424,3.644,3.898,5.153,5.271,0.0
Insurance,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.0,0.0,0.0,0.935,1.786,3.32,1.083,1.351,0.686,1.1,2.373,1.012,1.864,1.127,1.657,100.0
International,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.0,0.415,0.0,0.0,0.0,0.138,0.0,0.0,0.508,0.0,0.0,0.0
Investing,0.0,0.0,3.125,0.0,0.0,0.0,0.952,1.342,1.02,1.316,2.336,0.0,1.66,0.722,0.811,0.458,0.825,1.266,1.215,1.186,0.805,1.355,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.138,0.316,0.202,0.169,0.161,0.151,0.0
IoT,0.0,0.0,0.0,0.0,2.381,0.0,0.952,1.342,2.041,3.947,0.935,2.679,2.49,1.083,1.351,0.686,0.55,0.316,0.0,0.0,0.0,0.151,0.0
IoT Security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.161,0.0,0.0
Kids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.342,0.0,0.658,0.0,0.446,0.0,0.0,0.0,0.686,0.275,0.0,0.0,0.0,0.0,0.0,0.0
Kubernetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935,0.0,0.0,0.0,0.541,0.686,0.138,0.475,0.405,0.0,0.0,0.151,0.0
Lab-on-a-chip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latin America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.0,0.722,1.081,1.144,0.55,0.316,0.202,0.169,0.0,0.0,0.0
Legal,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.0,2.041,0.0,0.0,0.0,0.415,1.083,0.541,0.0,0.275,0.475,0.81,1.525,1.61,0.452,0.0
LegalTech,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.0,2.041,0.658,1.869,0.446,0.0,0.722,1.351,0.686,0.825,0.949,0.81,1.864,1.449,0.452,0.0
Lending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.0,0.825,0.633,0.0,0.508,0.161,0.151,0.0
Lidar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0.0,0.0,0.0
Live,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.0,0.722,0.0,0.229,0.138,0.0,0.0,0.169,0.0,0.0,0.0
Livestock Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.0,0.0
Location-based,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.0
Logistics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,4.082,3.289,2.804,2.679,2.075,3.249,2.973,2.059,1.788,3.165,2.429,1.864,1.771,1.506,0.0
ML,0.0,0.0,0.0,2.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.0,0.27,0.0,0.275,0.475,0.607,0.508,0.483,0.602,0.0
Machine Learning,0.0,0.0,0.0,0.0,2.381,0.0,1.905,0.671,0.0,4.605,3.271,2.679,4.149,4.693,4.054,6.178,4.127,5.538,4.656,3.729,3.543,2.259,0.0
Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.342,1.02,0.0,1.402,0.893,1.66,0.722,0.811,0.686,0.825,1.741,1.215,2.542,3.543,2.861,0.0
Maritime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.0,0.0,0.0,0.161,0.0,0.0
Market Research,0.0,5.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.0,0.0,0.0,0.0,0.0,0.413,0.158,0.405,0.339,0.805,0.452,0.0
Marketing,0.0,0.0,3.125,0.0,0.0,6.349,2.857,3.356,2.041,1.974,0.467,1.339,0.83,0.0,1.892,0.686,1.1,2.69,3.239,2.542,2.254,0.904,0.0
Marketplace,0.0,5.882,0.0,2.326,11.905,6.349,11.429,5.369,12.245,9.211,7.477,8.929,9.129,5.054,6.216,6.865,7.29,5.854,2.632,1.356,1.288,0.904,0.0
Media,0.0,5.882,3.125,4.651,0.0,4.762,0.0,2.685,0.0,1.316,0.935,0.893,0.83,0.722,0.811,0.229,0.413,0.316,0.81,1.017,0.322,0.0,0.0
Medical Devices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,3.271,2.232,1.245,3.249,1.622,1.373,1.926,1.582,0.607,0.169,0.161,0.151,0.0
Medical Robotics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541,0.0,0.138,0.158,0.202,0.0,0.0,0.0,0.0
Mental Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.0,0.0,0.0,0.27,0.686,0.275,0.0,0.0,0.0,0.161,0.151,0.0
Mental Health Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.658,0.0,1.339,0.83,1.444,0.27,1.144,1.376,1.108,0.405,0.0,0.0,0.0,0.0
Messaging,0.0,0.0,6.25,0.0,0.0,1.587,3.81,4.027,1.02,1.974,1.402,1.786,1.245,0.722,0.541,0.686,0.275,0.633,0.0,0.339,0.0,0.151,0.0
Metaverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.0,0.0,0.0,0.446,0.0,0.0,0.811,0.229,0.0,0.316,0.0,0.0,0.0,0.0,0.0
Microfluidics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.361,0.0,0.0,0.138,0.0,0.202,0.0,0.0,0.0,0.0
Microinsurance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.0,0.0,0.0,0.138,0.158,0.0,0.0,0.0,0.0,0.0
Mining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.27,0.229,0.0,0.316,0.0,0.169,0.0,0.0,0.0
Mobility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,1.02,0.0,0.467,0.893,0.0,0.722,0.27,0.229,0.275,0.158,0.0,0.169,0.0,0.0,0.0
Monitoring,0.0,0.0,0.0,0.0,0.0,1.587,0.0,0.0,1.02,0.658,0.467,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.607,0.508,0.322,0.301,0.0
Music,0.0,5.882,3.125,4.651,2.381,0.0,1.905,0.671,2.041,0.0,0.0,0.446,0.83,0.0,0.0,0.229,0.138,0.316,0.0,0.339,0.161,0.0,0.0
NFT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.0,0.0,0.0,0.475,0.0,0.0,0.0,0.0,0.0
NLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.446,2.075,0.0,0.811,0.0,0.413,0.633,0.202,0.169,0.161,0.0,0.0
Nanomedicine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.0,0.0,0.722,0.0,0.0,0.138,0.0,0.202,0.0,0.0,0.0,0.0
Nanosensors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.415,0.0,0.0,0.458,0.0,0.0,0.0,0.169,0.0,0.0,0.0
Nanotechnology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.83,0.0,0.541,0.229,0.0,0.158,0.405,0.0,0.0,0.0,0.0
Navigation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.158,0.0,0.169,0.0,0.0,0.0
Neobank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.0,0.415,0.722,0.27,0.686,0.963,3.481,1.215,0.508,0.805,0.151,0.0
Networks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.446,0.0,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.0,0.0
Neurotechnology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.658,0.0,0.0,0.415,1.083,0.811,0.0,0.413,0.475,0.0,0.169,0.161,0.151,0.0
Next-gen Network Security,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.0,0.0,0.0,0.467,0.0,0.415,0.0,0.0,0.0,0.0,0.316,0.0,0.0,0.0,0.0,0.0
No-code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,1.02,0.0,0.0,0.0,0.0,0.361,0.27,0.458,0.825,0.949,0.81,1.017,0.805,0.0,0.0
Nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.0,1.974,2.336,1.339,1.66,0.361,0.811,0.458,0.275,0.316,0.0,0.0,0.0,0.0,0.0
Note-taking,0.0,0.0,0.0,0.0,0.0,1.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0.138,0.158,0.0,0.0,0.161,0.0,0.0
Notifications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oncology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935,0.0,0.83,0.722,0.0,0.229,0.275,0.633,0.405,0.847,0.0,0.301,0.0
Open Source,0.0,0.0,0.0,0.0,2.381,1.587,1.905,0.671,2.041,1.316,1.869,0.446,0.0,1.444,2.162,3.89,2.889,3.797,6.478,3.22,3.382,1.506,0.0
Operations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.415,0.0,0.0,0.0,0.688,0.475,0.81,2.034,1.288,0.602,0.0
Payments,0.0,0.0,0.0,2.326,0.0,0.0,3.81,1.342,4.082,2.632,2.804,1.339,2.49,1.444,3.243,2.059,3.164,5.222,4.049,1.525,0.644,0.301,0.0
Payroll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.0,0.0,0.0,0.0,0.415,0.361,0.541,0.0,0.275,0.316,0.81,0.339,0.0,0.151,0.0
Pediatrics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.27,0.0,0.0,0.158,0.0,0.0,0.0,0.0,0.0
Personalization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.0,0.658,0.467,0.893,0.415,0.0,0.27,0.229,0.0,0.0,0.0,0.169,0.161,0.452,0.0
Plant-based Meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Podcasts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.361,0.27,0.229,0.138,0.158,0.0,0.169,0.0,0.0,0.0
Primary Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.0,0.0,0.361,0.27,0.229,0.413,0.158,0.0,0.0,0.0,0.0,0.0
Privacy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.342,0.0,1.316,0.0,1.339,0.0,0.0,0.27,0.0,0.413,0.475,0.405,0.339,0.161,0.151,0.0
Procurement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.0,0.415,0.0,0.27,0.229,0.413,0.0,0.202,0.508,0.161,0.301,0.0
Productivity,0.0,5.882,3.125,0.0,2.381,4.762,3.81,2.013,3.061,1.316,0.935,1.339,1.245,1.083,2.703,3.204,2.751,4.114,3.846,3.898,3.221,1.054,0.0
Proptech,0.0,0.0,0.0,2.326,0.0,0.0,0.952,0.671,0.0,0.658,1.402,0.893,1.66,0.361,1.351,1.602,2.063,3.323,2.024,1.356,0.644,0.0,0.0
Psychedelics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quantum Computing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.0,0.0,0.0,0.27,0.229,0.0,0.0,0.0,0.169,0.0,0.0,0.0
Radar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.0
Real Estate,0.0,0.0,0.0,0.0,2.381,3.175,2.857,0.671,2.041,0.658,1.402,1.786,1.66,1.444,2.162,0.686,0.825,2.69,1.417,1.356,0.805,0.753,0.0
Recommendation System,0.0,0.0,0.0,0.0,4.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.202,0.0,0.0,0.0,0.0
Recruiting,0.0,0.0,0.0,0.0,0.0,1.587,1.905,0.671,2.041,0.0,1.402,0.446,3.32,0.722,2.973,1.373,1.788,0.633,0.607,0.508,0.805,0.602,0.0
Referrals,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.0,0.0,0.0,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regtech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.27,0.229,0.275,0.791,0.81,0.508,0.161,0.301,0.0
Reinforcement Learning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.0,0.0,0.27,0.0,0.0,0.0,0.405,0.847,2.576,2.711,0.0
Remittances,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.0,0.27,0.229,0.0,0.158,0.202,0.169,0.0,0.0,0.0
Remote,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.658,0.0,0.0,0.415,0.0,0.27,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0
Remote Work,0.0,5.882,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.658,0.0,0.0,0.415,0.361,0.0,0.458,0.688,0.158,0.202,0.169,0.0,0.151,0.0
Renewable Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.446,0.415,0.0,0.811,0.0,0.275,0.316,0.607,0.339,0.161,0.452,0.0
Restaurant Tech,0.0,0.0,0.0,0.0,0.0,1.587,0.0,0.0,1.02,0.0,0.935,0.0,0.0,0.0,0.811,0.0,0.275,0.0,0.405,0.169,0.322,0.301,0.0
Retail,0.0,0.0,0.0,0.0,0.0,0.0,1.905,2.013,1.02,1.974,1.402,2.679,1.245,0.0,0.811,0.915,0.55,0.475,1.619,0.508,0.322,0.151,0.0
Retail Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.0,1.02,0.0,0.935,0.446,0.415,0.361,0.811,0.686,0.138,0.0,0.0,0.508,0.161,0.0,0.0
Reviews,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.169,0.0,0.0,0.0
Ridesharing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0
Robotic Process Automation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.361,0.811,0.229,0.688,0.475,1.012,0.508,0.805,0.904,0.0
Robotic Surgery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722,0.0,0.0,0.0,0.158,0.0,0.0,0.0,0.0,0.0
Robotics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.013,1.02,0.0,1.869,2.232,0.83,2.527,2.162,1.831,1.651,1.266,0.202,2.712,4.509,5.873,0.0
Rocketry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0.161,0.0,0.0
SEO,0.0,0.0,0.0,0.0,0.0,1.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.158,0.0,0.169,0.0,0.151,0.0
SMB,0.0,0.0,0.0,0.0,0.0,1.587,0.952,0.671,1.02,0.0,0.0,0.446,0.415,0.361,0.27,0.229,0.138,0.158,0.405,0.508,0.161,0.151,0.0
SMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.0,0.658,0.0,0.0,0.0,0.0,0.0,0.229,0.0,0.158,0.202,0.339,0.0,0.0,0.0
SaaS,0.0,5.882,3.125,6.977,2.381,1.587,17.143,11.409,9.184,12.5,15.888,11.161,10.788,14.801,18.378,28.375,29.436,27.532,26.113,14.746,10.95,5.572,0.0
Sales,0.0,0.0,0.0,0.0,2.381,0.0,1.905,0.671,0.0,1.316,0.0,2.232,0.0,0.361,0.541,1.144,1.651,4.114,4.049,3.051,3.06,0.602,0.0
Sales Enablement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.467,0.893,0.0,0.0,0.27,0.458,0.688,1.424,1.012,0.678,1.127,0.452,0.0
Satellites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.446,0.415,0.0,0.0,0.229,0.688,0.791,0.405,0.508,0.322,0.301,0.0
