era,edition_label,title,edition_order,first_seen_snapshot,last_seen_snapshot,n_snapshots,partner,body_text,n_body_versions,source_url,body_chars
consolidated,August 2015,Energy,20152,20150901100100,20160902230944,13,,"There is a remarkable correlation between the cost of energy and quality of life. Throughout history, when the cost of energy has come down a lot (for example, with the steam engine) the quality of life has drastically improved. Cheap energy would do a huge amount to reduce poverty. New energy sources could also help the environment, the economy, reduce war, ensure a stable future, make food and water more abundant, and much more. We believe economics will dominate - new sources must be cheaper than old ones, without subsidies, and be able to scale to global demand. Nuclear energy can hit the bid, and possibly so can renewables. But pricing is the first order question. In addition to generation, we're also interested in energy storage and transmission. 10x better batteries would enable great new things, as would the ability to easily move energy around.",1,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,865
consolidated,August 2015,Enterprise Software,20152,20150901100100,20160902230944,13,,"Software used by large companies is still awful and still very lucrative. Category-defining enterprise software companies will emerge to solve problems for every vertical, every business size, and every job function. Here are 3 specific areas we think are particularly interesting: Making The Expensive Cheap : Because of the cost of traditional enterprise software, many categories of solutions were previously cost prohibitive for small or even medium sized businesses to benefit from. The Next Billion Workers : Traditionally office-based knowledge workers have been the users of enterprise software. Mobile phones and tablets turn every type of employee -- from the retail store associate to the field services team -- into a knowledge worker. Digitizing Every Industry : Every industry is going through some form of information-based disruption; this is causing businesses to modernize their practices, leveraging new data, accelerating key processes, and delivering digitally-enabled experiences in the process.",1,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,1017
consolidated,August 2015,Financial Services,20152,20150901100100,20160902230944,13,,"Saving money is hard and Americans are particularly bad at it. Because the personal savings rate has largely been falling since the early 80s, we don't have sufficient cushions to face economic shocks, weather unexpected unemployment, or even enjoy our retirements. Its simply too hard to find good ways to save or to invest. Savings accounts only pay a fraction of what's needed to keep up with inflation. Picking individual stocks and bonds exposes investors to huge volatility and does nothing to guarantee a return. While investors can dampen their volatility through various exchanges or closed ended funds, the reality is that few have the expertise needed to properly mix those funds, rebalance them, and optimize them for taxes to capture the best possible return (no matter how you define that) given each dollar of invested capital. Even if investors were able to pick optimal investment strategies, they'd find that that fees are a huge drag on performance. This seems to us like something software should help solve. We'd like to see teams tackling each of the component issues around saving and investing, along with ones tackling the entire package.",3,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,1163
consolidated,August 2015,Global Health Non-profits,20152,20150901100100,20160902230944,13,,"There are lots of cheap, proven ways to save and improve people's lives. They should be reaching everyone. Why do so many people in the developing world still suffer for lack of simple things like bednets, vaccines, and iodized salt? Part of the problem is money, and we're interested in new ways to get people to give. Part of it is execution, and we'd love to see nonprofits that are truly data-literate and metrics-driven closing these gaps.",1,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,444
consolidated,August 2015,Global Infrastructure,20152,20150901100100,20160902230944,13,,"The private sector can build huge things. In recent years, we’ve seen SpaceX launch the Dragon, building atop NASA’s storied foundation; the EC-funded Human Brain Project push our understanding of the brain ever forward; massive Chinese FDI in rail, hydropower and port infrastructure across Africa; and an incredible array of data centers around the world, built by tech companies. Government funding makes a big impact, but an ever-rising degree of our global infrastructure is being created and managed by companies & nonprofits. What can we do to push that forward? What projects aren’t yet being built, that we sorely need? How do we make physical infrastructure more affordable at scale?",1,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,693
consolidated,August 2015,Healthcare,20152,20150901100100,20160902230944,13,,"Healthcare in the United States is badly broken. We are getting close to spending 20% of our GDP on healthcare; this is unsustainable. We're interested in ways to make healthcare better for less money, not in companies that are able to exploit the system by overcharging. We're especially interested in preventative healthcare, as this is probably the highest-leverage way to improve health. Sensors and data are interesting in lots of different areas, but especially for healthcare. Medical devices also seem like fertile ground for startups.",1,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,543
consolidated,August 2015,Hollywood 2.0,20152,20150901100100,20160902230944,13,,"New celebrities don’t get discovered by talent agents, they get discovered directly by their fans on YouTube. In 2014, movies had their worst summer since 1997. Just like future celebrities are unlikely to get their start with talent agencies, future content consumers will watch content online instead of at the theater, and probably in very different ways. Celebrities now have direct relationships with their fans. They can also distribute content in new ways. There are almost certainly huge new businesses that will get built as part of this shift.",1,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,553
consolidated,August 2015,Human Augmentation,20152,20150901100100,20160902230944,13,,We like companies that try to augment humans. This is a very general category because there are a lot of different ways to do this. Biotech can help us live longer and be smarter. Robots can help us do physical things we otherwise couldn’t. Software can help us focus on simple actions that make us happier and help large groups of us organize ourselves better. And on and on and on.,1,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,383
consolidated,August 2015,Internet Infrastructure,20152,20150901100100,20160902230944,13,,"We can't imagine life without the Internet. We need to be sure it keeps working--this includes everything from security to free and open communication to infrastructure. The Internet is a transformative power, and we're particularly interested in applications that transform the big underpinnings of society (bitcoin is a great example!). The Internet lets people around the world coordinate action--there are almost certainly important businesses to be built around this concept. An important trend is the API-ification of everything. As more and more businesses are accessible with a web API, the Internet becomes more and more powerful.",1,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,639
consolidated,August 2015,Nanotech,20152,20150901100100,20160902230944,13,,"The timeline from research to commercialization is getting much shorter, though it’s still remarkably complex. There are a dozen breakthroughs left between us and the first effective nanobots -- along the way, we’ll learn how best to actively destroy viruses and bacteria, repair gene damage, supply supplemental oxygen and nutrients to our cells, embed microscopic sensors & seed lighter-than-air nanobots across our globe, and custom-build massive structures in minutes. Which breakthroughs will have early commercial applications, for the right startup team to tackle?",1,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,571
consolidated,August 2015,One Million Jobs,20152,20150901100100,20160902230944,13,,"We want to fund companies that have the potential to create a million jobs. There are a lot of areas where it makes sense to divide labor between humans and computers-—we are very good at some things computers are terrible at and vice versa—-and some of these require huge amounts of human resources. This is both good for the world and likely a good business strategy—-as existing jobs go away, a company that creates a lot of new jobs should be able to get a lot of talented people.",1,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,484
consolidated,August 2015,Pharmaceuticals,20152,20150901100100,20160902230944,13,,Drug development has gotten slower and more expensive. We'd like to fund companies doing this in new ways. We take a broad view of this--we're interested in things that may not become prescription drugs but still really help people. Areas like nootropics seem underexplored.,1,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,274
consolidated,August 2015,Programming Tools,20152,20150901100100,20160902230944,13,,"Software developers are shaping more and more of our daily lives. The products they use to make software are a powerful lever: they have a dramatic impact on the quality and kind of software being built. We're interested in helping developers create better software, faster. This includes new ways to write, understand, and collaborate on code, and the next generation of tools and infrastructure for delivering software continuously and reliably. We believe it's especially important to build products that make software development accessible to the widest part of our society. In fact, we’re especially interested in new ways to program. There are probably much better ways for people to program, and figuring one out would have a huge impact. The frameworks are better, the languages a bit more clever, but mostly we’re doing the same things. One way to think about this is: what comes after programming languages?",1,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,918
consolidated,August 2015,Robotics,20152,20150901100100,20160902230944,13,,"Robots will be a major way we get things done in the physical world. Our definition is pretty broad--for example, we count a self-driving car as a robot. Robots are how we'll likely explore space and maybe even the human body.",1,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,226
consolidated,August 2015,Science,20152,20150901100100,20160902230944,13,,"Science seems broken. The current funding models are broken and favor political skill over scientific genius. We need new business models for basic research. There are a lot of areas where scientific developments can have huge commercial applications--materials, neuroscience, climate engineering, and cheaper/better ways to get to space, just to name a few--and we'd love to figure out a way for it to happen. Bell Labs worked a long time ago but would probably not work in today's world.",1,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,489
consolidated,August 2015,Transportation & Housing,20152,20150901100100,20160902230944,13,,"About half of all energy is used on transportation, and people spend a huge amount of time unhappily commuting. Face-to-face interaction is still really important; people still need to move around. And housing continues to get more expensive, partially due to difficulties in transportation. We're interested in better ways for people to live somewhere nice, work together, and have easier commutes. Specifically, lightweight, short-distance personal transportation is something we're interested in.",1,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,499
consolidated,August 2015,Underserved Communities,20152,20150901100100,20160902230944,13,,"Tens of millions of working poor in American don't see a path to the middle class These people have to navigate a world with substandard services, low quality housing, overcrowded schools, and crime in their neighborhoods. They are often unbanked living paycheck to paycheck. We're interested in funding products and services to help this very large market achieve their dreams.",1,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,378
consolidated,August 2015,VR and AR,20152,20150901100100,20160902230944,13,,"Virtual reality and augmented reality have been a long-unfulfilled promise. But we feel the wave is coming, and this is the right time to start working on it.",1,https://web.archive.org/web/20150901100100/https://www.ycombinator.com/rfs,158
consolidated,August 2015,Cities of the Future,20152,20160304012107,20160902230944,7,,"The migration of of people to cities has driven a huge amount of change over the course of human history. That trend shows no sign of slowing, and we're likely headed to a future where cities of 40mm people and more are fairly common (the Tokyo urban area is already there). Cities that large will create all kinds of problems in how people move, how they are fed, how they communicate, congregate, and where they live and work. Without new technologies, these problems could doom the success of these new megalopolises and the happiness of the people within them. We want to fund founders who want to spend their lives making cities work better for people.",1,https://web.archive.org/web/20160304012107/https://www.ycombinator.com/rfs,657
consolidated,September 2016,A.I.,20162,20161003082811,20180305063455,16,,"Relative to the potential impact , it doesn't seem like enough smart people are working on this. A lot of smart people talk about AI with a combination of awe and fear, both for good reasons. But it feels like it could be one of the dividing lines in the history of technology, where before and after look totally different. We're especially interested in people applying new research to ""narrow"" domains like self-driving cars, drug discovery, programming assistant, fraud detection, etc.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,489
consolidated,September 2016,Biotech,20162,20161003082811,20180305063455,16,,"It's still early, but it seems like we're finally making real progress hacking biology. There are so many directions this can go--fighting disease, slowing aging, merging humans and computers, downloading memories, genetic programming, etc. We are certain that this is going to be a surprising, powerful and controversial field over the next several decades. It feels a little bit like microcomputers in the 1970s. Reading DNA has become incredibly fast and cheap. There are many interesting applications here. There are perhaps even more interesting applications as we get better at writing DNA. We are especially interested in applications of biotech to prevent its own misuses. For example, if the bad guys can create new infectious diseases quickly, it'd be nice if the good guys could create new cures and vaccines quickly as well.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,836
consolidated,September 2016,Computer Security,20162,20161003082811,20180305063455,16,,"Securing computers is difficult because the work required is so asymmetric -- the attacker only has to find one flaw, while a defender has to protect against every possible weakness. Unfortunately, securing computers isn't just hard - it's critically and increasingly important. As the software revolution continues and more critical information and systems are connected to the Internet, we become more vulnerable to cyberattacks and the disruption is more severe.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,465
consolidated,September 2016,Diversity,20162,20161003082811,20180305063455,16,,"A diverse workforce is good for business and good for the world. Without different perspectives, the products and services we create will miss big opportunities for large segments of people. We want to fund non-profits and startups that are working on making technology a place that is more inclusive and attractive to people of all ages, races, sexual orientations, and cultures.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,380
consolidated,September 2016,Education,20162,20161003082811,20180305063455,16,,"If we can fix education, we can eventually do everything else on this list. The first attempts to use technology to fix education have focused on using the Internet to distribute traditional content to a wider audience. This is good, but the Internet is a fundamentally different medium and capable of much more. Solutions that combine the mass scale of technology with one-on-one in-person interaction are particularly interesting to us. This may not require a ""breakthrough"" technology in the classical sense, but at a minimum it will require very new ways of doing things.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,575
consolidated,September 2016,Energy,20162,20161003082811,20180305063455,16,,"There is a remarkable correlation between the cost of energy and quality of life. Throughout history, when the cost of energy has come down a lot (for example, with the steam engine) the quality of life has drastically improved. Cheap energy would do a huge amount to reduce poverty. New energy sources could also help the environment, the economy, reduce war, ensure a stable future, make food and water more abundant, and much more. We believe economics will dominate - new sources must be cheaper than old ones, without subsidies, and be able to scale to global demand. Nuclear energy can hit the bid, and possibly so can renewables. But pricing is the first order question. In addition to generation, we're also interested in energy storage and transmission. 10x better batteries would enable great new things, as would the ability to easily move energy around.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,865
consolidated,September 2016,Enterprise Software,20162,20161003082811,20180305063455,16,,"Software used by large companies is still awful and still very lucrative. Category-defining enterprise software companies will emerge to solve problems for every vertical, every business size, and every job function. Here are 3 specific areas we think are particularly interesting: Making The Expensive Cheap : Because of the cost of traditional enterprise software, many categories of solutions were previously cost prohibitive for small or even medium sized businesses to benefit from. The Next Billion Workers : Traditionally office-based knowledge workers have been the users of enterprise software. Mobile phones and tablets turn every type of employee -- from the retail store associate to the field services team -- into a knowledge worker. Digitizing Every Industry : Every industry is going through some form of information-based disruption; this is causing businesses to modernize their practices, leveraging new data, accelerating key processes, and delivering digitally-enabled experiences in the process.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,1017
consolidated,September 2016,Financial Services,20162,20161003082811,20180305063455,16,,"The world's financial systems are increasingly unable to meet the demands of consumers and businesses. That makes some sense because regulations designed to protect customers can't change fast enough to keep up with the pace at which technology is changing the needs of those customers. This mismatch creates inefficiencies at almost every level of the financial system. It impacts how people invest their savings, how businesses gain access to capital to grow, how risk is priced and insured, and how financial firms do business with each other. We think that software will accelerate the pace at which financial services change and will eventually shift the nature of regulations. We want to fund companies with novel ideas of how to make that happen.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,753
consolidated,September 2016,Food and Farming:,20162,20161003082811,20180305063455,16,,"An estimated 40% of the world's workforce works in agriculture. Better food and farming could increase the world's health, unlock the potential of numerous workers, and improve living conditions for billions of animals. We believe economics will dominate - reducing cost while preserving or improving flavor will win the day.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,325
consolidated,September 2016,Global Health Non-profits,20162,20161003082811,20180305063455,16,,"There are lots of cheap, proven ways to save and improve people's lives. They should be reaching everyone. Why do so many people in the developing world still suffer for lack of simple things like bednets, vaccines, and iodized salt? Part of the problem is money, and we're interested in new ways to get people to give. Part of it is execution, and we'd love to see nonprofits that are truly data-literate and metrics-driven closing these gaps. Organizations like GiveWell have large amounts of funding at the ready for provably effective global health interventions.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,567
consolidated,September 2016,Healthcare,20162,20161003082811,20180305063455,16,,"Healthcare in the United States is badly broken. We are getting close to spending 20% of our GDP on healthcare; this is unsustainable. We're interested in ways to make healthcare better for less money, not in companies that are able to exploit the system by overcharging. We're especially interested in preventative healthcare, as this is probably the highest-leverage way to improve health. Sensors and data are interesting in lots of different areas, but especially for healthcare. Medical devices also seem like fertile ground for startups.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,543
consolidated,September 2016,Hollywood 2.0,20162,20161003082811,20180305063455,16,,"New celebrities don’t get discovered by talent agents, they get discovered directly by their fans on YouTube. In 2014, movies had their worst summer since 1997. Just like future celebrities are unlikely to get their start with talent agencies, future content consumers will watch content online instead of at the theater, and probably in very different ways. Celebrities now have direct relationships with their fans. They can also distribute content in new ways. There are almost certainly huge new businesses that will get built as part of this shift.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,553
consolidated,September 2016,Human Augmentation,20162,20161003082811,20180305063455,16,,We like companies that try to augment humans. This is a very general category because there are a lot of different ways to do this. Biotech can help us live longer and be smarter. Robots can help us do physical things we otherwise couldn’t. Software can help us focus on simple actions that make us happier and help large groups of us organize ourselves better. And on and on and on.,1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,383
consolidated,September 2016,Mass Media:,20162,20161003082811,20180305063455,16,,"What can we do to bring up the baseline and make the vast majority of our mass media better? Media outlets that rely on polarization, misinformation, passivity, and fear, are not improving society. We’re looking for ways to bring the average back up and improve mass media.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,273
consolidated,September 2016,One Million Jobs,20162,20161003082811,20180305063455,16,,"We want to fund companies that have the potential to create a million jobs. There are a lot of areas where it makes sense to divide labor between humans and computers-—we are very good at some things computers are terrible at and vice versa—-and some of these require huge amounts of human resources. This is both good for the world and likely a good business strategy—-as existing jobs go away, a company that creates a lot of new jobs should be able to get a lot of talented people.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,484
consolidated,September 2016,Pharmaceuticals,20162,20161003082811,20180305063455,16,,Drug development has gotten slower and more expensive. We'd like to fund companies doing this in new ways. We take a broad view of this--we're interested in things that may not become prescription drugs but still really help people. Areas like nootropics seem underexplored.,1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,274
consolidated,September 2016,Programming Tools,20162,20161003082811,20180305063455,16,,"Software developers are shaping more and more of our daily lives. The products they use to make software are a powerful lever: they have a dramatic impact on the quality and kind of software being built. We're interested in helping developers create better software, faster. This includes new ways to write, understand, and collaborate on code, and the next generation of tools and infrastructure for delivering software continuously and reliably. We believe it's especially important to build products that make software development accessible to the widest part of our society. In fact, we’re especially interested in new ways to program. There are probably much better ways for people to program, and figuring one out would have a huge impact. The frameworks are better, the languages a bit more clever, but mostly we’re doing the same things. One way to think about this is: what comes after programming languages?",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,918
consolidated,September 2016,Robotics,20162,20161003082811,20180305063455,16,,"Robots will be a major way we get things done in the physical world. Our definition is pretty broad--for example, we count a self-driving car as a robot. Robots are how we'll likely explore space and maybe even the human body.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,226
consolidated,September 2016,Transportation & Housing,20162,20161003082811,20180305063455,16,,"About half of all energy is used on transportation, and people spend a huge amount of time unhappily commuting. Face-to-face interaction is still really important; people still need to move around. And housing continues to get more expensive, partially due to difficulties in transportation. We're interested in better ways for people to live somewhere nice, work together, and have easier commutes. Specifically, lightweight, short-distance personal transportation is something we're interested in.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,499
consolidated,September 2016,Underserved Communities and Social Services,20162,20161003082811,20180305063455,16,,"Tens of millions of working poor in America don't see a path to the middle class. This population has to navigate a world with substandard services, low quality housing, overcrowded schools, and crime in their neighborhoods. They are often unbanked and living paycheck to paycheck. The US government alone spends hundreds of billions of dollars per year on social services and safety net programs for these underserved communities. We believe great non-profits and for-profits can bring technology and strong metrics-driven approaches to this largely ignored, massive market.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,575
consolidated,September 2016,VR and AR,20162,20161003082811,20180305063455,16,,"Virtual reality and augmented reality have been a long-unfulfilled promise. But we feel the wave is coming, and this is the right time to start working on it.",1,https://web.archive.org/web/20161003082811/https://www.ycombinator.com/rfs,158
consolidated,September 2016,Future of Work:,20162,20170316103204,20180305063455,13,,"Jobs will look very different 25 years from now. We’ve already seen a massive shift toward automation, and the pace of technology’s impact on work isn’t slowing down. A study by the World Economic Forum estimates that in the next five years, 5 million jobs in 15 economies will be lost. We’re interested in what comes next. People seek full-time jobs for many reasons, including money, healthcare, and a sense of purpose. We’d love to see solutions that address each of these factors (or any others) in anticipation of a changing job market.",1,https://web.archive.org/web/20170316103204/https://www.ycombinator.com/rfs,541
consolidated,September 2016,Improving Democracy:,20162,20170316103204,20180305063455,13,,"There are thousands of ways technology can be applied to improve democracy. For democracy to function effectively, more of us need to be engaged and empowered. We’d like to see startups and non-profits who are using technology to make it easier and more appealing to get involved in the political process. We want technology that makes it easy to understand how new laws and programs impact you, programs that teach people how to run for office, and communication tools that make it easier for citizens to be heard by their representatives. We’d like to see tools that address problems in the voting process, such as voter suppression and gerrymandering.",1,https://web.archive.org/web/20170316103204/https://www.ycombinator.com/rfs,654
consolidated,September 2016,News:,20162,20170316103204,20180305063455,13,,"We need accurate, unbiased press to make our democracy work. We’re facing two major issues with news. The first is fake news. The business model for online media rewards the people who get the greatest number of page views, clicks and likes. That results in a system that prizes virality over truth. Building tools for fact-checking will become increasingly important. Second is the issue of protecting the freedom of the press. We’re looking to fund tools that can help protect and defend journalists and their sources.",1,https://web.archive.org/web/20170316103204/https://www.ycombinator.com/rfs,520
consolidated,September 2016,Water:,20162,20170316103204,20180305063455,13,,"Global water demand will increase 50% by 2050. We’re close to a tipping point where technology will let us make clean water extremely abundant and cheap. We will create more than enough clean water for everyone in the world, for any use necessary. We’d love to help founders working on this problem get there faster. Ideas could range from lower-cost desalination plants, novel purification technologies, smart irrigation systems, mechanisms to reduce water usage, or something completely different.",1,https://web.archive.org/web/20170316103204/https://www.ycombinator.com/rfs,499
consolidated,March 2018,A.I.,20180,20180401145637,20200401232808,21,,"AI stands to have a large impact on society. So large that we've created a vertical within YC for it. It feels like it could be one of the dividing lines in the history of technology, where before and after look totally different. We’re interested in people applying research to any narrow domain (drug discovery, programming assistant, legal advice, fraud detection, etc) and especially those focused on the intersection of AI and robotics (manufacturing, self-driving cars, etc).",1,https://web.archive.org/web/20180401145637/https://www.ycombinator.com/rfs,481
consolidated,March 2018,Bio,20180,20180401145637,20200401232808,21,,"It's still early, but it seems like we're finally making real progress hacking biology. We are certain that this is going to be a surprising, powerful and controversial field over the next several decades. It feels a little bit like microcomputers in the 1970s. Engineering principles are now routinely applied through synthetic biology and bio is touching all aspects of life from healthcare to manufacturing and even food and agriculture. There are so many directions this can go–fighting disease, slowing aging, merging humans and computers, downloading memories, genetic programming, etc. Reading DNA has become incredibly fast and cheap. There are many interesting applications here. There will perhaps be even more interesting applications as we get better at writing DNA. We are also interested in applications of biotech to prevent its own misuses. For example, if the bad guys can create new infectious diseases quickly, it’d be nice if the good guys could create new cures and vaccines quickly as well. Note: To learn about the YC Bio program, a track specifically for healthspan and aging-related bio companies, go here .",3,https://web.archive.org/web/20180401145637/https://www.ycombinator.com/rfs,1132
consolidated,March 2018,Brick and Mortar 2.0,20180,20180401145637,20200401232808,21,,"We are interested in seeing startups that use brick-and-mortar commercial or retail space in interesting and efficient ways. Amazon is putting malls and big box stores out of business. Rather than fighting a losing battle with Amazon, brands need to rethink how to use retail space in ways that play to their strengths. Tesla, Warby Parker, and Peloton, for example, use brick and mortar locations as showrooms that complement their online sales channels. Without the need to store inventory, retail space can be used much more efficiently. Interesting uses of brick-and-mortar space are not limited to retail stores: similar sea changes are happening to restaurants, entertainment venues, local service providers, and office buildings. New businesses will be purpose-built for customers that are trained to expect features like online ordering, deep integrations with other services, and immediate delivery. Flexibility is key. For instance, it is likely that rather than multi-year leases, businesses of the future will utilize “micro-leases” that last days or even hours. Additionally, the era of big box stores that migrated consumer attention out of main street and into suburban shopping centers flanked by parking lots is likely to change as the era of self-driving begins. Once self-driving cars are adopted widely, our relationship with physical space will evolve in ways that are hard to predict. We want to see startups that are thinking about that shift and building new ways to use physical space.",1,https://web.archive.org/web/20180401145637/https://www.ycombinator.com/rfs,1510
consolidated,March 2018,Carbon Removal Technologies,20180,20180401145637,20200401232808,21,,"The Paris Agreement set forth a global goal to limit the earth’s temperature increase to 1.5°C this century. Just switching to renewables isn’t going to be enough to reach that goal. We will also have to remove carbon from the atmosphere. Carbon removal and sequestration technologies are still in their infancy. The current solutions can be divided into two groups: natural (such as reforestation and biochar) and technological (such as direct air capture). Two challenges with direct air capture are costs and scale. Several countries including the US recently stepped up and created financial incentives for removing carbon from the atmosphere, but it is not yet cost effective with current technology. More information is available at the Center for Carbon Removal . Other approaches to geoengineering to counteract the effects of climate change could have potential as well.",2,https://web.archive.org/web/20180401145637/https://www.ycombinator.com/rfs,879
consolidated,March 2018,Cellular Agriculture and Clean Meat,20180,20180401145637,20200401232808,21,,"Recent scientific developments have changed the way we think about producing protein. For the first time, we can now produce food that is scientifically indistinguishable from animal products like meat and dairy, using only cells and not harming any animals. Today humans use farm animals mostly for meat and dairy production. Whether or not you believe this is cruel and wasteful, we know it’s not sustainable. More people eat meat every year, yet most of the available farmland in our world is already being used for production of meat. The agricultural sector is the world's second-largest emitter of greenhouse gas after the energy sector, and the use of antibiotics in farming is real danger to our own health system. Growing real animal-meat directly from cells is a revolutionary science. We would love to fund more startups taking this science to market. We also want to fund startups specializing in the scaling phase of cellular agriculture. The world will massively benefit from a more sustainable, cheaper and more healthy production of meat.",1,https://web.archive.org/web/20180401145637/https://www.ycombinator.com/rfs,1054
consolidated,March 2018,Cleaner Commodities,20180,20180401145637,20200401232808,21,,"At current rates of deforestation, there will be no rainforests in 100 years. There are many environmental reasons for why this is bad, but it will also be problematic for the industries relying on these increasingly scarce resources. Startups have already started to address the need for cleaner consumer products, but industrial commodities like palm oil and soy are getting less attention. For example, palm oil is the most used vegetable oil in the world -- it’s in about 50% of grocery-store products. In 2016, the global palm oil market was valued at over $65 billion and it’s expected to reach $92 billion by 2021. But, palm oil production tends to rely on crude, environmentally destructive slash/burn methods, exploitative labor practices, and contributes the most global-warming emissions of any commodity aside from beef. We think these big market/low-tech industries could be interesting to go after. Examples of startups we’d like to see apply are those working on synthetics, cleaner alternatives, or supply-chain improvements. Price point will likely be very important here, more so than for consumer products. It would also be great if new jobs are created or if the solution involves reforesting.",1,https://web.archive.org/web/20180401145637/https://www.ycombinator.com/rfs,1213
consolidated,March 2018,Computer Security,20180,20180401145637,20200401232808,21,,"Securing computers is difficult because the work required is so asymmetric -- the attacker only has to find one flaw, while a defender has to protect against every possible weakness. Unfortunately, securing computers isn’t just hard—it’s critically and increasingly important. As more critical information and systems are connected to the Internet, we become more vulnerable to cyberattacks and the disruption is more severe.",1,https://web.archive.org/web/20180401145637/https://www.ycombinator.com/rfs,425
consolidated,March 2018,Diversity,20180,20180401145637,20200401232808,21,,"A diverse workforce is good for business and good for the world. Without different perspectives, the products and services we create will miss big opportunities for large segments of people. We want to fund non-profits and startups that are working on making technology a place that is more inclusive and attractive to people of all ages, races, sexual orientations, and cultures.",1,https://web.archive.org/web/20180401145637/https://www.ycombinator.com/rfs,380
consolidated,March 2018,Education,20180,20180401145637,20200401232808,21,,"If we can fix education, we can eventually do everything else on this list. Human brain power is vastly underutilized on this planet because most people lack access to a good education. Strong education systems lead to greater social mobility, better workers, better citizens, and more and better startups. A small increase in the learning output of education systems across the globe would have an enormous impact on human productivity and economic growth. We are interested in new school models that can develop critical thinking, creativity, citizenship, and job skills at massive scale. We’re looking for ideas that combine technology and person-to-person interactions to deliver highly individualized educational experiences. We also know that 90% of the human brain develops before age 5 and achievement gaps open up well before kindergarten. We’re interested in ventures that dramatically improve outcomes for children from birth to age five, that reduce inequality, and that have the potential to enhance the future quality of life for those children and their families. Scalable solutions in these areas should now be doable thanks to advances in brain science and technologies such as smart home devices, wearables, and mobile.",1,https://web.archive.org/web/20180401145637/https://www.ycombinator.com/rfs,1237
consolidated,March 2018,Energy,20180,20180401145637,20200401232808,21,,"There is a remarkable correlation between the cost of energy and quality of life. Throughout history, when the cost of energy has come down a lot (for example, with the steam engine) the quality of life has drastically improved. Cheap energy would do a huge amount to reduce poverty. New energy sources could also help the environment, the economy, reduce war, ensure a stable future, make food and water more abundant, and much more. We believe economics will dominate—new sources must be cheaper than old ones, without subsidies, and be able to scale to global demand. Nuclear energy can hit the bid, and possibly so can renewables. But pricing is the first order question. In addition to generation, we’re also interested in energy storage and transmission. 10x better batteries would enable great new things, as would the ability to easily move energy around.",1,https://web.archive.org/web/20180401145637/https://www.ycombinator.com/rfs,863
