tag,Summer 2005,Winter 2006,Summer 2006,Winter 2007,Summer 2007,Winter 2008,Summer 2008,Winter 2009,Summer 2009,Winter 2010,Summer 2010,Winter 2011,Summer 2011,Winter 2012,Summer 2012,Winter 2013,Summer 2013,Winter 2014,Summer 2014,Winter 2015,Summer 2015,Winter 2016,Summer 2016,Winter 2017,Summer 2017,Winter 2018,Summer 2018,Winter 2019,Summer 2019,Winter 2020,Summer 2020,Winter 2021,Summer 2021,Winter 2022,Summer 2022,Winter 2023,Summer 2023,Winter 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026,Spring 2026,Summer 2026,Fall 2026,Winter 2027
Election Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electric Vehicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2,1,1,3,4,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
Electronics,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,4,1,0,0,0,0,1,1,0
Email,0,0,0,0,0,0,1,1,0,0,2,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,2,1,2,0,0,0,1,2,1,1,0,2,0,0,0,0,0,0
Emerging Markets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,1,0,1,1,1,1,0,5,2,4,4,1,4,1,3,1,3,1,0,0,1,0,9,1,0
Energy Storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0
Enterprise,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,2,0,1,0,2,0,1,4,1,0,1,2,2,1,2,5,4,4,9,11,15,7,7,4,3,4,2,2,2,1,2,6,0,0
Enterprise Software,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,3,0,0,2,1,1,3,1,3,4,4,10,5,8,12,8,10,5,3,7,9,3,5,5,14,0,0
Entertainment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,1,1,2,2,3,0,2,4,5,1,2,7,1,2,2,4,2,0,1,0,0,2,0,0,2,0,0
Exascale Computing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fashion,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,1,0,0,1,1,1,0,1,0,0,2,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Feedback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
Femtech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fertility Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FinOps,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,3,6,3,2,4,1,0,2,0,3,0,0,1,1,0,0,0,0
Finance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,1,0,1,3,3,5,1,3,5,5,3,12,5,5,11,3,4,1,2,5,2,1,11,1,0
Fintech,0,0,0,1,0,0,0,0,2,0,2,2,3,5,2,2,3,7,8,8,14,10,10,14,14,17,15,26,28,39,41,58,81,92,53,34,22,17,23,2,11,5,6,4,4,4,14,2,0
Fitness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,3,2,3,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0
Food,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Food & Beverage,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,1,1,1,1,1,0,2,2,1,1,0,2,2,1,0,0,1,2,2,0,0,0,0,1,0,0,0,0,1,0
Food Service Robots & Machines,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Food Tech,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,0,2,2,1,2,5,2,1,3,4,3,7,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0
Fraud Detection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0
Fraud Prevention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Fundraising,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Furniture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusion Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Gaming,0,0,1,1,0,2,0,0,0,0,1,2,1,3,1,0,0,2,3,0,1,2,0,0,5,4,3,7,4,3,4,5,2,9,5,2,2,1,3,0,0,1,0,2,0,2,4,0,0
Gardening,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene Therapy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,1,0,2,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
Generative AI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,3,3,2,4,4,7,5,14,13,22,49,29,19,25,6,16,4,4,9,2,0,10,0,0
Genetic Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Genomics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,0,2,5,3,3,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Geographic Information System,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Ghost Kitchens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GovTech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,2,4,2,2,0,4,0,0,2,4,3,2,0,2,2,3,0,5,1,1,2,0,1,4,1,0
GraphQL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grocery,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,0,1,2,1,3,3,1,4,5,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0
HR Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2,4,1,0,3,1,1,2,2,2,3,4,5,7,7,4,4,4,2,3,1,3,0,0,1,0,1,1,1,0
Hard Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,4,1,2,2,1,3,4,2,4,11,9,11,2,2,2,2,11,1,5,6,2,4,3,4,25,4,0
Hardware,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,4,1,1,2,2,6,4,5,6,5,4,4,5,10,2,4,6,6,10,2,1,2,1,8,0,8,6,6,5,3,3,20,3,0
Health & Wellness,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,1,1,0,0,0,1,1,0,1,3,4,2,10,2,0,0,3,2,0,0,2,1,0,3,0,1,4,1,0
Health Insurance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,1,3,0,0,2,5,1,1,0,1,0,0,2,0,0,2,0,0
Health Tech,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,2,4,3,4,4,4,7,4,7,2,6,5,11,7,8,9,12,8,10,12,6,6,4,7,3,0,7,0,0,5,0,0
Healthcare,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,1,4,3,0,8,7,4,4,8,2,4,8,8,11,14,19,8,13,20,13,9,5,6,6,1,5,1,1,11,0,0
Healthcare IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,4,1,2,2,1,9,1,1,2,2,1,2,2,0,1,2,0,0
Home Automation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Home Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,1,0,1,1,0,1,0,1,3,0,0
Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,3,2,1,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Human Resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,3,0,1,1,1,0,3,1,2,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0
Hydrogen Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Identity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2,1,3,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Income Share Agreements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,6,1,2,2,3,7,0,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Indoor Mapping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,2,5,0,3,4,3,3,0,0,9,0,0
Industrial Workplace Safety,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infrastructure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,7,3,6,3,6,12,7,11,5,6,9,10,7,7,3,19,6,0
Insurance,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,2,6,3,0,3,2,2,1,5,3,10,5,3,2,5,5,1,3,2,2,0,1,2,6,2,1
International,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Investing,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,1,1,3,2,0,0,3,1,1,1,2,1,2,0,1,5,6,2,5,1,3,3,1,1,1,2,1,0,1,8,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
IoT,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,3,3,2,0,3,3,5,1,0,3,5,0,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IoT Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kids,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kubernetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Lab-on-a-chip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,3,2,3,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Legal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,2,1,1,1,0,0,2,0,2,1,1,3,3,5,1,5,2,0,3,0,0,2,1,0
LegalTech,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,4,0,1,0,0,1,1,4,1,1,2,4,2,3,3,2,2,3,7,1,3,1,1,4,0,0,3,0,0
Lending,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0
Lidar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Live,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Livestock Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Location-based,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Logistics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,2,1,5,4,2,3,2,3,6,6,5,7,2,10,3,12,8,5,7,6,4,1,2,3,4,2,3,0,7,0,0
ML,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1,0,3,1,2,0,0,3,0,0,1,1,2,0,0
Machine Learning,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,3,4,7,0,3,3,4,6,9,4,7,8,14,13,10,20,24,11,12,11,6,10,6,5,8,4,5,3,0,12,0,0
Manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,1,3,1,2,0,1,2,1,2,2,4,8,3,2,4,3,10,2,5,9,4,4,0,1,16,2,0
Maritime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Market Research,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,1,1,1,1,2,1,0,0,3,0,0
Marketing,0,0,0,0,1,0,0,0,0,3,1,1,2,3,2,0,2,0,3,1,0,3,0,1,1,0,0,2,5,1,2,4,4,12,5,6,10,8,5,2,3,2,4,5,2,2,2,0,0
Marketplace,0,0,1,0,0,0,1,1,4,1,3,8,4,5,3,6,6,7,7,7,9,9,11,10,12,9,5,12,11,19,11,20,33,32,5,10,3,6,1,1,1,2,1,4,0,0,6,0,0
Media,0,1,0,0,1,1,1,0,0,2,1,0,0,2,2,0,0,1,1,1,1,0,2,1,1,0,2,0,3,1,0,2,1,1,1,3,1,1,3,2,0,0,0,2,0,0,0,0,0
Medical Devices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,4,1,3,0,5,4,4,2,2,4,2,12,7,3,0,3,1,0,0,0,0,1,0,0,0,1,0,0
Medical Robotics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mental Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Mental Health Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,2,0,2,2,0,1,3,2,3,7,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Messaging,0,0,0,2,0,0,0,0,0,0,1,3,1,5,1,0,1,2,1,2,1,3,1,2,1,2,0,0,2,1,2,0,2,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Metaverse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microfluidics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Microinsurance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mining,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mobility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,2,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Monitoring,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,0,0,1,0,1,0,0,2,0,0
Music,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
NFT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,2,0,0,1,2,0,0,2,1,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Nanomedicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nanosensors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nanotechnology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Navigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Neobank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2,4,3,15,7,3,3,2,1,0,1,1,1,2,0,1,0,0,0
Networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Neurotechnology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,1,2,0,0,2,1,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Next-gen Network Security,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No-code,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,5,2,4,3,1,3,1,2,0,0,1,4,0,0,0,0,0
Nonprofit,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,2,1,2,4,0,1,0,2,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Note-taking,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Notifications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oncology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,1,1,1,1,3,2,0,4,1,0,0,0,0,0,0,0,2,0,0
Open Source,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,1,1,1,3,1,1,0,0,0,2,2,1,7,5,12,13,8,11,13,21,11,12,7,0,7,5,6,3,0,2,8,0,0
Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,3,2,1,3,1,4,7,1,1,3,1,3,3,0,1,0,0
Payments,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,2,2,1,3,4,2,2,1,2,4,2,2,8,4,3,6,9,14,18,15,13,7,4,4,1,2,0,1,1,1,1,0,0,0
Payroll,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,1,1,2,2,1,1,0,0,0,0,0,1,0,0,0,0
Pediatrics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Personalization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0
Plant-based Meat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Podcasts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Primary Care,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Privacy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,2,0,0,0,0,0,1,0,0,2,1,3,0,1,1,0,2,0,0,1,0,0,0,0,1,0,0
Procurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,1,1,1,1,0,0,1,0,0,0,2,0,0
Productivity,0,1,0,1,0,0,0,1,0,0,3,2,2,3,0,0,3,2,0,1,1,2,1,1,2,1,2,8,2,8,6,8,12,12,14,13,6,10,11,2,2,5,9,4,0,3,3,1,0
Proptech,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,2,1,1,1,1,3,0,1,1,4,4,3,7,8,14,7,7,3,3,4,1,1,0,1,2,0,0,0,0,0
Psychedelics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantum Computing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Real Estate,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,1,1,1,0,3,0,2,2,3,1,1,3,3,5,2,1,4,2,9,8,4,3,2,5,1,1,1,2,1,1,0,4,0,0
Recommendation System,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
