label_type,label,era,edition_label,edition_order,requests_mentioning,mentions,in_title_any
tag,Energy Storage,consolidated,April 2020,20201,1,1,False
tag,Energy Storage,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Energy Storage,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Enterprise,consolidated,September 2014,20142,1,4,True
tag,Enterprise,consolidated,August 2015,20152,1,4,True
tag,Enterprise,consolidated,September 2016,20162,1,4,True
tag,Enterprise,consolidated,March 2018,20180,1,4,True
tag,Enterprise,consolidated,April 2020,20201,1,4,True
tag,Enterprise,consolidated,undated version first captured 2022-03-02,20220,1,4,True
tag,Enterprise,consolidated,undated version first captured 2022-07-01,20222,1,4,True
tag,Enterprise,seasonal,Summer 2024,20242,3,12,True
tag,Enterprise,seasonal,Spring 2025,20251,1,1,False
tag,Enterprise,seasonal,Fall 2025,20253,1,4,True
tag,Enterprise,seasonal,Summer 2026,20262,1,1,False
tag,Enterprise Software,consolidated,September 2014,20142,1,4,True
tag,Enterprise Software,consolidated,August 2015,20152,1,4,True
tag,Enterprise Software,consolidated,September 2016,20162,1,4,True
tag,Enterprise Software,consolidated,March 2018,20180,1,4,True
tag,Enterprise Software,consolidated,April 2020,20201,1,4,True
tag,Enterprise Software,consolidated,undated version first captured 2022-03-02,20220,1,4,True
tag,Enterprise Software,consolidated,undated version first captured 2022-07-01,20222,1,4,True
tag,Enterprise Software,seasonal,Summer 2024,20242,2,7,True
tag,Enterprise Software,seasonal,Fall 2025,20253,1,4,True
tag,Enterprise Software,seasonal,Summer 2026,20262,1,1,False
tag,Entertainment,consolidated,March 2018,20180,1,1,False
tag,Entertainment,consolidated,April 2020,20201,1,1,False
tag,Entertainment,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Entertainment,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Entertainment,seasonal,Fall 2025,20253,1,1,False
tag,Feedback,seasonal,Summer 2024,20242,1,1,False
tag,Feedback,seasonal,Fall 2025,20253,1,1,False
tag,Feedback,seasonal,Spring 2026,20261,1,2,False
tag,Finance,seasonal,Summer 2024,20242,1,4,True
tag,Finance,seasonal,Winter 2025,20250,1,1,False
tag,Finance,seasonal,Summer 2025,20252,1,2,True
tag,Finance,seasonal,Spring 2026,20261,1,1,False
tag,Finance,seasonal,Fall 2026,20263,2,2,False
tag,Fintech,seasonal,Summer 2024,20242,1,1,False
tag,Fintech,seasonal,Winter 2025,20250,1,3,True
tag,Food,consolidated,March 2014,20140,2,3,True
tag,Food,essays,RFS 10,20140,1,3,False
tag,Food,consolidated,July 2014,20142,2,3,True
tag,Food,consolidated,September 2014,20142,2,3,True
tag,Food,consolidated,August 2015,20152,1,1,False
tag,Food,consolidated,September 2016,20162,2,3,True
tag,Food,consolidated,March 2018,20180,4,4,False
tag,Food,consolidated,April 2020,20201,4,4,False
tag,Food,consolidated,undated version first captured 2022-03-02,20220,4,4,False
tag,Food,consolidated,undated version first captured 2022-07-01,20222,4,4,False
tag,Food,seasonal,Summer 2026,20262,1,3,False
tag,Fraud Detection,consolidated,August 2015,20152,1,1,False
tag,Fraud Detection,consolidated,September 2016,20162,1,1,False
tag,Fraud Detection,consolidated,March 2018,20180,1,1,False
tag,Fraud Detection,consolidated,April 2020,20201,1,1,False
tag,Fraud Detection,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Fraud Detection,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Gaming,seasonal,Summer 2024,20242,1,1,False
tag,Gaming,seasonal,Fall 2025,20253,1,1,False
tag,Grocery,consolidated,March 2018,20180,1,1,False
tag,Hardware,essays,RFS 5,20090,1,1,False
tag,Hardware,consolidated,March 2018,20180,1,1,False
tag,Hardware,consolidated,April 2020,20201,1,1,False
tag,Hardware,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Hardware,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Hardware,seasonal,Summer 2024,20242,2,2,False
tag,Hardware,seasonal,Spring 2025,20251,2,8,True
tag,Hardware,seasonal,Spring 2026,20261,1,1,False
tag,Hardware,seasonal,Summer 2026,20262,2,8,True
tag,Hardware,seasonal,Fall 2026,20263,1,1,False
tag,Healthcare,consolidated,March 2014,20140,1,6,True
tag,Healthcare,essays,RFS 10,20140,1,6,False
tag,Healthcare,consolidated,July 2014,20142,1,6,True
tag,Healthcare,consolidated,September 2014,20142,1,6,True
tag,Healthcare,consolidated,August 2015,20152,1,6,True
tag,Healthcare,consolidated,September 2016,20162,2,7,True
tag,Healthcare,consolidated,March 2018,20180,5,10,True
tag,Healthcare,consolidated,April 2020,20201,4,9,True
tag,Healthcare,consolidated,undated version first captured 2022-03-02,20220,4,9,True
tag,Healthcare,consolidated,undated version first captured 2022-07-01,20222,4,9,True
tag,Healthcare,seasonal,Summer 2024,20242,4,7,True
tag,Healthcare,seasonal,Summer 2025,20252,1,5,True
tag,Healthcare,seasonal,Spring 2026,20261,1,1,False
tag,Healthcare,seasonal,Summer 2026,20262,1,1,False
tag,Housing,consolidated,March 2014,20140,1,2,True
tag,Housing,essays,RFS 10,20140,1,2,False
tag,Housing,consolidated,July 2014,20142,1,2,True
tag,Housing,consolidated,September 2014,20142,1,2,True
tag,Housing,consolidated,August 2015,20152,2,3,True
tag,Housing,consolidated,September 2016,20162,2,3,True
tag,Housing,consolidated,March 2018,20180,3,4,True
tag,Housing,consolidated,April 2020,20201,3,4,True
tag,Housing,consolidated,undated version first captured 2022-03-02,20220,3,4,True
tag,Housing,consolidated,undated version first captured 2022-07-01,20222,3,4,True
tag,Human Resources,consolidated,July 2014,20142,1,1,False
tag,Human Resources,consolidated,September 2014,20142,1,1,False
tag,Human Resources,consolidated,August 2015,20152,1,1,False
tag,Human Resources,consolidated,September 2016,20162,1,1,False
tag,Human Resources,consolidated,March 2018,20180,1,1,False
tag,Human Resources,consolidated,April 2020,20201,1,1,False
tag,Human Resources,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Human Resources,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,India,consolidated,September 2014,20142,1,1,False
tag,India,seasonal,Fall 2026,20263,1,1,False
tag,Industrial,consolidated,March 2018,20180,1,1,False
tag,Industrial,seasonal,Summer 2024,20242,2,4,False
tag,Industrial,seasonal,Winter 2025,20250,1,3,False
tag,Industrial,seasonal,Summer 2025,20252,1,1,False
tag,Industrial,seasonal,Spring 2026,20261,1,1,False
tag,Industrial,seasonal,Summer 2026,20262,2,3,True
tag,Infrastructure,essays,RFS 4,20090,1,5,False
tag,Infrastructure,consolidated,March 2014,20140,1,2,True
tag,Infrastructure,essays,RFS 10,20140,1,2,False
tag,Infrastructure,consolidated,July 2014,20142,1,2,True
tag,Infrastructure,consolidated,September 2014,20142,3,4,True
tag,Infrastructure,consolidated,August 2015,20152,3,7,True
tag,Infrastructure,consolidated,September 2016,20162,1,1,False
tag,Infrastructure,consolidated,March 2018,20180,2,2,False
tag,Infrastructure,consolidated,April 2020,20201,1,1,False
tag,Infrastructure,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Infrastructure,seasonal,Winter 2025,20250,1,1,False
tag,Infrastructure,seasonal,Spring 2025,20251,4,6,True
tag,Infrastructure,seasonal,Summer 2025,20252,2,4,False
tag,Infrastructure,seasonal,Fall 2025,20253,4,5,True
tag,Infrastructure,seasonal,Spring 2026,20261,1,2,False
tag,Infrastructure,seasonal,Fall 2026,20263,3,6,True
tag,Insurance,seasonal,Summer 2024,20242,2,2,False
tag,Insurance,seasonal,Winter 2025,20250,1,1,False
tag,Insurance,seasonal,Spring 2025,20251,1,1,False
tag,Insurance,seasonal,Summer 2026,20262,1,1,False
tag,International,seasonal,Winter 2025,20250,1,1,False
tag,Investing,consolidated,September 2014,20142,1,1,False
tag,Investing,consolidated,August 2015,20152,1,1,False
tag,Investing,seasonal,Summer 2024,20242,1,1,False
tag,Kids,seasonal,Fall 2025,20253,1,1,False
tag,Latin America,seasonal,Fall 2026,20263,1,1,False
tag,Legal,essays,RFS 1,20090,1,1,False
tag,Legal,essays,RFS 2,20090,1,1,False
tag,Legal,essays,RFS 3,20090,1,1,False
tag,Legal,essays,RFS 4,20090,1,1,False
tag,Legal,essays,RFS 5,20090,1,1,False
tag,Legal,essays,RFS 6,20100,1,1,False
tag,Legal,essays,RFS 7,20100,1,1,False
tag,Legal,essays,RFS 8,20110,1,1,False
tag,Legal,essays,RFS 9,20120,1,1,False
tag,Legal,essays,RFS 10,20140,1,1,False
tag,Legal,consolidated,March 2018,20180,1,1,False
tag,Legal,consolidated,April 2020,20201,1,1,False
tag,Legal,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Legal,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Legal,seasonal,Summer 2025,20252,1,1,False
tag,Legal,seasonal,Fall 2025,20253,1,1,False
tag,Legal,seasonal,Spring 2026,20261,1,1,False
tag,Legal,seasonal,Fall 2026,20263,1,1,False
tag,Live,essays,RFS 4,20090,1,8,True
tag,Live,consolidated,March 2014,20140,1,1,False
tag,Live,essays,RFS 10,20140,1,1,False
tag,Live,consolidated,July 2014,20142,1,1,False
tag,Live,consolidated,September 2014,20142,2,2,False
tag,Live,consolidated,August 2015,20152,3,3,False
tag,Live,consolidated,September 2016,20162,2,2,False
tag,Live,consolidated,March 2018,20180,2,2,False
tag,Live,consolidated,April 2020,20201,1,1,False
tag,Live,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Live,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Live,seasonal,Summer 2024,20242,1,1,False
tag,Live,seasonal,Fall 2026,20263,1,1,False
tag,Logistics,seasonal,Summer 2026,20262,1,1,False
tag,Logistics,seasonal,Fall 2026,20263,2,2,False
tag,ML,seasonal,Summer 2024,20242,2,3,False
tag,ML,seasonal,Winter 2025,20250,1,1,False
tag,ML,seasonal,Spring 2026,20261,1,1,False
tag,Machine Learning,seasonal,Summer 2024,20242,2,2,True
tag,Manufacturing,consolidated,March 2018,20180,3,3,False
tag,Manufacturing,consolidated,April 2020,20201,3,3,False
tag,Manufacturing,consolidated,undated version first captured 2022-03-02,20220,3,3,False
tag,Manufacturing,consolidated,undated version first captured 2022-07-01,20222,3,3,False
tag,Manufacturing,seasonal,Summer 2024,20242,1,5,True
tag,Manufacturing,seasonal,Winter 2025,20250,1,3,False
tag,Manufacturing,seasonal,Spring 2026,20261,1,1,False
tag,Manufacturing,seasonal,Summer 2026,20262,1,1,False
tag,Manufacturing,seasonal,Fall 2026,20263,1,1,False
tag,Marketing,seasonal,Summer 2024,20242,1,1,False
tag,Marketplace,seasonal,Spring 2025,20251,1,1,False
tag,Media,essays,RFS 1,20090,1,2,False
tag,Media,essays,RFS 9,20120,1,1,False
tag,Media,consolidated,September 2016,20162,2,5,True
tag,Media,seasonal,Fall 2025,20253,1,1,False
tag,Medical Devices,consolidated,September 2014,20142,1,1,False
tag,Medical Devices,consolidated,August 2015,20152,1,1,False
tag,Medical Devices,consolidated,September 2016,20162,1,1,False
tag,Medical Devices,consolidated,March 2018,20180,1,2,False
tag,Medical Devices,consolidated,April 2020,20201,1,2,False
tag,Medical Devices,consolidated,undated version first captured 2022-03-02,20220,1,2,False
tag,Medical Devices,consolidated,undated version first captured 2022-07-01,20222,1,2,False
tag,Medical Devices,seasonal,Summer 2026,20262,1,1,False
tag,Mental Health,seasonal,Summer 2024,20242,1,1,False
tag,Messaging,essays,RFS 3,20090,1,1,False
tag,Mining,essays,RFS 1,20090,1,1,False
tag,Mining,seasonal,Winter 2025,20250,1,1,False
tag,Mining,seasonal,Summer 2025,20252,1,1,False
tag,Mobility,consolidated,March 2018,20180,1,1,False
tag,Mobility,consolidated,April 2020,20201,1,1,False
tag,Mobility,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Mobility,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Monitoring,consolidated,March 2018,20180,2,2,False
tag,Monitoring,consolidated,April 2020,20201,2,2,False
tag,Monitoring,consolidated,undated version first captured 2022-03-02,20220,2,2,False
tag,Monitoring,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Monitoring,seasonal,Summer 2024,20242,1,1,False
tag,Monitoring,seasonal,Summer 2026,20262,1,1,False
tag,Monitoring,seasonal,Fall 2026,20263,2,2,False
tag,Music,seasonal,Summer 2024,20242,1,1,False
tag,Networks,seasonal,Summer 2026,20262,1,1,False
tag,Networks,seasonal,Fall 2026,20263,1,1,False
tag,Notifications,seasonal,Summer 2025,20252,1,1,False
tag,Open Source,seasonal,Summer 2024,20242,1,6,True
tag,Open Source,seasonal,Spring 2025,20251,2,8,True
tag,Operations,seasonal,Summer 2024,20242,1,1,False
tag,Operations,seasonal,Winter 2025,20250,1,1,False
tag,Operations,seasonal,Spring 2025,20251,1,1,False
tag,Operations,seasonal,Summer 2025,20252,1,1,False
tag,Operations,seasonal,Spring 2026,20261,1,1,False
tag,Operations,seasonal,Fall 2026,20263,2,2,False
tag,Payments,consolidated,September 2014,20142,1,1,False
tag,Payments,seasonal,Summer 2024,20242,1,1,False
tag,Payments,seasonal,Winter 2025,20250,1,1,False
tag,Payments,seasonal,Spring 2025,20251,1,1,False
tag,Payments,seasonal,Spring 2026,20261,1,1,False
tag,Payments,seasonal,Fall 2026,20263,1,1,False
tag,Personalization,essays,RFS 7,20100,1,5,True
tag,Personalization,seasonal,Summer 2026,20262,2,2,False
tag,Privacy,seasonal,Summer 2024,20242,1,1,False
tag,Privacy,seasonal,Winter 2025,20250,1,1,False
tag,Privacy,seasonal,Fall 2026,20263,1,1,False
tag,Procurement,seasonal,Spring 2025,20251,1,1,False
tag,Productivity,consolidated,March 2014,20140,1,1,False
tag,Productivity,essays,RFS 10,20140,1,1,False
tag,Productivity,consolidated,July 2014,20142,1,1,False
tag,Productivity,consolidated,March 2018,20180,1,1,False
tag,Productivity,consolidated,April 2020,20201,1,1,False
tag,Productivity,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Productivity,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Productivity,seasonal,Spring 2025,20251,1,1,False
tag,Productivity,seasonal,Summer 2025,20252,1,2,False
tag,Radar,seasonal,Summer 2024,20242,1,1,False
tag,Remittances,seasonal,Winter 2025,20250,1,1,False
tag,Remote,seasonal,Fall 2026,20263,1,1,False
tag,Retail,essays,RFS 2,20090,1,1,False
tag,Retail,consolidated,September 2014,20142,1,1,False
tag,Retail,consolidated,August 2015,20152,1,1,False
tag,Retail,consolidated,September 2016,20162,1,1,False
tag,Retail,consolidated,March 2018,20180,2,5,False
tag,Retail,consolidated,April 2020,20201,2,5,False
tag,Retail,consolidated,undated version first captured 2022-03-02,20220,2,5,False
tag,Retail,consolidated,undated version first captured 2022-07-01,20222,2,5,False
tag,Reviews,seasonal,Summer 2024,20242,1,1,False
tag,Reviews,seasonal,Spring 2025,20251,1,1,False
tag,Reviews,seasonal,Fall 2026,20263,1,1,False
tag,Robotics,consolidated,March 2014,20140,1,1,True
tag,Robotics,essays,RFS 10,20140,1,1,False
tag,Robotics,consolidated,July 2014,20142,1,1,True
tag,Robotics,consolidated,September 2014,20142,1,1,True
tag,Robotics,consolidated,August 2015,20152,1,1,True
tag,Robotics,consolidated,September 2016,20162,1,1,True
tag,Robotics,consolidated,March 2018,20180,2,2,True
tag,Robotics,consolidated,April 2020,20201,1,1,False
tag,Robotics,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Robotics,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Robotics,seasonal,Summer 2024,20242,2,7,True
tag,Robotics,seasonal,Winter 2025,20250,1,2,False
tag,Robotics,seasonal,Summer 2025,20252,1,3,False
tag,Robotics,seasonal,Summer 2026,20262,1,1,False
tag,Robotics,seasonal,Fall 2026,20263,3,3,False
tag,SaaS,seasonal,Spring 2025,20251,1,4,False
tag,SaaS,seasonal,Fall 2025,20253,1,1,False
tag,SaaS,seasonal,Summer 2026,20262,2,7,True
tag,Sales,consolidated,March 2018,20180,1,1,False
tag,Sales,consolidated,April 2020,20201,1,1,False
tag,Sales,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Sales,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Sales,seasonal,Summer 2024,20242,2,4,False
tag,Sales,seasonal,Spring 2025,20251,1,1,False
tag,Sales,seasonal,Fall 2025,20253,1,1,False
tag,Sales,seasonal,Fall 2026,20263,1,1,False
tag,Satellites,seasonal,Summer 2024,20242,1,1,False
tag,Satellites,seasonal,Winter 2025,20250,2,2,False
tag,Scheduling,seasonal,Summer 2024,20242,1,1,False
tag,Scheduling,seasonal,Summer 2025,20252,2,2,False
tag,Scheduling,seasonal,Spring 2026,20261,1,1,False
tag,Search,seasonal,Fall 2025,20253,1,1,False
tag,Search,seasonal,Summer 2026,20262,1,1,False
tag,Security,consolidated,March 2014,20140,1,1,False
tag,Security,essays,RFS 10,20140,1,1,False
tag,Security,consolidated,July 2014,20142,1,1,False
tag,Security,consolidated,September 2014,20142,1,1,False
tag,Security,consolidated,August 2015,20152,2,2,True
tag,Security,consolidated,September 2016,20162,1,1,True
tag,Security,consolidated,March 2018,20180,1,1,True
tag,Security,seasonal,Spring 2025,20251,1,1,False
tag,Security,seasonal,Summer 2025,20252,1,3,True
tag,Semiconductors,seasonal,Summer 2026,20262,1,1,True
tag,Social,essays,RFS 9,20120,1,1,False
tag,Social,consolidated,March 2014,20140,1,1,False
tag,Social,essays,RFS 10,20140,1,1,False
tag,Social,consolidated,July 2014,20142,1,1,False
tag,Social,consolidated,September 2014,20142,1,1,False
tag,Social,consolidated,September 2016,20162,1,2,True
tag,Social,consolidated,March 2018,20180,3,4,True
tag,Social,consolidated,April 2020,20201,3,4,True
tag,Social,consolidated,undated version first captured 2022-03-02,20220,3,4,True
tag,Social,consolidated,undated version first captured 2022-07-01,20222,3,4,True
tag,Social,seasonal,Summer 2024,20242,1,1,False
tag,Social,seasonal,Winter 2025,20250,1,1,False
tag,Stocks,consolidated,September 2014,20142,1,1,False
tag,Stocks,consolidated,August 2015,20152,1,1,False
tag,Stocks,seasonal,Fall 2026,20263,1,1,False
tag,Supply Chain,seasonal,Summer 2026,20262,3,7,True
tag,Synthetic Biology,consolidated,March 2018,20180,1,1,False
tag,Synthetic Biology,consolidated,April 2020,20201,1,1,False
tag,Synthetic Biology,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Synthetic Biology,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Telecommunications,consolidated,September 2014,20142,1,1,True
tag,Telecommunications,seasonal,Summer 2024,20242,1,1,False
tag,Telecommunications,seasonal,Winter 2025,20250,1,1,False
tag,Therapeutics,seasonal,Summer 2024,20242,1,2,False
tag,Trading,seasonal,Spring 2025,20251,1,1,False
tag,Trading,seasonal,Spring 2026,20261,1,1,False
tag,Trading,seasonal,Fall 2026,20263,1,2,False
tag,Transportation,consolidated,March 2014,20140,1,3,True
tag,Transportation,essays,RFS 10,20140,1,3,False
tag,Transportation,consolidated,July 2014,20142,1,3,True
tag,Transportation,consolidated,September 2014,20142,1,4,True
tag,Transportation,consolidated,August 2015,20152,1,4,True
tag,Transportation,consolidated,September 2016,20162,1,4,True
tag,Transportation,consolidated,March 2018,20180,1,4,True
tag,Transportation,consolidated,April 2020,20201,1,4,True
tag,Transportation,consolidated,undated version first captured 2022-03-02,20220,1,4,True
tag,Transportation,consolidated,undated version first captured 2022-07-01,20222,1,4,True
tag,Travel,seasonal,Summer 2024,20242,1,1,False
tag,Travel,seasonal,Winter 2025,20250,1,1,False
tag,Travel,seasonal,Spring 2025,20251,2,3,False
tag,Travel,seasonal,Summer 2025,20252,1,1,False
tag,Vaccines,consolidated,September 2014,20142,1,1,False
tag,Vaccines,consolidated,August 2015,20152,2,2,False
tag,Vaccines,consolidated,September 2016,20162,2,2,False
tag,Vaccines,consolidated,March 2018,20180,2,2,False
tag,Vaccines,consolidated,April 2020,20201,2,2,False
tag,Vaccines,consolidated,undated version first captured 2022-03-02,20220,2,2,False
tag,Vaccines,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Video,essays,RFS 4,20090,1,9,True
tag,Video,consolidated,March 2018,20180,1,2,True
tag,Video,seasonal,Winter 2025,20250,1,1,False
tag,Video,seasonal,Spring 2025,20251,1,1,False
tag,Video,seasonal,Summer 2025,20252,1,2,False
tag,Video,seasonal,Fall 2025,20253,1,10,True
tag,Video,seasonal,Spring 2026,20261,1,1,False
tag,Video,seasonal,Fall 2026,20263,1,3,False
tag,Virtual Reality,consolidated,September 2014,20142,1,1,False
tag,Virtual Reality,consolidated,August 2015,20152,1,1,False
tag,Virtual Reality,consolidated,September 2016,20162,1,1,False
tag,Virtual Reality,consolidated,March 2018,20180,1,1,False
tag,Virtual Reality,consolidated,April 2020,20201,1,1,False
tag,Virtual Reality,consolidated,undated version first captured 2022-03-02,20220,1,1,False
tag,Virtual Reality,consolidated,undated version first captured 2022-07-01,20222,1,1,False
tag,Weather,consolidated,September 2014,20142,1,1,False
tag,Weather,consolidated,August 2015,20152,1,1,False
tag,Weather,seasonal,Summer 2024,20242,1,1,False
tag,Weather,seasonal,Fall 2026,20263,1,2,False
