tag,Summer 2005,Winter 2006,Summer 2006,Winter 2007,Summer 2007,Winter 2008,Summer 2008,Winter 2009,Summer 2009,Winter 2010,Summer 2010,Winter 2011,Summer 2011,Winter 2012,Summer 2012,Winter 2013,Summer 2013,Winter 2014,Summer 2014,Winter 2015,Summer 2015,Winter 2016,Summer 2016,Winter 2017,Summer 2017,Winter 2018,Summer 2018,Winter 2019,Summer 2019,Winter 2020,Summer 2020,Winter 2021,Summer 2021,Winter 2022,Summer 2022,Winter 2023,Summer 2023,Winter 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026,Spring 2026,Summer 2026,Fall 2026,Winter 2027
Cloud Gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cloud Workload Protection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709,0.0,0.0,0.0,0.452,0.0,0.305,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coding Bootcamps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collaboration,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226,2.632,4.0,4.918,1.316,2.174,2.174,0.0,0.0,1.942,1.075,0.0,0.0,0.0,0.0,2.837,0.0,1.596,2.326,0.0,0.493,0.61,0.785,1.028,0.893,2.092,0.0,0.488,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial Space Launch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.532,0.581,0.452,0.0,0.0,0.262,0.0,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Community,50.0,0.0,0.0,33.333,20.0,0.0,0.0,0.0,0.0,0.0,6.452,2.632,0.0,0.0,1.316,0.0,0.0,1.449,2.632,0.0,1.075,2.679,1.031,0.87,0.0,2.128,0.0,2.66,1.744,1.81,0.493,2.134,3.141,0.771,0.893,0.0,0.0,0.0,0.0,0.0,0.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compliance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,1.075,0.893,0.0,0.87,0.0,0.709,0.0,0.532,0.581,0.905,0.985,1.22,0.524,1.799,3.571,2.51,3.209,2.927,1.98,2.703,3.906,2.727,0.855,4.237,4.167,2.0,0.431,0.0,0.0
Computational Storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226,2.632,0.0,3.279,0.0,0.0,0.0,0.0,1.316,2.913,3.226,1.786,2.062,2.609,0.826,0.709,1.575,2.128,0.581,0.905,1.97,1.22,1.309,0.257,1.339,1.255,1.604,1.951,2.475,0.0,2.344,1.818,1.709,2.542,6.25,0.0,1.724,0.0,0.0
Construction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667,0.0,0.0,0.0,0.0,1.639,0.0,2.174,0.0,0.0,0.0,1.942,1.075,0.0,2.062,0.0,2.479,0.709,0.787,0.532,2.326,0.905,1.97,1.524,1.047,2.571,1.339,0.837,2.139,1.951,0.495,2.703,0.781,0.0,0.855,2.542,6.25,0.0,3.448,0.0,0.0
Consumer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,2.632,0.0,0.0,1.449,3.947,0.0,2.151,0.0,5.155,1.739,1.653,6.383,2.362,5.319,2.326,1.357,2.463,4.268,3.141,10.026,8.482,5.021,4.278,8.293,8.911,10.811,7.031,9.091,5.983,6.78,2.083,14.0,2.586,5.882,0.0
Consumer Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.532,0.0,0.905,0.493,0.61,0.785,0.514,0.446,0.418,1.604,0.488,1.98,1.351,0.781,0.909,1.709,2.542,0.0,4.0,0.862,0.0,0.0
Consumer Health Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,2.174,0.0,1.449,0.0,2.913,3.226,2.679,1.031,3.478,3.306,1.418,2.362,0.532,3.488,2.262,1.97,3.963,5.497,2.828,0.893,1.255,2.674,2.439,0.495,1.351,0.0,0.0,0.0,2.542,0.0,0.0,0.862,0.0,0.0
Consumer Products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.0,0.0,0.0,0.709,0.787,0.0,0.581,0.0,0.0,0.0,0.524,0.257,0.0,0.418,0.0,0.0,0.0,0.0,0.781,0.909,0.0,0.847,0.0,0.0,0.431,0.0,0.0
Conversational AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,0.0,1.418,0.787,0.0,0.0,0.452,0.0,0.61,0.262,0.514,0.893,1.255,1.604,3.415,1.98,0.0,4.688,0.909,3.419,3.39,0.0,0.0,0.862,0.0,0.0
Conversational Banking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Creator Economy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,0.0,0.0,1.031,0.87,0.0,0.0,0.787,0.532,0.581,2.262,0.493,0.305,1.047,1.028,1.786,1.255,0.0,0.488,0.495,0.0,0.781,0.909,0.855,1.695,0.0,0.0,0.862,0.0,0.0
Crowdfunding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,2.632,4.348,0.0,1.449,2.632,0.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crowdsourcing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.787,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855,0.0,0.0,2.0,0.0,0.0,0.0
Crypto / Web3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,5.263,0.971,0.0,0.0,0.0,1.739,0.826,4.255,1.575,0.532,3.488,0.905,1.478,2.134,2.356,4.113,5.804,2.092,0.535,0.976,0.495,1.351,1.562,0.0,0.855,0.847,0.0,2.0,1.293,0.0,0.0
Cryptocurrency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.771,0.893,0.837,0.0,0.0,0.0,0.0,0.781,0.0,0.0,0.0,2.083,0.0,0.0,0.0,0.0
Cryptography,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cultivated Meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Culture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083,0.0,0.0,0.0,0.0
Cultured Meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0.262,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667,0.0,0.0,2.632,0.0,1.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,1.031,0.87,1.653,0.709,0.0,0.532,0.0,0.0,0.0,0.61,0.0,0.514,0.0,0.837,0.535,0.976,0.495,1.351,0.781,0.0,0.855,0.0,0.0,0.0,0.431,0.0,0.0
Customer Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031,0.0,0.0,0.0,0.0,0.532,0.0,0.0,0.0,0.61,0.524,0.771,0.446,2.929,0.0,0.488,0.99,1.351,0.781,0.0,0.0,2.542,0.0,0.0,0.431,0.0,0.0
Customer Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031,0.0,0.0,0.0,0.0,1.064,0.0,0.0,0.0,0.61,0.0,0.771,0.893,2.929,1.07,1.951,0.99,1.351,0.0,0.909,0.0,1.695,0.0,0.0,0.431,0.0,0.0
Customization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyber Insurance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cybersecurity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.942,2.151,0.893,1.031,0.0,0.0,0.709,0.0,1.596,0.581,0.452,0.985,0.305,0.785,0.0,0.446,1.255,1.604,0.976,0.99,1.351,1.562,2.727,1.709,3.39,2.083,0.0,2.586,0.0,0.0
DAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Data Engineering,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.0,2.632,0.0,0.0,0.0,6.522,0.0,0.0,0.0,1.942,1.075,0.893,0.0,0.0,0.826,0.0,0.787,1.064,2.907,3.167,3.448,1.829,2.356,3.085,3.125,2.51,2.674,2.439,1.98,2.703,1.562,1.818,0.855,1.695,8.333,0.0,3.448,0.0,0.0
Data Labeling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.0,0.0,0.0,0.0,0.262,0.771,0.0,0.0,0.535,0.0,0.99,0.0,0.781,2.727,0.855,0.847,2.083,0.0,1.724,0.0,0.0
Data Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,1.075,0.0,1.031,0.87,0.0,0.0,0.0,0.532,0.0,0.0,0.985,0.0,0.262,0.257,0.0,0.418,2.674,1.951,1.98,0.0,0.781,1.818,1.709,0.0,0.0,0.0,1.293,0.0,0.0
Data Visualization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667,10.0,0.0,0.0,0.0,1.639,0.0,2.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.163,0.452,1.478,0.305,0.524,0.0,0.0,1.674,2.139,2.439,0.495,0.0,0.0,0.909,1.709,0.0,0.0,0.0,0.0,0.0,0.0
Databases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667,0.0,0.0,0.0,4.0,0.0,0.0,2.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.985,0.305,0.262,0.257,0.446,0.0,2.674,1.463,0.0,0.0,1.562,1.818,0.0,0.847,0.0,0.0,0.431,0.0,0.0
Dating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.279,0.0,0.0,0.0,1.449,0.0,0.0,0.0,0.0,0.0,0.0,1.653,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeFi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.581,0.0,0.0,0.61,0.262,1.028,1.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deep Learning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.449,0.0,2.913,0.0,1.786,0.0,0.0,0.826,3.546,0.787,1.064,1.163,0.452,0.985,1.524,0.0,0.0,0.446,0.418,1.07,0.488,0.99,1.351,0.0,0.0,0.855,0.0,4.167,2.0,2.155,5.882,0.0
Deepfake Detection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Defense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,1.031,0.0,0.0,0.0,0.0,0.532,0.0,0.0,0.0,0.305,0.785,0.257,0.0,0.0,0.0,0.488,0.99,2.703,0.0,0.0,0.855,2.542,2.083,4.0,3.448,0.0,0.0
Delivery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.316,2.174,4.348,1.449,1.316,0.971,1.075,1.786,2.062,1.739,1.653,0.0,0.787,2.128,1.163,0.905,2.956,1.22,2.094,1.285,0.893,0.418,0.535,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dental,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488,0.495,0.0,0.781,0.0,0.855,0.0,0.0,0.0,0.0,0.0,0.0
Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.226,0.0,0.0,1.639,2.632,0.0,2.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709,0.787,0.0,0.0,0.0,0.493,0.305,0.262,0.257,0.0,0.0,1.604,0.488,0.0,2.703,2.344,0.909,1.709,3.39,0.0,0.0,0.862,0.0,0.0
Design Tools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226,2.632,0.0,0.0,2.632,0.0,0.0,0.0,0.0,1.942,2.151,1.786,0.0,0.0,0.0,4.255,1.575,1.064,1.163,1.357,0.985,2.134,0.524,0.771,0.0,1.674,1.07,0.976,0.495,4.054,0.781,0.909,0.855,1.695,0.0,0.0,0.431,0.0,0.0
DevOps,0.0,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,6.452,0.0,2.0,1.639,1.316,0.0,4.348,0.0,2.632,1.942,0.0,0.0,1.031,0.87,0.0,0.0,0.0,0.532,0.0,0.905,1.97,0.0,0.785,0.514,0.0,2.092,1.604,0.488,1.485,4.054,0.781,0.909,1.709,1.695,0.0,0.0,0.862,5.882,0.0
DevSecOps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.316,0.0,0.0,0.0,1.316,1.942,2.151,0.0,0.0,1.739,0.0,0.709,0.0,1.596,0.581,0.452,1.97,0.61,0.262,0.771,0.893,0.837,0.535,0.0,0.0,0.0,0.0,0.909,0.855,0.0,0.0,2.0,0.0,0.0,0.0
Developer Tools,0.0,0.0,0.0,0.0,0.0,14.286,0.0,0.0,6.667,0.0,0.0,2.632,12.0,4.918,6.579,2.174,6.522,2.899,2.632,5.825,7.527,6.25,1.031,3.478,2.479,4.255,5.512,7.979,9.884,10.86,11.823,10.366,8.639,8.74,10.714,20.502,17.112,15.122,15.842,24.324,12.5,18.182,19.658,11.864,10.417,16.0,9.914,17.647,0.0
Diagnostics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,2.632,0.971,1.075,2.679,1.031,0.87,1.653,0.0,1.575,0.532,0.0,0.905,0.985,0.61,0.785,0.514,0.893,0.418,0.535,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digital Freight Brokerage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.0,0.0
Digital Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174,1.449,2.632,1.942,1.075,0.893,1.031,2.609,2.479,2.128,3.15,2.128,2.907,0.452,3.448,3.049,2.88,3.599,2.679,1.674,3.209,3.902,0.99,4.054,3.125,0.909,0.0,3.39,2.083,2.0,0.862,0.0,0.0
Diversity & Inclusion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.0,0.0,0.0,0.709,0.0,0.0,0.0,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Documents,0.0,0.0,0.0,16.667,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075,1.786,0.0,0.0,0.826,1.418,0.0,0.0,0.0,0.452,0.493,0.915,0.262,0.257,1.339,1.674,0.535,1.463,0.0,1.351,1.562,1.818,0.0,0.0,0.0,0.0,0.0,2.941,0.0
Drones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,2.174,0.0,1.449,0.0,0.971,2.151,0.0,1.031,0.87,0.826,0.709,1.575,0.532,0.581,0.905,0.0,0.0,0.524,0.257,0.446,0.418,0.0,0.488,0.495,0.0,0.0,0.0,0.855,0.847,4.167,2.0,2.155,2.941,0.0
Drug Delivery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.418,0.0,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.855,0.0,0.0,0.0,0.0,0.0,0.0
Drug discovery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.942,0.0,0.0,1.031,0.0,0.826,0.0,0.0,0.532,2.326,1.81,0.0,0.915,0.524,1.028,0.446,1.255,0.0,1.463,1.485,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.431,0.0,0.0
E-Commerce,0.0,0.0,20.0,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.0,10.526,2.0,3.279,3.947,6.522,2.174,2.899,0.0,2.913,1.075,2.679,2.062,2.609,0.0,0.0,1.575,1.596,0.581,0.0,0.493,0.305,0.262,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E-commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226,2.632,2.0,0.0,5.263,8.696,4.348,2.899,5.263,3.883,3.226,1.786,6.186,1.739,2.479,5.674,1.575,2.66,5.814,2.715,6.897,5.793,6.545,6.427,3.125,3.347,1.07,0.976,3.465,2.703,1.562,0.0,1.709,2.542,0.0,4.0,0.862,0.0,0.0
Edge Computing Semiconductors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.0,0.0,0.0,0.855,0.0,0.0,0.0,0.431,0.0,0.0
Edtech,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,2.174,0.0,0.0,0.0,0.0,0.0,0.0,1.031,0.0,0.0,0.0,0.0,0.532,0.0,0.452,0.0,1.22,0.0,0.257,0.0,0.418,1.07,0.488,0.99,0.0,1.562,0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667,0.0,3.226,5.263,8.0,3.279,6.579,4.348,8.696,7.246,2.632,0.971,3.226,1.786,6.186,3.478,4.132,4.255,3.937,4.787,4.651,2.262,5.419,4.268,4.712,2.057,1.339,0.837,2.139,1.463,1.485,1.351,3.906,2.727,3.419,0.847,0.0,0.0,0.862,0.0,0.0
Election Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric Vehicles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.893,1.031,0.0,0.826,0.0,0.0,1.064,0.581,0.452,1.478,1.22,0.262,1.028,0.0,0.837,0.0,0.0,0.0,0.0,0.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electronics,0.0,0.0,0.0,16.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452,0.0,0.0,0.0,0.257,0.0,0.0,0.0,0.488,0.495,0.0,3.125,0.909,0.0,0.0,0.0,0.0,0.431,2.941,0.0
Email,0.0,0.0,0.0,0.0,0.0,0.0,11.111,14.286,0.0,0.0,6.452,2.632,2.0,1.639,1.316,0.0,0.0,1.449,1.316,0.0,0.0,0.893,1.031,0.0,0.826,0.0,0.0,0.0,0.0,0.0,0.493,0.61,0.262,0.514,0.0,0.0,0.0,0.488,0.99,1.351,0.781,0.0,1.709,0.0,0.0,0.0,0.0,0.0,0.0
Emerging Markets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,1.031,0.0,0.0,0.0,0.0,0.0,0.581,0.0,0.0,0.305,0.0,0.0,0.0,0.418,0.0,0.488,0.495,0.0,0.781,0.0,0.0,0.0,2.083,0.0,0.0,0.0,0.0
