subindustry,batch,count,share_pct,batch_code,year,batch_order,total_companies,is_partial_batch
B2B -> Security,Winter 2024,5,2.016,W24,2024,20240,248,False
B2B -> Security,Summer 2024,4,1.613,S24,2024,20242,248,False
B2B -> Security,Fall 2024,1,1.064,F24,2024,20243,94,False
B2B -> Security,Winter 2025,2,1.205,W25,2025,20250,166,False
B2B -> Security,Spring 2025,8,5.594,X25,2025,20251,143,False
B2B -> Security,Summer 2025,3,1.807,S25,2025,20252,166,False
B2B -> Security,Fall 2025,3,2.055,F25,2025,20253,146,False
B2B -> Security,Winter 2026,6,3.015,W26,2026,20260,199,False
B2B -> Security,Spring 2026,3,1.538,X26,2026,20261,195,False
B2B -> Security,Summer 2026,7,2.979,S26,2026,20262,235,False
B2B -> Security,Fall 2026,0,0.0,F26,2026,20263,35,True
B2B -> Security,Winter 2027,0,0.0,W27,2027,20270,1,True
B2B -> Supply Chain and Logistics,Summer 2005,0,0.0,S05,2005,20052,9,True
B2B -> Supply Chain and Logistics,Winter 2006,0,0.0,W06,2006,20060,7,True
B2B -> Supply Chain and Logistics,Summer 2006,0,0.0,S06,2006,20062,10,True
B2B -> Supply Chain and Logistics,Winter 2007,0,0.0,W07,2007,20070,13,True
B2B -> Supply Chain and Logistics,Summer 2007,0,0.0,S07,2007,20072,19,True
B2B -> Supply Chain and Logistics,Winter 2008,0,0.0,W08,2008,20080,21,True
B2B -> Supply Chain and Logistics,Summer 2008,0,0.0,S08,2008,20082,22,True
B2B -> Supply Chain and Logistics,Winter 2009,0,0.0,W09,2009,20090,16,True
B2B -> Supply Chain and Logistics,Summer 2009,0,0.0,S09,2009,20092,26,True
B2B -> Supply Chain and Logistics,Winter 2010,0,0.0,W10,2010,20100,27,True
B2B -> Supply Chain and Logistics,Summer 2010,0,0.0,S10,2010,20102,36,True
B2B -> Supply Chain and Logistics,Winter 2011,0,0.0,W11,2011,20110,45,True
B2B -> Supply Chain and Logistics,Summer 2011,0,0.0,S11,2011,20112,60,False
B2B -> Supply Chain and Logistics,Winter 2012,0,0.0,W12,2012,20120,66,False
B2B -> Supply Chain and Logistics,Summer 2012,2,2.41,S12,2012,20122,83,False
B2B -> Supply Chain and Logistics,Winter 2013,1,2.174,W13,2013,20130,46,True
B2B -> Supply Chain and Logistics,Summer 2013,2,3.846,S13,2013,20132,52,False
B2B -> Supply Chain and Logistics,Winter 2014,2,2.703,W14,2014,20140,74,False
B2B -> Supply Chain and Logistics,Summer 2014,1,1.282,S14,2014,20142,78,False
B2B -> Supply Chain and Logistics,Winter 2015,3,2.727,W15,2015,20150,110,False
B2B -> Supply Chain and Logistics,Summer 2015,3,2.885,S15,2015,20152,104,False
B2B -> Supply Chain and Logistics,Winter 2016,2,1.639,W16,2016,20160,122,False
B2B -> Supply Chain and Logistics,Summer 2016,2,1.961,S16,2016,20162,102,False
B2B -> Supply Chain and Logistics,Winter 2017,2,1.724,W17,2017,20170,116,False
B2B -> Supply Chain and Logistics,Summer 2017,1,0.8,S17,2017,20172,125,False
B2B -> Supply Chain and Logistics,Winter 2018,2,1.37,W18,2018,20180,146,False
B2B -> Supply Chain and Logistics,Summer 2018,3,2.29,S18,2018,20182,131,False
B2B -> Supply Chain and Logistics,Winter 2019,9,4.639,W19,2019,20190,194,False
B2B -> Supply Chain and Logistics,Summer 2019,3,1.705,S19,2019,20192,176,False
B2B -> Supply Chain and Logistics,Winter 2020,9,3.947,W20,2020,20200,228,False
B2B -> Supply Chain and Logistics,Summer 2020,4,1.914,S20,2020,20202,209,False
B2B -> Supply Chain and Logistics,Winter 2021,10,2.976,W21,2021,20210,336,False
B2B -> Supply Chain and Logistics,Summer 2021,9,2.302,S21,2021,20212,391,False
B2B -> Supply Chain and Logistics,Winter 2022,12,3.015,W22,2022,20220,398,False
B2B -> Supply Chain and Logistics,Summer 2022,3,1.282,S22,2022,20222,234,False
B2B -> Supply Chain and Logistics,Winter 2023,5,1.825,W23,2023,20230,274,False
B2B -> Supply Chain and Logistics,Summer 2023,7,3.182,S23,2023,20232,220,False
B2B -> Supply Chain and Logistics,Winter 2024,6,2.419,W24,2024,20240,248,False
B2B -> Supply Chain and Logistics,Summer 2024,8,3.226,S24,2024,20242,248,False
B2B -> Supply Chain and Logistics,Fall 2024,1,1.064,F24,2024,20243,94,False
B2B -> Supply Chain and Logistics,Winter 2025,1,0.602,W25,2025,20250,166,False
B2B -> Supply Chain and Logistics,Spring 2025,4,2.797,X25,2025,20251,143,False
B2B -> Supply Chain and Logistics,Summer 2025,6,3.614,S25,2025,20252,166,False
B2B -> Supply Chain and Logistics,Fall 2025,1,0.685,F25,2025,20253,146,False
B2B -> Supply Chain and Logistics,Winter 2026,3,1.508,W26,2026,20260,199,False
B2B -> Supply Chain and Logistics,Spring 2026,3,1.538,X26,2026,20261,195,False
B2B -> Supply Chain and Logistics,Summer 2026,8,3.404,S26,2026,20262,235,False
B2B -> Supply Chain and Logistics,Fall 2026,0,0.0,F26,2026,20263,35,True
B2B -> Supply Chain and Logistics,Winter 2027,0,0.0,W27,2027,20270,1,True
Consumer,Summer 2005,0,0.0,S05,2005,20052,9,True
Consumer,Winter 2006,0,0.0,W06,2006,20060,7,True
Consumer,Summer 2006,0,0.0,S06,2006,20062,10,True
Consumer,Winter 2007,0,0.0,W07,2007,20070,13,True
Consumer,Summer 2007,0,0.0,S07,2007,20072,19,True
Consumer,Winter 2008,0,0.0,W08,2008,20080,21,True
Consumer,Summer 2008,0,0.0,S08,2008,20082,22,True
Consumer,Winter 2009,0,0.0,W09,2009,20090,16,True
Consumer,Summer 2009,0,0.0,S09,2009,20092,26,True
Consumer,Winter 2010,1,3.704,W10,2010,20100,27,True
Consumer,Summer 2010,0,0.0,S10,2010,20102,36,True
Consumer,Winter 2011,0,0.0,W11,2011,20110,45,True
Consumer,Summer 2011,0,0.0,S11,2011,20112,60,False
Consumer,Winter 2012,0,0.0,W12,2012,20120,66,False
Consumer,Summer 2012,2,2.41,S12,2012,20122,83,False
Consumer,Winter 2013,0,0.0,W13,2013,20130,46,True
Consumer,Summer 2013,0,0.0,S13,2013,20132,52,False
Consumer,Winter 2014,2,2.703,W14,2014,20140,74,False
Consumer,Summer 2014,0,0.0,S14,2014,20142,78,False
Consumer,Winter 2015,0,0.0,W15,2015,20150,110,False
Consumer,Summer 2015,0,0.0,S15,2015,20152,104,False
Consumer,Winter 2016,0,0.0,W16,2016,20160,122,False
Consumer,Summer 2016,2,1.961,S16,2016,20162,102,False
Consumer,Winter 2017,4,3.448,W17,2017,20170,116,False
Consumer,Summer 2017,2,1.6,S17,2017,20172,125,False
Consumer,Winter 2018,3,2.055,W18,2018,20180,146,False
Consumer,Summer 2018,0,0.0,S18,2018,20182,131,False
Consumer,Winter 2019,5,2.577,W19,2019,20190,194,False
Consumer,Summer 2019,2,1.136,S19,2019,20192,176,False
Consumer,Winter 2020,3,1.316,W20,2020,20200,228,False
Consumer,Summer 2020,1,0.478,S20,2020,20202,209,False
Consumer,Winter 2021,7,2.083,W21,2021,20210,336,False
Consumer,Summer 2021,18,4.604,S21,2021,20212,391,False
Consumer,Winter 2022,15,3.769,W22,2022,20220,398,False
Consumer,Summer 2022,8,3.419,S22,2022,20222,234,False
Consumer,Winter 2023,12,4.38,W23,2023,20230,274,False
Consumer,Summer 2023,5,2.273,S23,2023,20232,220,False
Consumer,Winter 2024,16,6.452,W24,2024,20240,248,False
Consumer,Summer 2024,11,4.435,S24,2024,20242,248,False
Consumer,Fall 2024,7,7.447,F24,2024,20243,94,False
Consumer,Winter 2025,5,3.012,W25,2025,20250,166,False
Consumer,Spring 2025,5,3.497,X25,2025,20251,143,False
Consumer,Summer 2025,9,5.422,S25,2025,20252,166,False
Consumer,Fall 2025,10,6.849,F25,2025,20253,146,False
Consumer,Winter 2026,3,1.508,W26,2026,20260,199,False
Consumer,Spring 2026,7,3.59,X26,2026,20261,195,False
Consumer,Summer 2026,6,2.553,S26,2026,20262,235,False
Consumer,Fall 2026,1,2.857,F26,2026,20263,35,True
Consumer,Winter 2027,0,0.0,W27,2027,20270,1,True
Consumer -> Apparel and Cosmetics,Summer 2005,0,0.0,S05,2005,20052,9,True
Consumer -> Apparel and Cosmetics,Winter 2006,0,0.0,W06,2006,20060,7,True
Consumer -> Apparel and Cosmetics,Summer 2006,1,10.0,S06,2006,20062,10,True
Consumer -> Apparel and Cosmetics,Winter 2007,0,0.0,W07,2007,20070,13,True
Consumer -> Apparel and Cosmetics,Summer 2007,0,0.0,S07,2007,20072,19,True
Consumer -> Apparel and Cosmetics,Winter 2008,0,0.0,W08,2008,20080,21,True
Consumer -> Apparel and Cosmetics,Summer 2008,0,0.0,S08,2008,20082,22,True
Consumer -> Apparel and Cosmetics,Winter 2009,0,0.0,W09,2009,20090,16,True
Consumer -> Apparel and Cosmetics,Summer 2009,0,0.0,S09,2009,20092,26,True
Consumer -> Apparel and Cosmetics,Winter 2010,0,0.0,W10,2010,20100,27,True
Consumer -> Apparel and Cosmetics,Summer 2010,0,0.0,S10,2010,20102,36,True
Consumer -> Apparel and Cosmetics,Winter 2011,2,4.444,W11,2011,20110,45,True
Consumer -> Apparel and Cosmetics,Summer 2011,0,0.0,S11,2011,20112,60,False
Consumer -> Apparel and Cosmetics,Winter 2012,2,3.03,W12,2012,20120,66,False
Consumer -> Apparel and Cosmetics,Summer 2012,1,1.205,S12,2012,20122,83,False
Consumer -> Apparel and Cosmetics,Winter 2013,3,6.522,W13,2013,20130,46,True
Consumer -> Apparel and Cosmetics,Summer 2013,2,3.846,S13,2013,20132,52,False
Consumer -> Apparel and Cosmetics,Winter 2014,2,2.703,W14,2014,20140,74,False
Consumer -> Apparel and Cosmetics,Summer 2014,2,2.564,S14,2014,20142,78,False
Consumer -> Apparel and Cosmetics,Winter 2015,1,0.909,W15,2015,20150,110,False
Consumer -> Apparel and Cosmetics,Summer 2015,3,2.885,S15,2015,20152,104,False
Consumer -> Apparel and Cosmetics,Winter 2016,4,3.279,W16,2016,20160,122,False
Consumer -> Apparel and Cosmetics,Summer 2016,3,2.941,S16,2016,20162,102,False
Consumer -> Apparel and Cosmetics,Winter 2017,0,0.0,W17,2017,20170,116,False
Consumer -> Apparel and Cosmetics,Summer 2017,2,1.6,S17,2017,20172,125,False
Consumer -> Apparel and Cosmetics,Winter 2018,2,1.37,W18,2018,20180,146,False
Consumer -> Apparel and Cosmetics,Summer 2018,2,1.527,S18,2018,20182,131,False
Consumer -> Apparel and Cosmetics,Winter 2019,1,0.515,W19,2019,20190,194,False
Consumer -> Apparel and Cosmetics,Summer 2019,5,2.841,S19,2019,20192,176,False
Consumer -> Apparel and Cosmetics,Winter 2020,2,0.877,W20,2020,20200,228,False
Consumer -> Apparel and Cosmetics,Summer 2020,1,0.478,S20,2020,20202,209,False
Consumer -> Apparel and Cosmetics,Winter 2021,3,0.893,W21,2021,20210,336,False
Consumer -> Apparel and Cosmetics,Summer 2021,1,0.256,S21,2021,20212,391,False
Consumer -> Apparel and Cosmetics,Winter 2022,1,0.251,W22,2022,20220,398,False
Consumer -> Apparel and Cosmetics,Summer 2022,2,0.855,S22,2022,20222,234,False
Consumer -> Apparel and Cosmetics,Winter 2023,1,0.365,W23,2023,20230,274,False
Consumer -> Apparel and Cosmetics,Summer 2023,0,0.0,S23,2023,20232,220,False
Consumer -> Apparel and Cosmetics,Winter 2024,0,0.0,W24,2024,20240,248,False
Consumer -> Apparel and Cosmetics,Summer 2024,0,0.0,S24,2024,20242,248,False
Consumer -> Apparel and Cosmetics,Fall 2024,0,0.0,F24,2024,20243,94,False
Consumer -> Apparel and Cosmetics,Winter 2025,1,0.602,W25,2025,20250,166,False
Consumer -> Apparel and Cosmetics,Spring 2025,0,0.0,X25,2025,20251,143,False
Consumer -> Apparel and Cosmetics,Summer 2025,0,0.0,S25,2025,20252,166,False
Consumer -> Apparel and Cosmetics,Fall 2025,0,0.0,F25,2025,20253,146,False
Consumer -> Apparel and Cosmetics,Winter 2026,0,0.0,W26,2026,20260,199,False
Consumer -> Apparel and Cosmetics,Spring 2026,0,0.0,X26,2026,20261,195,False
Consumer -> Apparel and Cosmetics,Summer 2026,0,0.0,S26,2026,20262,235,False
Consumer -> Apparel and Cosmetics,Fall 2026,0,0.0,F26,2026,20263,35,True
Consumer -> Apparel and Cosmetics,Winter 2027,0,0.0,W27,2027,20270,1,True
Consumer -> Consumer Electronics,Summer 2005,0,0.0,S05,2005,20052,9,True
Consumer -> Consumer Electronics,Winter 2006,0,0.0,W06,2006,20060,7,True
Consumer -> Consumer Electronics,Summer 2006,0,0.0,S06,2006,20062,10,True
Consumer -> Consumer Electronics,Winter 2007,0,0.0,W07,2007,20070,13,True
Consumer -> Consumer Electronics,Summer 2007,0,0.0,S07,2007,20072,19,True
Consumer -> Consumer Electronics,Winter 2008,0,0.0,W08,2008,20080,21,True
Consumer -> Consumer Electronics,Summer 2008,0,0.0,S08,2008,20082,22,True
Consumer -> Consumer Electronics,Winter 2009,0,0.0,W09,2009,20090,16,True
Consumer -> Consumer Electronics,Summer 2009,2,7.692,S09,2009,20092,26,True
Consumer -> Consumer Electronics,Winter 2010,0,0.0,W10,2010,20100,27,True
Consumer -> Consumer Electronics,Summer 2010,1,2.778,S10,2010,20102,36,True
Consumer -> Consumer Electronics,Winter 2011,1,2.222,W11,2011,20110,45,True
Consumer -> Consumer Electronics,Summer 2011,1,1.667,S11,2011,20112,60,False
Consumer -> Consumer Electronics,Winter 2012,0,0.0,W12,2012,20120,66,False
Consumer -> Consumer Electronics,Summer 2012,2,2.41,S12,2012,20122,83,False
Consumer -> Consumer Electronics,Winter 2013,0,0.0,W13,2013,20130,46,True
Consumer -> Consumer Electronics,Summer 2013,4,7.692,S13,2013,20132,52,False
Consumer -> Consumer Electronics,Winter 2014,4,5.405,W14,2014,20140,74,False
Consumer -> Consumer Electronics,Summer 2014,1,1.282,S14,2014,20142,78,False
Consumer -> Consumer Electronics,Winter 2015,2,1.818,W15,2015,20150,110,False
Consumer -> Consumer Electronics,Summer 2015,1,0.962,S15,2015,20152,104,False
Consumer -> Consumer Electronics,Winter 2016,5,4.098,W16,2016,20160,122,False
Consumer -> Consumer Electronics,Summer 2016,3,2.941,S16,2016,20162,102,False
Consumer -> Consumer Electronics,Winter 2017,1,0.862,W17,2017,20170,116,False
Consumer -> Consumer Electronics,Summer 2017,1,0.8,S17,2017,20172,125,False
Consumer -> Consumer Electronics,Winter 2018,0,0.0,W18,2018,20180,146,False
Consumer -> Consumer Electronics,Summer 2018,0,0.0,S18,2018,20182,131,False
Consumer -> Consumer Electronics,Winter 2019,0,0.0,W19,2019,20190,194,False
Consumer -> Consumer Electronics,Summer 2019,1,0.568,S19,2019,20192,176,False
Consumer -> Consumer Electronics,Winter 2020,1,0.439,W20,2020,20200,228,False
Consumer -> Consumer Electronics,Summer 2020,1,0.478,S20,2020,20202,209,False
Consumer -> Consumer Electronics,Winter 2021,1,0.298,W21,2021,20210,336,False
Consumer -> Consumer Electronics,Summer 2021,0,0.0,S21,2021,20212,391,False
Consumer -> Consumer Electronics,Winter 2022,2,0.503,W22,2022,20220,398,False
Consumer -> Consumer Electronics,Summer 2022,0,0.0,S22,2022,20222,234,False
Consumer -> Consumer Electronics,Winter 2023,0,0.0,W23,2023,20230,274,False
Consumer -> Consumer Electronics,Summer 2023,0,0.0,S23,2023,20232,220,False
Consumer -> Consumer Electronics,Winter 2024,2,0.806,W24,2024,20240,248,False
Consumer -> Consumer Electronics,Summer 2024,0,0.0,S24,2024,20242,248,False
Consumer -> Consumer Electronics,Fall 2024,1,1.064,F24,2024,20243,94,False
Consumer -> Consumer Electronics,Winter 2025,1,0.602,W25,2025,20250,166,False
Consumer -> Consumer Electronics,Spring 2025,1,0.699,X25,2025,20251,143,False
Consumer -> Consumer Electronics,Summer 2025,0,0.0,S25,2025,20252,166,False
Consumer -> Consumer Electronics,Fall 2025,1,0.685,F25,2025,20253,146,False
Consumer -> Consumer Electronics,Winter 2026,2,1.005,W26,2026,20260,199,False
Consumer -> Consumer Electronics,Spring 2026,2,1.026,X26,2026,20261,195,False
Consumer -> Consumer Electronics,Summer 2026,0,0.0,S26,2026,20262,235,False
Consumer -> Consumer Electronics,Fall 2026,2,5.714,F26,2026,20263,35,True
Consumer -> Consumer Electronics,Winter 2027,0,0.0,W27,2027,20270,1,True
Consumer -> Content,Summer 2005,1,11.111,S05,2005,20052,9,True
Consumer -> Content,Winter 2006,1,14.286,W06,2006,20060,7,True
Consumer -> Content,Summer 2006,2,20.0,S06,2006,20062,10,True
Consumer -> Content,Winter 2007,2,15.385,W07,2007,20070,13,True
Consumer -> Content,Summer 2007,4,21.053,S07,2007,20072,19,True
Consumer -> Content,Winter 2008,2,9.524,W08,2008,20080,21,True
Consumer -> Content,Summer 2008,5,22.727,S08,2008,20082,22,True
Consumer -> Content,Winter 2009,1,6.25,W09,2009,20090,16,True
Consumer -> Content,Summer 2009,2,7.692,S09,2009,20092,26,True
Consumer -> Content,Winter 2010,3,11.111,W10,2010,20100,27,True
Consumer -> Content,Summer 2010,1,2.778,S10,2010,20102,36,True
Consumer -> Content,Winter 2011,1,2.222,W11,2011,20110,45,True
Consumer -> Content,Summer 2011,2,3.333,S11,2011,20112,60,False
Consumer -> Content,Winter 2012,4,6.061,W12,2012,20120,66,False
Consumer -> Content,Summer 2012,7,8.434,S12,2012,20122,83,False
Consumer -> Content,Winter 2013,0,0.0,W13,2013,20130,46,True
Consumer -> Content,Summer 2013,1,1.923,S13,2013,20132,52,False
Consumer -> Content,Winter 2014,0,0.0,W14,2014,20140,74,False
Consumer -> Content,Summer 2014,2,2.564,S14,2014,20142,78,False
Consumer -> Content,Winter 2015,2,1.818,W15,2015,20150,110,False
Consumer -> Content,Summer 2015,3,2.885,S15,2015,20152,104,False
Consumer -> Content,Winter 2016,0,0.0,W16,2016,20160,122,False
Consumer -> Content,Summer 2016,2,1.961,S16,2016,20162,102,False
Consumer -> Content,Winter 2017,2,1.724,W17,2017,20170,116,False
Consumer -> Content,Summer 2017,2,1.6,S17,2017,20172,125,False
Consumer -> Content,Winter 2018,6,4.11,W18,2018,20180,146,False
Consumer -> Content,Summer 2018,0,0.0,S18,2018,20182,131,False
Consumer -> Content,Winter 2019,4,2.062,W19,2019,20190,194,False
Consumer -> Content,Summer 2019,4,2.273,S19,2019,20192,176,False
Consumer -> Content,Winter 2020,3,1.316,W20,2020,20200,228,False
Consumer -> Content,Summer 2020,5,2.392,S20,2020,20202,209,False
Consumer -> Content,Winter 2021,4,1.19,W21,2021,20210,336,False
Consumer -> Content,Summer 2021,3,0.767,S21,2021,20212,391,False
Consumer -> Content,Winter 2022,8,2.01,W22,2022,20220,398,False
Consumer -> Content,Summer 2022,1,0.427,S22,2022,20222,234,False
Consumer -> Content,Winter 2023,4,1.46,W23,2023,20230,274,False
Consumer -> Content,Summer 2023,1,0.455,S23,2023,20232,220,False
Consumer -> Content,Winter 2024,7,2.823,W24,2024,20240,248,False
Consumer -> Content,Summer 2024,3,1.21,S24,2024,20242,248,False
Consumer -> Content,Fall 2024,1,1.064,F24,2024,20243,94,False
Consumer -> Content,Winter 2025,1,0.602,W25,2025,20250,166,False
Consumer -> Content,Spring 2025,0,0.0,X25,2025,20251,143,False
Consumer -> Content,Summer 2025,2,1.205,S25,2025,20252,166,False
Consumer -> Content,Fall 2025,3,2.055,F25,2025,20253,146,False
Consumer -> Content,Winter 2026,0,0.0,W26,2026,20260,199,False
Consumer -> Content,Spring 2026,1,0.513,X26,2026,20261,195,False
Consumer -> Content,Summer 2026,2,0.851,S26,2026,20262,235,False
Consumer -> Content,Fall 2026,0,0.0,F26,2026,20263,35,True
Consumer -> Content,Winter 2027,0,0.0,W27,2027,20270,1,True
Consumer -> Food and Beverage,Summer 2005,0,0.0,S05,2005,20052,9,True
Consumer -> Food and Beverage,Winter 2006,0,0.0,W06,2006,20060,7,True
Consumer -> Food and Beverage,Summer 2006,0,0.0,S06,2006,20062,10,True
Consumer -> Food and Beverage,Winter 2007,0,0.0,W07,2007,20070,13,True
Consumer -> Food and Beverage,Summer 2007,0,0.0,S07,2007,20072,19,True
Consumer -> Food and Beverage,Winter 2008,0,0.0,W08,2008,20080,21,True
Consumer -> Food and Beverage,Summer 2008,0,0.0,S08,2008,20082,22,True
Consumer -> Food and Beverage,Winter 2009,1,6.25,W09,2009,20090,16,True
Consumer -> Food and Beverage,Summer 2009,0,0.0,S09,2009,20092,26,True
Consumer -> Food and Beverage,Winter 2010,0,0.0,W10,2010,20100,27,True
Consumer -> Food and Beverage,Summer 2010,0,0.0,S10,2010,20102,36,True
Consumer -> Food and Beverage,Winter 2011,1,2.222,W11,2011,20110,45,True
Consumer -> Food and Beverage,Summer 2011,2,3.333,S11,2011,20112,60,False
Consumer -> Food and Beverage,Winter 2012,1,1.515,W12,2012,20120,66,False
Consumer -> Food and Beverage,Summer 2012,2,2.41,S12,2012,20122,83,False
Consumer -> Food and Beverage,Winter 2013,1,2.174,W13,2013,20130,46,True
Consumer -> Food and Beverage,Summer 2013,2,3.846,S13,2013,20132,52,False
Consumer -> Food and Beverage,Winter 2014,1,1.351,W14,2014,20140,74,False
Consumer -> Food and Beverage,Summer 2014,4,5.128,S14,2014,20142,78,False
Consumer -> Food and Beverage,Winter 2015,2,1.818,W15,2015,20150,110,False
Consumer -> Food and Beverage,Summer 2015,3,2.885,S15,2015,20152,104,False
Consumer -> Food and Beverage,Winter 2016,2,1.639,W16,2016,20160,122,False
Consumer -> Food and Beverage,Summer 2016,1,0.98,S16,2016,20162,102,False
Consumer -> Food and Beverage,Winter 2017,3,2.586,W17,2017,20170,116,False
Consumer -> Food and Beverage,Summer 2017,3,2.4,S17,2017,20172,125,False
Consumer -> Food and Beverage,Winter 2018,6,4.11,W18,2018,20180,146,False
Consumer -> Food and Beverage,Summer 2018,6,4.58,S18,2018,20182,131,False
Consumer -> Food and Beverage,Winter 2019,9,4.639,W19,2019,20190,194,False
Consumer -> Food and Beverage,Summer 2019,1,0.568,S19,2019,20192,176,False
Consumer -> Food and Beverage,Winter 2020,4,1.754,W20,2020,20200,228,False
Consumer -> Food and Beverage,Summer 2020,7,3.349,S20,2020,20202,209,False
Consumer -> Food and Beverage,Winter 2021,9,2.679,W21,2021,20210,336,False
Consumer -> Food and Beverage,Summer 2021,10,2.558,S21,2021,20212,391,False
Consumer -> Food and Beverage,Winter 2022,5,1.256,W22,2022,20220,398,False
Consumer -> Food and Beverage,Summer 2022,5,2.137,S22,2022,20222,234,False
Consumer -> Food and Beverage,Winter 2023,1,0.365,W23,2023,20230,274,False
Consumer -> Food and Beverage,Summer 2023,1,0.455,S23,2023,20232,220,False
Consumer -> Food and Beverage,Winter 2024,0,0.0,W24,2024,20240,248,False
Consumer -> Food and Beverage,Summer 2024,0,0.0,S24,2024,20242,248,False
Consumer -> Food and Beverage,Fall 2024,0,0.0,F24,2024,20243,94,False
Consumer -> Food and Beverage,Winter 2025,0,0.0,W25,2025,20250,166,False
Consumer -> Food and Beverage,Spring 2025,0,0.0,X25,2025,20251,143,False
Consumer -> Food and Beverage,Summer 2025,0,0.0,S25,2025,20252,166,False
Consumer -> Food and Beverage,Fall 2025,0,0.0,F25,2025,20253,146,False
Consumer -> Food and Beverage,Winter 2026,0,0.0,W26,2026,20260,199,False
Consumer -> Food and Beverage,Spring 2026,0,0.0,X26,2026,20261,195,False
Consumer -> Food and Beverage,Summer 2026,0,0.0,S26,2026,20262,235,False
Consumer -> Food and Beverage,Fall 2026,1,2.857,F26,2026,20263,35,True
Consumer -> Food and Beverage,Winter 2027,0,0.0,W27,2027,20270,1,True
Consumer -> Gaming,Summer 2005,0,0.0,S05,2005,20052,9,True
Consumer -> Gaming,Winter 2006,0,0.0,W06,2006,20060,7,True
Consumer -> Gaming,Summer 2006,2,20.0,S06,2006,20062,10,True
Consumer -> Gaming,Winter 2007,0,0.0,W07,2007,20070,13,True
Consumer -> Gaming,Summer 2007,1,5.263,S07,2007,20072,19,True
Consumer -> Gaming,Winter 2008,4,19.048,W08,2008,20080,21,True
Consumer -> Gaming,Summer 2008,2,9.091,S08,2008,20082,22,True
Consumer -> Gaming,Winter 2009,2,12.5,W09,2009,20090,16,True
Consumer -> Gaming,Summer 2009,0,0.0,S09,2009,20092,26,True
Consumer -> Gaming,Winter 2010,2,7.407,W10,2010,20100,27,True
Consumer -> Gaming,Summer 2010,3,8.333,S10,2010,20102,36,True
Consumer -> Gaming,Winter 2011,2,4.444,W11,2011,20110,45,True
Consumer -> Gaming,Summer 2011,2,3.333,S11,2011,20112,60,False
Consumer -> Gaming,Winter 2012,2,3.03,W12,2012,20120,66,False
Consumer -> Gaming,Summer 2012,1,1.205,S12,2012,20122,83,False
Consumer -> Gaming,Winter 2013,0,0.0,W13,2013,20130,46,True
Consumer -> Gaming,Summer 2013,0,0.0,S13,2013,20132,52,False
Consumer -> Gaming,Winter 2014,0,0.0,W14,2014,20140,74,False
Consumer -> Gaming,Summer 2014,1,1.282,S14,2014,20142,78,False
Consumer -> Gaming,Winter 2015,0,0.0,W15,2015,20150,110,False
Consumer -> Gaming,Summer 2015,1,0.962,S15,2015,20152,104,False
Consumer -> Gaming,Winter 2016,2,1.639,W16,2016,20160,122,False
Consumer -> Gaming,Summer 2016,1,0.98,S16,2016,20162,102,False
Consumer -> Gaming,Winter 2017,0,0.0,W17,2017,20170,116,False
Consumer -> Gaming,Summer 2017,4,3.2,S17,2017,20172,125,False
Consumer -> Gaming,Winter 2018,4,2.74,W18,2018,20180,146,False
Consumer -> Gaming,Summer 2018,2,1.527,S18,2018,20182,131,False
Consumer -> Gaming,Winter 2019,4,2.062,W19,2019,20190,194,False
Consumer -> Gaming,Summer 2019,2,1.136,S19,2019,20192,176,False
Consumer -> Gaming,Winter 2020,4,1.754,W20,2020,20200,228,False
Consumer -> Gaming,Summer 2020,1,0.478,S20,2020,20202,209,False
Consumer -> Gaming,Winter 2021,1,0.298,W21,2021,20210,336,False
Consumer -> Gaming,Summer 2021,2,0.512,S21,2021,20212,391,False
Consumer -> Gaming,Winter 2022,1,0.251,W22,2022,20220,398,False
Consumer -> Gaming,Summer 2022,4,1.709,S22,2022,20222,234,False
Consumer -> Gaming,Winter 2023,1,0.365,W23,2023,20230,274,False
Consumer -> Gaming,Summer 2023,0,0.0,S23,2023,20232,220,False
Consumer -> Gaming,Winter 2024,0,0.0,W24,2024,20240,248,False
Consumer -> Gaming,Summer 2024,2,0.806,S24,2024,20242,248,False
Consumer -> Gaming,Fall 2024,0,0.0,F24,2024,20243,94,False
Consumer -> Gaming,Winter 2025,0,0.0,W25,2025,20250,166,False
Consumer -> Gaming,Spring 2025,1,0.699,X25,2025,20251,143,False
Consumer -> Gaming,Summer 2025,0,0.0,S25,2025,20252,166,False
Consumer -> Gaming,Fall 2025,2,1.37,F25,2025,20253,146,False
Consumer -> Gaming,Winter 2026,3,1.508,W26,2026,20260,199,False
Consumer -> Gaming,Spring 2026,2,1.026,X26,2026,20261,195,False
Consumer -> Gaming,Summer 2026,2,0.851,S26,2026,20262,235,False
Consumer -> Gaming,Fall 2026,0,0.0,F26,2026,20263,35,True
Consumer -> Gaming,Winter 2027,0,0.0,W27,2027,20270,1,True
Consumer -> Home and Personal,Summer 2005,0,0.0,S05,2005,20052,9,True
Consumer -> Home and Personal,Winter 2006,1,14.286,W06,2006,20060,7,True
Consumer -> Home and Personal,Summer 2006,1,10.0,S06,2006,20062,10,True
Consumer -> Home and Personal,Winter 2007,1,7.692,W07,2007,20070,13,True
Consumer -> Home and Personal,Summer 2007,2,10.526,S07,2007,20072,19,True
Consumer -> Home and Personal,Winter 2008,0,0.0,W08,2008,20080,21,True
Consumer -> Home and Personal,Summer 2008,3,13.636,S08,2008,20082,22,True
